fieldsample_barcode	sampling_method	cell.10km_representative	extraction_method	extraction_id1	extraction_id2	extractionplate_id1	extractionplate_id2	extraction_row1	extraction_row2	extraction_col1	extraction_col2	extraction_conc1	extraction_conc2	library_method	library_id1	library_id2	libraryplate_id1	libraryplate_id2	library_row1	library_row2	library_col1	library_col2	library_conc1	library_conc2	sequencing_method	sequencing_id1	sequencing_id2	internal_name	before_total_reads	after_total_reads	passed_filter_reads	corrected_reads	low_quality_reads	too_many_N_reads	too_short_reads	too_long_reads	before_total_bases	before_q20_bases	before_q30_bases	after_total_bases	after_q20_bases	after_q30_bases	corrected_bases	before_read1_mean_length	before_read2_mean_length	after_read1_mean_length	after_read2_mean_length	before_q20_rate	before_q30_rate	after_q20_rate	after_q30_rate	duplication_rate	before_gc_content	after_gc_content	peak_length
MFD10935	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ370-B11		EXT00115		B		11		6.31		ILLUMINA-DNA-PREP.V2	LIB-MJ381-B11		LIB00115		B		11		0.29		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ381-B11_02		LIB-MJ381-B11_02.fastq.gz	34721624	23097030	23607164	903404	1230942	8	9883510	0	5242965224	4960778517	4602996212	3376984431	3308986580	3138297252	1101412	151	151	146	146	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10879	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ372-C8		EXT00117		C		8		40.12		ILLUMINA-DNA-PREP.V2	LIB-MJ383-C8		LIB00117		C		8		0.01		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ383-C8_01		LIB-MJ383-C8_01.fastq.gz	28794	21796	22520	441	956	0	5318	0	4347894	4150345	3875502	3235731	3173661	3018647	541	151	151	148	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD10878	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ372-C11		EXT00117		C		11		12.27		ILLUMINA-DNA-PREP.V2	LIB-MJ383-C11		LIB00117		C		11		0.01		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ383-C11_01		LIB-MJ383-C11_01.fastq.gz	6	2	2	0	0	0	4	0	906	867	839	248	248	242	0	151	151	124	124	1	0.9	1	1	0	0.8	0.7	0
MFD10876	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ378-E4		EXT00123		E		4		104.77		ILLUMINA-DNA-PREP.V2	LIB-MJ389-E4		LIB00123		E		4		0.97		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ389-E4_03		LIB-MJ389-E4_03.fastq.gz	22757572	16080910	16382028	266095	1022698	98	5352748	0	3436393372	3241803722	2993188859	2379634271	2325312214	2196518571	337039	151	151	148	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10896	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ379-D3		EXT00124		D		3		0		ILLUMINA-DNA-PREP.V2	LIB-MJ390-D3		LIB00124		D		3		0.77		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ390-D3_03		LIB-MJ390-D3_03.fastq.gz	56028038	39629306	40602674	794095	2243882	264	13181218	0	8460233738	8004779259	7425102956	5859825876	5736915593	5439060942	997137	151	151	148	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD11005	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ373-H11		EXT00118		H		11		10.21		ILLUMINA-DNA-PREP.V2	LIB-MJ384-H11		LIB00118		H		11		0.31		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ384-H11_01		LIB-MJ384-H11_01.fastq.gz	24069250	15370854	15745152	846013	1321410	6	7002682	0	3634456750	3398782722	3122728750	2248258378	2195779721	2072168719	1087729	151	151	146	146	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10992	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ378-E9		EXT00123		E		9		50.9		ILLUMINA-DNA-PREP.V2	LIB-MJ389-E9		LIB00123		E		9		0.4		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ389-E9_03		LIB-MJ389-E9_03.fastq.gz	26169644	17365754	17777858	532429	947946	106	7443734	0	3951616244	3744969222	3482614467	2535983512	2484632285	2359544774	667738	151	151	146	145	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD11048	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ374-G10		EXT00119		G		10		15.04		ILLUMINA-DNA-PREP.V2	LIB-MJ385-G10		LIB00119		G		10		0.38		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ385-G10_04		LIB-MJ385-G10_04.fastq.gz	28460650	20763302	21207184	403556	1015594	196	6237676	0	4297558150	4089594965	3799078950	3073380547	3008887350	2849871239	500695	151	151	148	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD11025	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ377-A9		EXT00122		A		9		41.9		ILLUMINA-DNA-PREP.V2	LIB-MJ388-A9		LIB00122		A		9		1.43		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ388-A9_02		LIB-MJ388-A9_02.fastq.gz	16530046	11823896	12028526	208757	669982	48	3831490	0	2496036946	2369290266	2200688107	1749097116	1713326119	1625434579	256078	151	151	148	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10998	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ376-C1		EXT00121		C		1		17.3		ILLUMINA-DNA-PREP.V2	LIB-MJ387-C1		LIB00121		C		1		0.38		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ387-C1_01		LIB-MJ387-C1_01.fastq.gz	17842796	10575750	10869988	574675	1018210	4	5954594	0	2694262196	2509972388	2299869124	1541861758	1504172344	1416779679	739893	151	151	146	145	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10972	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ373-H10		EXT00118		H		10		20.38		ILLUMINA-DNA-PREP.V2	LIB-MJ384-H10		LIB00118		H		10		0.43		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ384-H10_01		LIB-MJ384-H10_01.fastq.gz	29200694	17386572	17902782	1254010	1700546	10	9597356	0	4409304794	4105202265	3766567865	2516347024	2457830968	2320563313	1617357	151	151	144	144	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10982	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ370-D5		EXT00115		D		5		127.8		ILLUMINA-DNA-PREP.V2	LIB-MJ381-D5		LIB00115		D		5		1.11		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ381-D5_02		LIB-MJ381-D5_02.fastq.gz	44910028	31747366	32399036	815920	1908002	14	10602976	0	6781414228	6413449008	5931520384	4687219346	4585379485	4336699076	997594	151	151	147	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10991	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ369-F6		EXT00114		F		6		26.84		ILLUMINA-DNA-PREP.V2	LIB-MJ380-F6		LIB00114		F		6		0.26		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ380-F6_03		LIB-MJ380-F6_03.fastq.gz	38811398	28437338	29518740	637177	1473896	58	7818704	0	5860521098	5571837743	5185979310	4208747511	4125661729	3918552998	794399	151	151	148	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD10997	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ377-F8		EXT00122		F		8		25.31		ILLUMINA-DNA-PREP.V2	LIB-MJ388-F8		LIB00122		F		8		0.62		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ388-F8_02		LIB-MJ388-F8_02.fastq.gz	26695700	17765602	18127160	571248	1088356	52	7480132	0	4031050700	3828159222	3556605548	2595389686	2543147425	2413679703	693126	151	151	146	145	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10995	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ370-A8		EXT00115		A		8		12.73		ILLUMINA-DNA-PREP.V2	LIB-MJ381-A8		LIB00115		A		8		0.22		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ381-A8_02		LIB-MJ381-A8_02.fastq.gz	47070266	30166046	30927794	1233018	1757220	8	14385244	0	7107610166	6700900245	6207077247	4401110313	4309867921	4083765328	1505508	151	151	145	145	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD11069	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ378-E11		EXT00123		E		11		17.7		ILLUMINA-DNA-PREP.V2	LIB-MJ389-E11		LIB00123		E		11		0.33		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ389-E11_03		LIB-MJ389-E11_03.fastq.gz	30807550	21875354	22339862	369089	1395234	136	7072318	0	4651940050	4381777348	4047599642	3239350249	3166459711	2993463530	467852	151	151	148	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10980	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ377-B1		EXT00122		B		1		23.93		ILLUMINA-DNA-PREP.V2	LIB-MJ388-B1		LIB00122		B		1		0.5		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ388-B1_02		LIB-MJ388-B1_02.fastq.gz	14584992	9260736	9431286	275957	527336	30	4626340	0	2202333792	2090174452	1944607728	1345102754	1318470868	1252744238	334946	151	151	145	144	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD11070	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ371-B4		EXT00116		B		4		29.22		ILLUMINA-DNA-PREP.V2	LIB-MJ382-B4		LIB00116		B		4		0.58		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ382-B4_02		LIB-MJ382-B4_02.fastq.gz	39277526	27977616	28595532	598550	1395382	94	9286518	0	5930906426	5647531298	5262654375	4124575043	4044259362	3844109588	730719	151	151	147	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD11097	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ378-F8		EXT00123		F		8		68.33		ILLUMINA-DNA-PREP.V2	LIB-MJ389-F8		LIB00123		F		8		0.47		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ389-F8_03		LIB-MJ389-F8_03.fastq.gz	22325040	14283414	14529492	311906	1349122	74	6446352	0	3371081040	3147517379	2876135868	2100041255	2045641078	1921431081	391114	151	151	147	146	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD11098	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ369-A2		EXT00114		A		2		14.59		ILLUMINA-DNA-PREP.V2	LIB-MJ380-A2		LIB00114		A		2		0.3		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ380-A2_03		LIB-MJ380-A2_03.fastq.gz	34631702	25141642	26163216	729757	1117474	62	7350950	0	5229387002	4981771871	4645978488	3704261639	3633564748	3454739948	911927	151	151	147	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD10746	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ374-E2		EXT00119		E		2		30.23		ILLUMINA-DNA-PREP.V2	LIB-MJ385-E2		LIB00119		E		2		0.33		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ385-E2_04		LIB-MJ385-E2_04.fastq.gz	30956956	21273066	21729134	436809	1438192	168	7789462	0	4674500356	4414166610	4074610057	3140867891	3068915359	2897682044	540123	151	151	148	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD11071	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ372-F9		EXT00117		F		9		32.38		ILLUMINA-DNA-PREP.V2	LIB-MJ383-F9		LIB00117		F		9		0.48		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ383-F9_01		LIB-MJ383-F9_01.fastq.gz	50664968	36445334	37323516	910580	1796082	68	11545302	0	7650410168	7278158826	6775672433	5376872439	5269745052	5006246457	1129789	151	151	147	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD11061	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ374-F2		EXT00119		F		2		35.89		ILLUMINA-DNA-PREP.V2	LIB-MJ385-F2		LIB00119		F		2		0.32		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ385-F2_04		LIB-MJ385-F2_04.fastq.gz	33594854	23550094	24072866	468173	1401476	210	8120302	0	5072822954	4805191994	4452799874	3479710685	3404996043	3223944281	581019	151	151	147	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10973	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ373-B10		EXT00118		B		10		24.3		ILLUMINA-DNA-PREP.V2	LIB-MJ384-B10		LIB00118		B		10		0.55		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ384-B10_01		LIB-MJ384-B10_01.fastq.gz	21939204	14196342	14536490	694172	1204544	8	6198162	0	3312819804	3093743799	2836924826	2082770874	2031320207	1912298923	891025	151	151	146	146	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10988	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ372-H6		EXT00117		H		6		11.23		ILLUMINA-DNA-PREP.V2	LIB-MJ383-H6		LIB00117		H		6		0.26		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ383-H6_01		LIB-MJ383-H6_01.fastq.gz	57879028	43053468	44240960	864464	1812810	122	11825136	0	8739733228	8344661336	7800579104	6375361178	6256474497	5959403909	1086404	151	151	148	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD11094	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ376-H9		EXT00121		H		9		18.94		ILLUMINA-DNA-PREP.V2	LIB-MJ387-H9		LIB00121		H		9		0.46		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ387-H9_01		LIB-MJ387-H9_01.fastq.gz	19870184	12567300	12907920	560515	1095518	6	5866740	0	3000397784	2804348265	2570997198	1845501734	1800472984	1695334522	725861	151	151	146	146	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD11079	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ374-C8		EXT00119		C		8		88.68		ILLUMINA-DNA-PREP.V2	LIB-MJ385-C8		LIB00119		C		8		0.55		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ385-C8_04		LIB-MJ385-C8_04.fastq.gz	26378750	18575014	18902860	319789	1275252	130	6200508	0	3983191250	3758502426	3467548547	2750917940	2688021902	2538553950	399006	151	151	148	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD11039	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ369-A4		EXT00114		A		4		48.12		ILLUMINA-DNA-PREP.V2	LIB-MJ380-A4		LIB00114		A		4		0.57		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ380-A4_03		LIB-MJ380-A4_03.fastq.gz	29514182	20874372	21462966	523817	1388596	30	6662590	0	4456641482	4200332491	3880166293	3084473561	3017050667	2854118817	653773	151	151	148	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD11072	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ378-A8		EXT00123		A		8		19.28		ILLUMINA-DNA-PREP.V2	LIB-MJ389-A8		LIB00123		A		8		1.02		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ389-A8_03		LIB-MJ389-A8_03.fastq.gz	20210042	13961138	14220290	267215	973340	84	5016328	0	3051716342	2866147690	2641606222	2062204546	2014574276	1902542892	336860	151	151	148	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD11033	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ374-A6		EXT00119		A		6		25.19		ILLUMINA-DNA-PREP.V2	LIB-MJ385-A6		LIB00119		A		6		0.32		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ385-A6_04		LIB-MJ385-A6_04.fastq.gz	43320546	31169820	31977540	543139	1888492	292	9454222	0	6541402446	6202731865	5748107620	4620214644	4520771321	4279231259	674459	151	151	148	148	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD11049	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ373-B4		EXT00118		B		4		36.26		ILLUMINA-DNA-PREP.V2	LIB-MJ384-B4		LIB00118		B		4		0.72		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ384-B4_01		LIB-MJ384-B4_01.fastq.gz	36863304	22585384	23399376	1403033	1880948	6	11582974	0	5566358904	5206179022	4793173672	3279763369	3204670211	3027425719	1799459	151	151	145	145	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD11021	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ374-E10		EXT00119		E		10		31.41		ILLUMINA-DNA-PREP.V2	LIB-MJ385-E10		LIB00119		E		10		0.37		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ385-E10_04		LIB-MJ385-E10_04.fastq.gz	31265216	22061994	22455240	436220	1553432	194	7256350	0	4721047616	4453782739	4106661678	3266916524	3191878471	3012915396	537126	151	151	148	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD11023	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ378-H11		EXT00123		H		11		13.06		ILLUMINA-DNA-PREP.V2	LIB-MJ389-H11		LIB00123		H		11		0.68		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ389-H11_03		LIB-MJ389-H11_03.fastq.gz	24489306	16741302	17065838	316453	1273226	118	6150124	0	3697885206	3471613966	3196295280	2473733446	2415836117	2280387687	399456	151	151	148	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD11091	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ370-A7		EXT00115		A		7		27.43		ILLUMINA-DNA-PREP.V2	LIB-MJ381-A7		LIB00115		A		7		0.59		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ381-A7_02		LIB-MJ381-A7_02.fastq.gz	32799304	23568708	24012114	646150	1340166	12	7447012	0	4952694904	4695562806	4347010918	3482723999	3407461957	3223305177	788076	151	151	147	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD11073	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ369-F8		EXT00114		F		8		47.27		ILLUMINA-DNA-PREP.V2	LIB-MJ380-F8		LIB00114		F		8		0.51		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ380-F8_03		LIB-MJ380-F8_03.fastq.gz	28592232	20205608	20793036	403589	1380252	26	6418918	0	4317427032	4068932360	3743157439	2992193906	2920364487	2749827634	504333	151	151	148	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD11055	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ374-H9		EXT00119		H		9		35.45		ILLUMINA-DNA-PREP.V2	LIB-MJ385-H9		LIB00119		H		9		0.81		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ385-H9_04		LIB-MJ385-H9_04.fastq.gz	32859186	24200168	24654296	436649	1372316	200	6832374	0	4961737086	4706824737	4361878445	3593211119	3515768511	3327267808	538313	151	151	148	148	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD11096	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ370-F5		EXT00115		F		5		29.29		ILLUMINA-DNA-PREP.V2	LIB-MJ381-F5		LIB00115		F		5		0.49		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ381-F5_02		LIB-MJ381-F5_02.fastq.gz	36926728	25286532	25776460	895779	1206108	6	9944154	0	5575935928	5286754867	4894815332	3712398947	3629609592	3428217670	1107332	151	151	146	146	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10983	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ370-E4		EXT00115		E		4		30.05		ILLUMINA-DNA-PREP.V2	LIB-MJ381-E4		LIB00115		E		4		0.54		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ381-E4_02		LIB-MJ381-E4_02.fastq.gz	39928226	28072574	28672750	802188	1522256	16	9733204	0	6029162126	5716023964	5292933924	4137976699	4047465163	3826157081	990144	151	151	147	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD11075	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ372-H7		EXT00117		H		7		7.61		ILLUMINA-DNA-PREP.V2	LIB-MJ383-H7		LIB00117		H		7		0.25		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ383-H7_01		LIB-MJ383-H7_01.fastq.gz	67310550	48606772	50160906	1198606	2166218	104	14983322	0	10163893050	9699551577	9064634479	7169532999	7035497815	6699778979	1491127	151	151	147	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD10985	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ378-H9		EXT00123		H		9		20.48		ILLUMINA-DNA-PREP.V2	LIB-MJ389-H9		LIB00123		H		9		0.81		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ389-H9_03		LIB-MJ389-H9_03.fastq.gz	26069690	19234332	19626040	291805	1040804	128	5402718	0	3936523190	3728622385	3456587798	2854915335	2793903839	2646417648	369404	151	151	148	148	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD11018	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ374-F4		EXT00119		F		4		46.23		ILLUMINA-DNA-PREP.V2	LIB-MJ385-F4		LIB00119		F		4		0.41		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ385-F4_04		LIB-MJ385-F4_04.fastq.gz	41804734	28682744	29314708	653828	1692710	280	10797036	0	6312514834	5983086392	5548056179	4227369924	4137529838	3918985634	807413	151	151	147	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10751	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ372-H8		EXT00117		H		8		12.7		ILLUMINA-DNA-PREP.V2	LIB-MJ383-H8		LIB00117		H		8		0.42		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ383-H8_01		LIB-MJ383-H8_01.fastq.gz	77667468	58712974	60461556	1271693	2619584	154	14586174	0	11727787668	11194094616	10456832892	8706994470	8541345892	8129063403	1585827	151	151	148	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD10920	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ369-E2		EXT00114		E		2		24.13		ILLUMINA-DNA-PREP.V2	LIB-MJ380-E2		LIB00114		E		2		0.55		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ380-E2_03		LIB-MJ380-E2_03.fastq.gz	34483958	25077504	25948470	586830	1255118	46	7280324	0	5207077658	4938114275	4577324173	3711870813	3631765391	3436097651	737847	151	151	148	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10809	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ373-C5		EXT00118		C		5		17.88		ILLUMINA-DNA-PREP.V2	LIB-MJ384-C5		LIB00118		C		5		0.45		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ384-C5_01		LIB-MJ384-C5_01.fastq.gz	28355854	17619950	18061206	1303392	1019874	4	9274770	0	4281733954	4005502437	3688455984	2551482606	2490431527	2346728985	1705117	151	151	144	144	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10864	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ369-B1		EXT00114		B		1		9.18		ILLUMINA-DNA-PREP.V2	LIB-MJ380-B1		LIB00114		B		1		0.64		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ380-B1_03		LIB-MJ380-B1_03.fastq.gz	104460832	58330302	60533310	3770068	2382364	54	41545104	0	15773585632	14980378484	14022673372	8237559386	8108917456	7761150909	4705113	151	151	141	141	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10842	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ369-G8		EXT00114		G		8		8.39		ILLUMINA-DNA-PREP.V2	LIB-MJ380-G8		LIB00114		G		8		0.21		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ380-G8_03		LIB-MJ380-G8_03.fastq.gz	34739448	24735782	25580044	838424	1130772	42	8028590	0	5245656648	4968562327	4592959142	3647772685	3562529994	3358210688	1070169	151	151	147	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10923	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ372-C1		EXT00117		C		1		16.62		ILLUMINA-DNA-PREP.V2	LIB-MJ383-C1		LIB00117		C		1		0.35		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ383-C1_01		LIB-MJ383-C1_01.fastq.gz	44977610	31986202	32698882	740212	1645258	94	10633376	0	6791619110	6450101933	5999378539	4717902670	4621382085	4386521531	925894	151	151	147	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10885	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ369-B7		EXT00114		B		7		20.16		ILLUMINA-DNA-PREP.V2	LIB-MJ380-B7		LIB00114		B		7		0.44		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ380-B7_03		LIB-MJ380-B7_03.fastq.gz	26717076	19079702	19661752	483697	1181600	36	5873688	0	4034278476	3815706200	3529946305	2818561618	2757469493	2608489742	604834	151	151	148	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10742	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ374-H6		EXT00119		H		6		9.48		ILLUMINA-DNA-PREP.V2	LIB-MJ385-H6		LIB00119		H		6		0.27		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ385-H6_04		LIB-MJ385-H6_04.fastq.gz	34858724	25184996	25733106	566531	1419236	230	7706152	0	5263667324	4994885951	4633325537	3728742278	3649461719	3456113975	726765	151	151	148	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10723	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ373-H3		EXT00118		H		3		6.86		ILLUMINA-DNA-PREP.V2	LIB-MJ384-H3		LIB00118		H		3		0.22		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ384-H3_01		LIB-MJ384-H3_01.fastq.gz	32205820	19212504	19846982	1199935	1475868	2	10882968	0	4863078820	4540421645	4179931845	2797364580	2734570283	2583879281	1548050	151	151	145	145	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10927	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ374-C2		EXT00119		C		2		10.49		ILLUMINA-DNA-PREP.V2	LIB-MJ385-C2		LIB00119		C		2		0.12		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ385-C2_04		LIB-MJ385-C2_04.fastq.gz	14700742	9935752	10135600	274157	571368	102	3993672	0	2219812042	2105546252	1953562685	1456706476	1425912610	1350840509	340962	151	151	146	146	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10812	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ372-A10		EXT00117		A		10		12.95		ILLUMINA-DNA-PREP.V2	LIB-MJ383-A10		LIB00117		A		10		0.62		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ383-A10_01		LIB-MJ383-A10_01.fastq.gz	53839680	41436486	42558184	866533	1371888	110	9909498	0	8129791680	7800661998	7329803534	6133977631	6028955822	5759202476	1076382	151	151	148	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD10726	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ370-C11		EXT00115		C		11		19.31		ILLUMINA-DNA-PREP.V2	LIB-MJ381-C11		LIB00115		C		11		0.3		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ381-C11_02		LIB-MJ381-C11_02.fastq.gz	44560862	31889860	32703398	941560	1626548	12	10230904	0	6728690162	6401199581	5951680433	4694004017	4600070804	4364645307	1156231	151	151	147	147	1	0.9	1	0.9	0	0.6	0.6	151
