fieldsample_barcode,extraction_id,original_extraction_id,extractionplate_id,extraction_row,extraction_col,extraction_conc,extraction_method,library_id,libraryplate_id,library_row,library_conc,library_method,seq_id
MFD02283,EXT-MJ100-D4,EXT-MJ100-D4,EXT00018,D,4,29.4,PowerSoil-Pro-HT,LIB-MJ110-D4,LIB00018,D,0.66,ILLUMINA-DNA-PREP.V2,LIB-MJ110-D4_04
MFD00581,EXT-MJ100-D5,EXT-MJ100-D5,EXT00018,D,5,19.55,PowerSoil-Pro-HT,LIB-MJ110-D5,LIB00018,D,0.43,ILLUMINA-DNA-PREP.V2,LIB-MJ110-D5_04
MFD00585,EXT-MJ100-D6,EXT-MJ100-D6,EXT00018,D,6,7.76,PowerSoil-Pro-HT,LIB-MJ110-D6,LIB00018,D,0.1,ILLUMINA-DNA-PREP.V2,LIB-MJ110-D6_04
MFD01138,EXT-MJ100-D7,EXT-MJ100-D7,EXT00018,D,7,4.21,PowerSoil-Pro-HT,LIB-MJ110-D7,LIB00018,D,-0.02,ILLUMINA-DNA-PREP.V2,LIB-MJ110-D7_04
MFD02335,EXT-MJ100-D8,EXT-MJ100-D8,EXT00018,D,8,2.26,PowerSoil-Pro-HT,LIB-MJ110-D8,LIB00018,D,-0.03,ILLUMINA-DNA-PREP.V2,LIB-MJ110-D8_04
MFD02825,EXT-MJ100-D9,EXT-MJ100-D9,EXT00018,D,9,16.64,PowerSoil-Pro-HT,LIB-MJ110-D9,LIB00018,D,0.37,ILLUMINA-DNA-PREP.V2,LIB-MJ110-D9_04
MFD00627,EXT-MJ100-E1,EXT-MJ100-E1,EXT00018,E,1,18.96,PowerSoil-Pro-HT,LIB-MJ110-E1,LIB00018,E,-0.02,ILLUMINA-DNA-PREP.V2,LIB-MJ110-E1_04
MFD01003,EXT-MJ100-E10,EXT-MJ100-E10,EXT00018,E,10,0.24,PowerSoil-Pro-HT,LIB-MJ110-E10,LIB00018,E,-0.02,ILLUMINA-DNA-PREP.V2,LIB-MJ110-E10_04
MFD01217,EXT-MJ100-E11,EXT-MJ100-E11,EXT00018,E,11,1.25,PowerSoil-Pro-HT,LIB-MJ110-E11,LIB00018,E,-0.09,ILLUMINA-DNA-PREP.V2,LIB-MJ110-E11_04
MFD01558,EXT-MJ100-E2,EXT-MJ100-E2,EXT00018,E,2,8.55,PowerSoil-Pro-HT,LIB-MJ110-E2,LIB00018,E,0.1,ILLUMINA-DNA-PREP.V2,LIB-MJ110-E2_04
MFD01538,EXT-MJ100-E3,EXT-MJ100-E3,EXT00018,E,3,18.53,PowerSoil-Pro-HT,LIB-MJ110-E3,LIB00018,E,0.42,ILLUMINA-DNA-PREP.V2,LIB-MJ110-E3_04
MFD02334,EXT-MJ100-E4,EXT-MJ100-E4,EXT00018,E,4,10.08,PowerSoil-Pro-HT,LIB-MJ110-E4,LIB00018,E,0.18,ILLUMINA-DNA-PREP.V2,LIB-MJ110-E4_04
MFD00994,EXT-MJ100-E5,EXT-MJ100-E5,EXT00018,E,5,9.87,PowerSoil-Pro-HT,LIB-MJ110-E5,LIB00018,E,0.16,ILLUMINA-DNA-PREP.V2,LIB-MJ110-E5_04
MFD02812,EXT-MJ100-E6,EXT-MJ100-E6,EXT00018,E,6,16.54,PowerSoil-Pro-HT,LIB-MJ110-E6,LIB00018,E,0.37,ILLUMINA-DNA-PREP.V2,LIB-MJ110-E6_04
MFD00992,EXT-MJ100-E7,EXT-MJ100-E7,EXT00018,E,7,5.52,PowerSoil-Pro-HT,LIB-MJ110-E7,LIB00018,E,-0.02,ILLUMINA-DNA-PREP.V2,LIB-MJ110-E7_04
MFD01143,EXT-MJ100-E8,EXT-MJ100-E8,EXT00018,E,8,0.24,PowerSoil-Pro-HT,LIB-MJ110-E8,LIB00018,E,-0.04,ILLUMINA-DNA-PREP.V2,LIB-MJ110-E8_04
MFD01004,EXT-MJ100-E9,EXT-MJ100-E9,EXT00018,E,9,0.44,PowerSoil-Pro-HT,LIB-MJ110-E9,LIB00018,E,-0.1,ILLUMINA-DNA-PREP.V2,LIB-MJ110-E9_04
MFD02015,EXT-MJ100-F1,EXT-MJ100-F1,EXT00018,F,1,15.49,PowerSoil-Pro-HT,LIB-MJ110-F1,LIB00018,F,-0.06,ILLUMINA-DNA-PREP.V2,LIB-MJ110-F1_04
MFD00906,EXT-MJ100-F11,EXT-MJ100-F11,EXT00018,F,11,5.72,PowerSoil-Pro-HT,LIB-MJ110-F11,LIB00018,F,0.05,ILLUMINA-DNA-PREP.V2,LIB-MJ110-F11_04
MFD01068,EXT-MJ100-F2,EXT-MJ100-F2,EXT00018,F,2,10.15,PowerSoil-Pro-HT,LIB-MJ110-F2,LIB00018,F,0.14,ILLUMINA-DNA-PREP.V2,LIB-MJ110-F2_04
MFD01160,EXT-MJ100-F4,EXT-MJ100-F4,EXT00018,F,4,18.28,PowerSoil-Pro-HT,LIB-MJ110-F4,LIB00018,F,0.27,ILLUMINA-DNA-PREP.V2,LIB-MJ110-F4_04
MFD00935,EXT-MJ100-F5,EXT-MJ100-F5,EXT00018,F,5,7.54,PowerSoil-Pro-HT,LIB-MJ110-F5,LIB00018,F,0.19,ILLUMINA-DNA-PREP.V2,LIB-MJ110-F5_04
MFD00721,EXT-MJ100-F6,EXT-MJ100-F6,EXT00018,F,6,21.8,PowerSoil-Pro-HT,LIB-MJ110-F6,LIB00018,F,0.44,ILLUMINA-DNA-PREP.V2,LIB-MJ110-F6_04
MFD00957,EXT-MJ100-F7,EXT-MJ100-F7,EXT00018,F,7,12.61,PowerSoil-Pro-HT,LIB-MJ110-F7,LIB00018,F,0.23,ILLUMINA-DNA-PREP.V2,LIB-MJ110-F7_04
MFD03860,EXT-MJ100-F8,EXT-MJ100-F8,EXT00018,F,8,29.28,PowerSoil-Pro-HT,LIB-MJ110-F8,LIB00018,F,0.25,ILLUMINA-DNA-PREP.V2,LIB-MJ110-F8_04
MFD00737,EXT-MJ100-F9,EXT-MJ100-F9,EXT00018,F,9,51.98,PowerSoil-Pro-HT,LIB-MJ110-F9,LIB00018,F,0.69,ILLUMINA-DNA-PREP.V2,LIB-MJ110-F9_04
MFD02752,EXT-MJ100-G1,EXT-MJ100-G1,EXT00018,G,1,12.7,PowerSoil-Pro-HT,LIB-MJ110-G1,LIB00018,G,-0.12,ILLUMINA-DNA-PREP.V2,LIB-MJ110-G1_04
MFD02783,EXT-MJ100-G10,EXT-MJ100-G10,EXT00018,G,10,2.47,PowerSoil-Pro-HT,LIB-MJ110-G10,LIB00018,G,-0.04,ILLUMINA-DNA-PREP.V2,LIB-MJ110-G10_04
MFD02819,EXT-MJ100-G11,EXT-MJ100-G11,EXT00018,G,11,15.54,PowerSoil-Pro-HT,LIB-MJ110-G11,LIB00018,G,0.17,ILLUMINA-DNA-PREP.V2,LIB-MJ110-G11_04
MFD01055,EXT-MJ100-G2,EXT-MJ100-G2,EXT00018,G,2,44.58,PowerSoil-Pro-HT,LIB-MJ110-G2,LIB00018,G,0.24,ILLUMINA-DNA-PREP.V2,LIB-MJ110-G2_04
MFD02762,EXT-MJ100-G3,EXT-MJ100-G3,EXT00018,G,3,4.02,PowerSoil-Pro-HT,LIB-MJ110-G3,LIB00018,G,0.01,ILLUMINA-DNA-PREP.V2,LIB-MJ110-G3_04
MFD03848,EXT-MJ100-G4,EXT-MJ100-G4,EXT00018,G,4,0.31,PowerSoil-Pro-HT,LIB-MJ110-G4,LIB00018,G,-0.14,ILLUMINA-DNA-PREP.V2,LIB-MJ110-G4_04
MFD01015,EXT-MJ100-G5,EXT-MJ100-G5,EXT00018,G,5,5.15,PowerSoil-Pro-HT,LIB-MJ110-G5,LIB00018,G,0.07,ILLUMINA-DNA-PREP.V2,LIB-MJ110-G5_04
MFD01278,EXT-MJ100-G6,EXT-MJ100-G6,EXT00018,G,6,23.49,PowerSoil-Pro-HT,LIB-MJ110-G6,LIB00018,G,0.25,ILLUMINA-DNA-PREP.V2,LIB-MJ110-G6_04
MFD01043,EXT-MJ100-G7,EXT-MJ100-G7,EXT00018,G,7,1.3,PowerSoil-Pro-HT,LIB-MJ110-G7,LIB00018,G,-0.09,ILLUMINA-DNA-PREP.V2,LIB-MJ110-G7_04
MFD02281,EXT-MJ100-G8,EXT-MJ100-G8,EXT00018,G,8,1.68,PowerSoil-Pro-HT,LIB-MJ110-G8,LIB00018,G,-0.07,ILLUMINA-DNA-PREP.V2,LIB-MJ110-G8_04
MFD01011,EXT-MJ100-G9,EXT-MJ100-G9,EXT00018,G,9,14.42,PowerSoil-Pro-HT,LIB-MJ110-G9,LIB00018,G,0.21,ILLUMINA-DNA-PREP.V2,LIB-MJ110-G9_04
MFD00866,EXT-MJ100-H1,EXT-MJ100-H1,EXT00018,H,1,0,PowerSoil-Pro-HT,LIB-MJ110-H1,LIB00018,H,-0.16,ILLUMINA-DNA-PREP.V2,LIB-MJ110-H1_04
MFD02320,EXT-MJ100-H10,EXT-MJ100-H10,EXT00018,H,10,4.38,PowerSoil-Pro-HT,LIB-MJ110-H10,LIB00018,H,0.02,ILLUMINA-DNA-PREP.V2,LIB-MJ110-H10_04
MFD01273,EXT-MJ100-H11,EXT-MJ100-H11,EXT00018,H,11,0.01,PowerSoil-Pro-HT,LIB-MJ110-H11,LIB00018,H,-0.12,ILLUMINA-DNA-PREP.V2,LIB-MJ110-H11_04
MFD03850,EXT-MJ100-H2,EXT-MJ100-H2,EXT00018,H,2,0.69,PowerSoil-Pro-HT,LIB-MJ110-H2,LIB00018,H,-0.02,ILLUMINA-DNA-PREP.V2,LIB-MJ110-H2_04
MFD02814,EXT-MJ100-H3,EXT-MJ100-H3,EXT00018,H,3,12.44,PowerSoil-Pro-HT,LIB-MJ110-H3,LIB00018,H,0.12,ILLUMINA-DNA-PREP.V2,LIB-MJ110-H3_04
MFD02861,EXT-MJ100-H4,EXT-MJ100-H4,EXT00018,H,4,23.41,PowerSoil-Pro-HT,LIB-MJ110-H4,LIB00018,H,0.14,ILLUMINA-DNA-PREP.V2,LIB-MJ110-H4_04
MFD01095,EXT-MJ100-H5,EXT-MJ100-H5,EXT00018,H,5,1.73,PowerSoil-Pro-HT,LIB-MJ110-H5,LIB00018,H,-0.08,ILLUMINA-DNA-PREP.V2,LIB-MJ110-H5_04
MFD01274,EXT-MJ100-H6,EXT-MJ100-H6,EXT00018,H,6,29.18,PowerSoil-Pro-HT,LIB-MJ110-H6,LIB00018,H,0.47,ILLUMINA-DNA-PREP.V2,LIB-MJ110-H6_04
MFD01641,EXT-MJ100-H7,EXT-MJ100-H7,EXT00018,H,7,21.44,PowerSoil-Pro-HT,LIB-MJ110-H7,LIB00018,H,0.25,ILLUMINA-DNA-PREP.V2,LIB-MJ110-H7_04
MFD02857,EXT-MJ100-H8,EXT-MJ100-H8,EXT00018,H,8,8.26,PowerSoil-Pro-HT,LIB-MJ110-H8,LIB00018,H,0.05,ILLUMINA-DNA-PREP.V2,LIB-MJ110-H8_04
MFD02771,EXT-MJ100-H9,EXT-MJ100-H9,EXT00018,H,9,1.66,PowerSoil-Pro-HT,LIB-MJ110-H9,LIB00018,H,-0.07,ILLUMINA-DNA-PREP.V2,LIB-MJ110-H9_04
MFD01625,EXT-MJ111-A1,EXT-MJ111-A1,EXT00019,A,1,42.02,PowerSoil-Pro-HT,LIB-MJ129-A1,LIB00019,A,0.95,ILLUMINA-DNA-PREP.V2,LIB-MJ129-A1_02
MFD01592,EXT-MJ111-A10,EXT-MJ111-A10,EXT00019,A,10,2.27,PowerSoil-Pro-HT,LIB-MJ129-A10,LIB00019,A,0.64,ILLUMINA-DNA-PREP.V2,LIB-MJ129-A10_02
MFD01652,EXT-MJ111-A11,EXT-MJ111-A11,EXT00019,A,11,6.5,PowerSoil-Pro-HT,LIB-MJ129-A11,LIB00019,A,0.92,ILLUMINA-DNA-PREP.V2,LIB-MJ129-A11_02
MFD02388,EXT-MJ111-A12,EXT-MJ111-A12,EXT00019,A,12,4.8,PowerSoil-Pro-HT,LIB-MJ129-A12,LIB00019,A,0.07,ILLUMINA-DNA-PREP.V2,LIB-MJ129-A12_02
MFD02777,EXT-MJ111-A2,EXT-MJ111-A2,EXT00019,A,2,4.7,PowerSoil-Pro-HT,LIB-MJ129-A2,LIB00019,A,0.88,ILLUMINA-DNA-PREP.V2,LIB-MJ129-A2_02
MFD00591,EXT-MJ111-A3,EXT-MJ111-A3,EXT00019,A,3,60.06,PowerSoil-Pro-HT,LIB-MJ129-A3,LIB00019,A,1.99,ILLUMINA-DNA-PREP.V2,LIB-MJ129-A3_02
MFD01659,EXT-MJ111-A4,EXT-MJ111-A4,EXT00019,A,4,66.27,PowerSoil-Pro-HT,LIB-MJ129-A4,LIB00019,A,2.7,ILLUMINA-DNA-PREP.V2,LIB-MJ129-A4_02
MFD02716,EXT-MJ111-A5,EXT-MJ111-A5,EXT00019,A,5,61,PowerSoil-Pro-HT,LIB-MJ129-A5,LIB00019,A,1.91,ILLUMINA-DNA-PREP.V2,LIB-MJ129-A5_02
MFD00883,EXT-MJ111-A6,EXT-MJ111-A6,EXT00019,A,6,40.91,PowerSoil-Pro-HT,LIB-MJ129-A6,LIB00019,A,1.98,ILLUMINA-DNA-PREP.V2,LIB-MJ129-A6_02
MFD03666,EXT-MJ111-A7,EXT-MJ111-A7,EXT00019,A,7,32.48,PowerSoil-Pro-HT,LIB-MJ129-A7,LIB00019,A,3.04,ILLUMINA-DNA-PREP.V2,LIB-MJ129-A7_02
MFD02737,EXT-MJ111-A8,EXT-MJ111-A8,EXT00019,A,8,2.38,PowerSoil-Pro-HT,LIB-MJ129-A8,LIB00019,A,0.6,ILLUMINA-DNA-PREP.V2,LIB-MJ129-A8_02
MFD03734,EXT-MJ111-A9,EXT-MJ111-A9,EXT00019,A,9,41.45,PowerSoil-Pro-HT,LIB-MJ129-A9,LIB00019,A,2.19,ILLUMINA-DNA-PREP.V2,LIB-MJ129-A9_02
MFD01561,EXT-MJ111-B1,EXT-MJ111-B1,EXT00019,B,1,6.2,PowerSoil-Pro-HT,LIB-MJ129-B1,LIB00019,B,1.79,ILLUMINA-DNA-PREP.V2,LIB-MJ129-B1_02
MFD00878,EXT-MJ111-B10,EXT-MJ111-B10,EXT00019,B,10,56.81,PowerSoil-Pro-HT,LIB-MJ129-B10,LIB00019,B,2.21,ILLUMINA-DNA-PREP.V2,LIB-MJ129-B10_02
MFD00944,EXT-MJ111-B11,EXT-MJ111-B11,EXT00019,B,11,18.07,PowerSoil-Pro-HT,LIB-MJ129-B11,LIB00019,B,0.32,ILLUMINA-DNA-PREP.V2,LIB-MJ129-B11_02
MFD03897,EXT-MJ111-B12,EXT-MJ111-B12,EXT00019,B,12,57.94,PowerSoil-Pro-HT,LIB-MJ129-B12,LIB00019,B,0.06,ILLUMINA-DNA-PREP.V2,LIB-MJ129-B12_02
MFD02465,EXT-MJ111-B2,EXT-MJ111-B2,EXT00019,B,2,26.28,PowerSoil-Pro-HT,LIB-MJ129-B2,LIB00019,B,0.68,ILLUMINA-DNA-PREP.V2,LIB-MJ129-B2_02
MFD00901,EXT-MJ111-B3,EXT-MJ111-B3,EXT00019,B,3,67.2,PowerSoil-Pro-HT,LIB-MJ129-B3,LIB00019,B,1.7,ILLUMINA-DNA-PREP.V2,LIB-MJ129-B3_02
MFD03609,EXT-MJ111-B4,EXT-MJ111-B4,EXT00019,B,4,66.59,PowerSoil-Pro-HT,LIB-MJ129-B4,LIB00019,B,2.69,ILLUMINA-DNA-PREP.V2,LIB-MJ129-B4_02
MFD00898,EXT-MJ111-B5,EXT-MJ111-B5,EXT00019,B,5,69.34,PowerSoil-Pro-HT,LIB-MJ129-B5,LIB00019,B,1.97,ILLUMINA-DNA-PREP.V2,LIB-MJ129-B5_02
MFD02734,EXT-MJ111-B6,EXT-MJ111-B6,EXT00019,B,6,62.01,PowerSoil-Pro-HT,LIB-MJ129-B6,LIB00019,B,2.54,ILLUMINA-DNA-PREP.V2,LIB-MJ129-B6_02
MFD00930,EXT-MJ111-B7,EXT-MJ111-B7,EXT00019,B,7,31.5,PowerSoil-Pro-HT,LIB-MJ129-B7,LIB00019,B,1.88,ILLUMINA-DNA-PREP.V2,LIB-MJ129-B7_02
MFD01128,EXT-MJ111-B8,EXT-MJ111-B8,EXT00019,B,8,3.46,PowerSoil-Pro-HT,LIB-MJ129-B8,LIB00019,B,0.67,ILLUMINA-DNA-PREP.V2,LIB-MJ129-B8_02
MFD02922,EXT-MJ111-B9,EXT-MJ111-B9,EXT00019,B,9,57.17,PowerSoil-Pro-HT,LIB-MJ129-B9,LIB00019,B,3.08,ILLUMINA-DNA-PREP.V2,LIB-MJ129-B9_02
MFD02959,EXT-MJ111-C1,EXT-MJ111-C1,EXT00019,C,1,26.39,PowerSoil-Pro-HT,LIB-MJ129-C1,LIB00019,C,2.84,ILLUMINA-DNA-PREP.V2,LIB-MJ129-C1_02
MFD03923,EXT-MJ111-C11,EXT-MJ111-C11,EXT00019,C,11,37.86,PowerSoil-Pro-HT,LIB-MJ129-C11,LIB00019,C,3.59,ILLUMINA-DNA-PREP.V2,LIB-MJ129-C11_02
MFD02890,EXT-MJ111-C12,EXT-MJ111-C12,EXT00019,C,12,59.69,PowerSoil-Pro-HT,LIB-MJ129-C12,LIB00019,C,0.98,ILLUMINA-DNA-PREP.V2,LIB-MJ129-C12_02
MFD03714,EXT-MJ111-C2,EXT-MJ111-C2,EXT00019,C,2,71.58,PowerSoil-Pro-HT,LIB-MJ129-C2,LIB00019,C,2.96,ILLUMINA-DNA-PREP.V2,LIB-MJ129-C2_02
MFD03642,EXT-MJ111-C4,EXT-MJ111-C4,EXT00019,C,4,18.34,PowerSoil-Pro-HT,LIB-MJ129-C4,LIB00019,C,2.85,ILLUMINA-DNA-PREP.V2,LIB-MJ129-C4_02
MFD03626,EXT-MJ111-C5,EXT-MJ111-C5,EXT00019,C,5,0,PowerSoil-Pro-HT,LIB-MJ129-C5,LIB00019,C,0.01,ILLUMINA-DNA-PREP.V2,LIB-MJ129-C5_02
MFD02732,EXT-MJ111-C6,EXT-MJ111-C6,EXT00019,C,6,59.21,PowerSoil-Pro-HT,LIB-MJ129-C6,LIB00019,C,3.07,ILLUMINA-DNA-PREP.V2,LIB-MJ129-C6_02
MFD00958,EXT-MJ111-C7,EXT-MJ111-C7,EXT00019,C,7,68.47,PowerSoil-Pro-HT,LIB-MJ129-C7,LIB00019,C,4.21,ILLUMINA-DNA-PREP.V2,LIB-MJ129-C7_02
MFD01041,EXT-MJ111-C8,EXT-MJ111-C8,EXT00019,C,8,118.83,PowerSoil-Pro-HT,LIB-MJ129-C8,LIB00019,C,3.65,ILLUMINA-DNA-PREP.V2,LIB-MJ129-C8_02
MFD01597,EXT-MJ111-C9,EXT-MJ111-C9,EXT00019,C,9,35.88,PowerSoil-Pro-HT,LIB-MJ129-C9,LIB00019,C,2.99,ILLUMINA-DNA-PREP.V2,LIB-MJ129-C9_02
MFD02494,EXT-MJ111-D1,EXT-MJ111-D1,EXT00019,D,1,51.49,PowerSoil-Pro-HT,LIB-MJ129-D1,LIB00019,D,2.12,ILLUMINA-DNA-PREP.V2,LIB-MJ129-D1_02
MFD02759,EXT-MJ111-D10,EXT-MJ111-D10,EXT00019,D,10,29.34,PowerSoil-Pro-HT,LIB-MJ129-D10,LIB00019,D,2.21,ILLUMINA-DNA-PREP.V2,LIB-MJ129-D10_02
MFD01586,EXT-MJ111-D11,EXT-MJ111-D11,EXT00019,D,11,4.71,PowerSoil-Pro-HT,LIB-MJ129-D11,LIB00019,D,1.04,ILLUMINA-DNA-PREP.V2,LIB-MJ129-D11_02
MFD03965,EXT-MJ111-D2,EXT-MJ111-D2,EXT00019,D,2,11.18,PowerSoil-Pro-HT,LIB-MJ129-D2,LIB00019,D,2.14,ILLUMINA-DNA-PREP.V2,LIB-MJ129-D2_02
MFD03733,EXT-MJ111-D3,EXT-MJ111-D3,EXT00019,D,3,2.39,PowerSoil-Pro-HT,LIB-MJ129-D3,LIB00019,D,1.3,ILLUMINA-DNA-PREP.V2,LIB-MJ129-D3_02
MFD01553,EXT-MJ111-D4,EXT-MJ111-D4,EXT00019,D,4,4.15,PowerSoil-Pro-HT,LIB-MJ129-D4,LIB00019,D,1.06,ILLUMINA-DNA-PREP.V2,LIB-MJ129-D4_02
MFD02582,EXT-MJ111-D5,EXT-MJ111-D5,EXT00019,D,5,2.97,PowerSoil-Pro-HT,LIB-MJ129-D5,LIB00019,D,1.2,ILLUMINA-DNA-PREP.V2,LIB-MJ129-D5_02
MFD00775,EXT-MJ111-D6,EXT-MJ111-D6,EXT00019,D,6,87.41,PowerSoil-Pro-HT,LIB-MJ129-D6,LIB00019,D,4.04,ILLUMINA-DNA-PREP.V2,LIB-MJ129-D6_02
MFD02567,EXT-MJ111-D7,EXT-MJ111-D7,EXT00019,D,7,3.47,PowerSoil-Pro-HT,LIB-MJ129-D7,LIB00019,D,1.2,ILLUMINA-DNA-PREP.V2,LIB-MJ129-D7_02
MFD01000,EXT-MJ111-D8,EXT-MJ111-D8,EXT00019,D,8,41.9,PowerSoil-Pro-HT,LIB-MJ129-D8,LIB00019,D,3.73,ILLUMINA-DNA-PREP.V2,LIB-MJ129-D8_02
MFD02560,EXT-MJ111-D9,EXT-MJ111-D9,EXT00019,D,9,37.16,PowerSoil-Pro-HT,LIB-MJ129-D9,LIB00019,D,2.54,ILLUMINA-DNA-PREP.V2,LIB-MJ129-D9_02
MFD02154,EXT-MJ111-E1,EXT-MJ111-E1,EXT00019,E,1,71.22,PowerSoil-Pro-HT,LIB-MJ129-E1,LIB00019,E,3.68,ILLUMINA-DNA-PREP.V2,LIB-MJ129-E1_02
MFD01681,EXT-MJ111-E10,EXT-MJ111-E10,EXT00019,E,10,4.45,PowerSoil-Pro-HT,LIB-MJ129-E10,LIB00019,E,2.34,ILLUMINA-DNA-PREP.V2,LIB-MJ129-E10_02
MFD02760,EXT-MJ111-E11,EXT-MJ111-E11,EXT00019,E,11,20.41,PowerSoil-Pro-HT,LIB-MJ129-E11,LIB00019,E,3.31,ILLUMINA-DNA-PREP.V2,LIB-MJ129-E11_02
MFD02798,EXT-MJ111-E2,EXT-MJ111-E2,EXT00019,E,2,26.81,PowerSoil-Pro-HT,LIB-MJ129-E2,LIB00019,E,2.75,ILLUMINA-DNA-PREP.V2,LIB-MJ129-E2_02
MFD02157,EXT-MJ111-E3,EXT-MJ111-E3,EXT00019,E,3,48.6,PowerSoil-Pro-HT,LIB-MJ129-E3,LIB00019,E,3.74,ILLUMINA-DNA-PREP.V2,LIB-MJ129-E3_02
MFD00907,EXT-MJ111-E4,EXT-MJ111-E4,EXT00019,E,4,80.25,PowerSoil-Pro-HT,LIB-MJ129-E4,LIB00019,E,3.87,ILLUMINA-DNA-PREP.V2,LIB-MJ129-E4_02
MFD00678,EXT-MJ111-E5,EXT-MJ111-E5,EXT00019,E,5,140.36,PowerSoil-Pro-HT,LIB-MJ129-E5,LIB00019,E,3.89,ILLUMINA-DNA-PREP.V2,LIB-MJ129-E5_02
MFD03728,EXT-MJ111-E6,EXT-MJ111-E6,EXT00019,E,6,64.95,PowerSoil-Pro-HT,LIB-MJ129-E6,LIB00019,E,3.15,ILLUMINA-DNA-PREP.V2,LIB-MJ129-E6_02
MFD03651,EXT-MJ111-E7,EXT-MJ111-E7,EXT00019,E,7,52.07,PowerSoil-Pro-HT,LIB-MJ129-E7,LIB00019,E,3.53,ILLUMINA-DNA-PREP.V2,LIB-MJ129-E7_02
MFD01663,EXT-MJ111-E8,EXT-MJ111-E8,EXT00019,E,8,91.01,PowerSoil-Pro-HT,LIB-MJ129-E8,LIB00019,E,4.83,ILLUMINA-DNA-PREP.V2,LIB-MJ129-E8_02
MFD01556,EXT-MJ111-E9,EXT-MJ111-E9,EXT00019,E,9,78.89,PowerSoil-Pro-HT,LIB-MJ129-E9,LIB00019,E,2.58,ILLUMINA-DNA-PREP.V2,LIB-MJ129-E9_02
MFD01694,EXT-MJ111-F1,EXT-MJ111-F1,EXT00019,F,1,4.07,PowerSoil-Pro-HT,LIB-MJ129-F1,LIB00019,F,1.21,ILLUMINA-DNA-PREP.V2,LIB-MJ129-F1_02
MFD02725,EXT-MJ111-F11,EXT-MJ111-F11,EXT00019,F,11,2.9,PowerSoil-Pro-HT,LIB-MJ129-F11,LIB00019,F,0.84,ILLUMINA-DNA-PREP.V2,LIB-MJ129-F11_02
MFD02758,EXT-MJ111-F2,EXT-MJ111-F2,EXT00019,F,2,50.96,PowerSoil-Pro-HT,LIB-MJ129-F2,LIB00019,F,3.23,ILLUMINA-DNA-PREP.V2,LIB-MJ129-F2_02
MFD00642,EXT-MJ111-F4,EXT-MJ111-F4,EXT00019,F,4,45.72,PowerSoil-Pro-HT,LIB-MJ129-F4,LIB00019,F,4.19,ILLUMINA-DNA-PREP.V2,LIB-MJ129-F4_02
MFD02727,EXT-MJ111-F5,EXT-MJ111-F5,EXT00019,F,5,64.28,PowerSoil-Pro-HT,LIB-MJ129-F5,LIB00019,F,4.44,ILLUMINA-DNA-PREP.V2,LIB-MJ129-F5_02
MFD02201,EXT-MJ111-F6,EXT-MJ111-F6,EXT00019,F,6,40.44,PowerSoil-Pro-HT,LIB-MJ129-F6,LIB00019,F,2.98,ILLUMINA-DNA-PREP.V2,LIB-MJ129-F6_02
MFD01691,EXT-MJ111-F7,EXT-MJ111-F7,EXT00019,F,7,79,PowerSoil-Pro-HT,LIB-MJ129-F7,LIB00019,F,2.49,ILLUMINA-DNA-PREP.V2,LIB-MJ129-F7_02
MFD03959,EXT-MJ111-F8,EXT-MJ111-F8,EXT00019,F,8,4.62,PowerSoil-Pro-HT,LIB-MJ129-F8,LIB00019,F,1.23,ILLUMINA-DNA-PREP.V2,LIB-MJ129-F8_02
MFD01345,EXT-MJ111-F9,EXT-MJ111-F9,EXT00019,F,9,60.27,PowerSoil-Pro-HT,LIB-MJ129-F9,LIB00019,F,3.76,ILLUMINA-DNA-PREP.V2,LIB-MJ129-F9_02
MFD00683,EXT-MJ111-G1,EXT-MJ111-G1,EXT00019,G,1,18.13,PowerSoil-Pro-HT,LIB-MJ129-G1,LIB00019,G,1.18,ILLUMINA-DNA-PREP.V2,LIB-MJ129-G1_02
MFD01576,EXT-MJ111-G10,EXT-MJ111-G10,EXT00019,G,10,2.13,PowerSoil-Pro-HT,LIB-MJ129-G10,LIB00019,G,0.82,ILLUMINA-DNA-PREP.V2,LIB-MJ129-G10_02
MFD03731,EXT-MJ111-G11,EXT-MJ111-G11,EXT00019,G,11,0.2,PowerSoil-Pro-HT,LIB-MJ129-G11,LIB00019,G,1.47,ILLUMINA-DNA-PREP.V2,LIB-MJ129-G11_02
MFD01537,EXT-MJ111-G2,EXT-MJ111-G2,EXT00019,G,2,46.04,PowerSoil-Pro-HT,LIB-MJ129-G2,LIB00019,G,2.27,ILLUMINA-DNA-PREP.V2,LIB-MJ129-G2_02
MFD02885,EXT-MJ111-G3,EXT-MJ111-G3,EXT00019,G,3,52.4,PowerSoil-Pro-HT,LIB-MJ129-G3,LIB00019,G,3.27,ILLUMINA-DNA-PREP.V2,LIB-MJ129-G3_02
MFD02914,EXT-MJ111-G4,EXT-MJ111-G4,EXT00019,G,4,50.78,PowerSoil-Pro-HT,LIB-MJ129-G4,LIB00019,G,4.52,ILLUMINA-DNA-PREP.V2,LIB-MJ129-G4_02
MFD03940,EXT-MJ111-G5,EXT-MJ111-G5,EXT00019,G,5,25.04,PowerSoil-Pro-HT,LIB-MJ129-G5,LIB00019,G,2.71,ILLUMINA-DNA-PREP.V2,LIB-MJ129-G5_02
