fieldsample_barcode,extraction_id,original_extraction_id,extractionplate_id,extraction_row,extraction_col,extraction_conc,extraction_method,library_id,libraryplate_id,library_row,library_conc,library_method,seq_id
MFD09508,EXT-MJ182-D10,EXT-MJ182-D10,EXT00053,D,10,33.87,PowerSoil-Pro-HT,LIB-MJ194-D10,LIB00053,D,1.64,ILLUMINA-DNA-PREP.V2,LIB-MJ194-D10_04
MFD04859,EXT-MJ182-D11,EXT-MJ182-D11,EXT00053,D,11,3.35,PowerSoil-Pro-HT,LIB-MJ194-D11,LIB00053,D,0.56,ILLUMINA-DNA-PREP.V2,LIB-MJ194-D11_04
MFD09516,EXT-MJ182-D2,EXT-MJ182-D2,EXT00053,D,2,48.37,PowerSoil-Pro-HT,LIB-MJ194-D2,LIB00053,D,1.12,ILLUMINA-DNA-PREP.V2,LIB-MJ194-D2_04
MFD05660,EXT-MJ182-D3,EXT-MJ182-D3,EXT00053,D,3,28.23,PowerSoil-Pro-HT,LIB-MJ194-D3,LIB00053,D,1.12,ILLUMINA-DNA-PREP.V2,LIB-MJ194-D3_04
MFD04863,EXT-MJ182-D4,EXT-MJ182-D4,EXT00053,D,4,0.82,PowerSoil-Pro-HT,LIB-MJ194-D4,LIB00053,D,0.64,ILLUMINA-DNA-PREP.V2,LIB-MJ194-D4_04
MFD01729,EXT-MJ182-D5,EXT-MJ182-D5,EXT00053,D,5,56.23,PowerSoil-Pro-HT,LIB-MJ194-D5,LIB00053,D,2.71,ILLUMINA-DNA-PREP.V2,LIB-MJ194-D5_04
MFD09502,EXT-MJ182-D6,EXT-MJ182-D6,EXT00053,D,6,43.2,PowerSoil-Pro-HT,LIB-MJ194-D6,LIB00053,D,2.31,ILLUMINA-DNA-PREP.V2,LIB-MJ194-D6_04
MFD09319,EXT-MJ182-D7,EXT-MJ182-D7,EXT00053,D,7,16.25,PowerSoil-Pro-HT,LIB-MJ194-D7,LIB00053,D,1.31,ILLUMINA-DNA-PREP.V2,LIB-MJ194-D7_04
MFD04762,EXT-MJ182-D8,EXT-MJ182-D8,EXT00053,D,8,6.97,PowerSoil-Pro-HT,LIB-MJ194-D8,LIB00053,D,0.57,ILLUMINA-DNA-PREP.V2,LIB-MJ194-D8_04
MFD09558,EXT-MJ182-D9,EXT-MJ182-D9,EXT00053,D,9,20.05,PowerSoil-Pro-HT,LIB-MJ194-D9,LIB00053,D,1.52,ILLUMINA-DNA-PREP.V2,LIB-MJ194-D9_04
MFD05024,EXT-MJ182-E1,EXT-MJ182-E1,EXT00053,E,1,50.72,PowerSoil-Pro-HT,LIB-MJ194-E1,LIB00053,E,0.36,ILLUMINA-DNA-PREP.V2,LIB-MJ194-E1_04
MFD05582,EXT-MJ182-E10,EXT-MJ182-E10,EXT00053,E,10,24.68,PowerSoil-Pro-HT,LIB-MJ194-E10,LIB00053,E,1.77,ILLUMINA-DNA-PREP.V2,LIB-MJ194-E10_04
MFD04837,EXT-MJ182-E11,EXT-MJ182-E11,EXT00053,E,11,22.7,PowerSoil-Pro-HT,LIB-MJ194-E11,LIB00053,E,1.01,ILLUMINA-DNA-PREP.V2,LIB-MJ194-E11_04
MFD04851,EXT-MJ182-E2,EXT-MJ182-E2,EXT00053,E,2,20.52,PowerSoil-Pro-HT,LIB-MJ194-E2,LIB00053,E,0.99,ILLUMINA-DNA-PREP.V2,LIB-MJ194-E2_04
MFD09368,EXT-MJ182-E3,EXT-MJ182-E3,EXT00053,E,3,16.96,PowerSoil-Pro-HT,LIB-MJ194-E3,LIB00053,E,1.02,ILLUMINA-DNA-PREP.V2,LIB-MJ194-E3_04
MFD09633,EXT-MJ182-E4,EXT-MJ182-E4,EXT00053,E,4,1.17,PowerSoil-Pro-HT,LIB-MJ194-E4,LIB00053,E,0.41,ILLUMINA-DNA-PREP.V2,LIB-MJ194-E4_04
MFD09309,EXT-MJ182-E5,EXT-MJ182-E5,EXT00053,E,5,17.08,PowerSoil-Pro-HT,LIB-MJ194-E5,LIB00053,E,1.33,ILLUMINA-DNA-PREP.V2,LIB-MJ194-E5_04
MFD06830,EXT-MJ182-E6,EXT-MJ182-E6,EXT00053,E,6,2.17,PowerSoil-Pro-HT,LIB-MJ194-E6,LIB00053,E,0.31,ILLUMINA-DNA-PREP.V2,LIB-MJ194-E6_04
MFD04739,EXT-MJ182-E7,EXT-MJ182-E7,EXT00053,E,7,49.43,PowerSoil-Pro-HT,LIB-MJ194-E7,LIB00053,E,1.73,ILLUMINA-DNA-PREP.V2,LIB-MJ194-E7_04
MFD05370,EXT-MJ182-E8,EXT-MJ182-E8,EXT00053,E,8,6.53,PowerSoil-Pro-HT,LIB-MJ194-E8,LIB00053,E,0.82,ILLUMINA-DNA-PREP.V2,LIB-MJ194-E8_04
MFD05042,EXT-MJ182-E9,EXT-MJ182-E9,EXT00053,E,9,16.12,PowerSoil-Pro-HT,LIB-MJ194-E9,LIB00053,E,1.39,ILLUMINA-DNA-PREP.V2,LIB-MJ194-E9_04
MFD01369,EXT-MJ182-F1,EXT-MJ182-F1,EXT00053,F,1,26.46,PowerSoil-Pro-HT,LIB-MJ194-F1,LIB00053,F,0.09,ILLUMINA-DNA-PREP.V2,LIB-MJ194-F1_04
MFD04514,EXT-MJ182-F11,EXT-MJ182-F11,EXT00053,F,11,4.09,PowerSoil-Pro-HT,LIB-MJ194-F11,LIB00053,F,0.63,ILLUMINA-DNA-PREP.V2,LIB-MJ194-F11_04
MFD05410,EXT-MJ182-F2,EXT-MJ182-F2,EXT00053,F,2,42,PowerSoil-Pro-HT,LIB-MJ194-F2,LIB00053,F,1.15,ILLUMINA-DNA-PREP.V2,LIB-MJ194-F2_04
MFD09640,EXT-MJ182-F4,EXT-MJ182-F4,EXT00053,F,4,55.89,PowerSoil-Pro-HT,LIB-MJ194-F4,LIB00053,F,1.77,ILLUMINA-DNA-PREP.V2,LIB-MJ194-F4_04
MFD05036,EXT-MJ182-F5,EXT-MJ182-F5,EXT00053,F,5,44.76,PowerSoil-Pro-HT,LIB-MJ194-F5,LIB00053,F,1.73,ILLUMINA-DNA-PREP.V2,LIB-MJ194-F5_04
MFD05390,EXT-MJ182-F6,EXT-MJ182-F6,EXT00053,F,6,8.97,PowerSoil-Pro-HT,LIB-MJ194-F6,LIB00053,F,1,ILLUMINA-DNA-PREP.V2,LIB-MJ194-F6_04
MFD05004,EXT-MJ182-F7,EXT-MJ182-F7,EXT00053,F,7,1.05,PowerSoil-Pro-HT,LIB-MJ194-F7,LIB00053,F,0.2,ILLUMINA-DNA-PREP.V2,LIB-MJ194-F7_04
MFD09690,EXT-MJ182-F8,EXT-MJ182-F8,EXT00053,F,8,43.21,PowerSoil-Pro-HT,LIB-MJ194-F8,LIB00053,F,1.72,ILLUMINA-DNA-PREP.V2,LIB-MJ194-F8_04
MFD01715,EXT-MJ182-F9,EXT-MJ182-F9,EXT00053,F,9,38.99,PowerSoil-Pro-HT,LIB-MJ194-F9,LIB00053,F,1.34,ILLUMINA-DNA-PREP.V2,LIB-MJ194-F9_04
MFD09662,EXT-MJ182-G1,EXT-MJ182-G1,EXT00053,G,1,58.07,PowerSoil-Pro-HT,LIB-MJ194-G1,LIB00053,G,0.04,ILLUMINA-DNA-PREP.V2,LIB-MJ194-G1_04
MFD05019,EXT-MJ182-G10,EXT-MJ182-G10,EXT00053,G,10,44.15,PowerSoil-Pro-HT,LIB-MJ194-G10,LIB00053,G,1.29,ILLUMINA-DNA-PREP.V2,LIB-MJ194-G10_04
MFD05470,EXT-MJ182-G11,EXT-MJ182-G11,EXT00053,G,11,57.45,PowerSoil-Pro-HT,LIB-MJ194-G11,LIB00053,G,1.04,ILLUMINA-DNA-PREP.V2,LIB-MJ194-G11_04
MFD01719,EXT-MJ182-G2,EXT-MJ182-G2,EXT00053,G,2,48.03,PowerSoil-Pro-HT,LIB-MJ194-G2,LIB00053,G,0.95,ILLUMINA-DNA-PREP.V2,LIB-MJ194-G2_04
MFD05585,EXT-MJ182-G3,EXT-MJ182-G3,EXT00053,G,3,48.19,PowerSoil-Pro-HT,LIB-MJ194-G3,LIB00053,G,1.03,ILLUMINA-DNA-PREP.V2,LIB-MJ194-G3_04
MFD06984,EXT-MJ182-G4,EXT-MJ182-G4,EXT00053,G,4,60.85,PowerSoil-Pro-HT,LIB-MJ194-G4,LIB00053,G,2.58,ILLUMINA-DNA-PREP.V2,LIB-MJ194-G4_04
MFD04759,EXT-MJ182-G5,EXT-MJ182-G5,EXT00053,G,5,7.11,PowerSoil-Pro-HT,LIB-MJ194-G5,LIB00053,G,1.25,ILLUMINA-DNA-PREP.V2,LIB-MJ194-G5_04
MFD04934,EXT-MJ182-G6,EXT-MJ182-G6,EXT00053,G,6,33.99,PowerSoil-Pro-HT,LIB-MJ194-G6,LIB00053,G,1.15,ILLUMINA-DNA-PREP.V2,LIB-MJ194-G6_04
MFD05372,EXT-MJ182-G7,EXT-MJ182-G7,EXT00053,G,7,13.79,PowerSoil-Pro-HT,LIB-MJ194-G7,LIB00053,G,1.11,ILLUMINA-DNA-PREP.V2,LIB-MJ194-G7_04
MFD05655,EXT-MJ182-G8,EXT-MJ182-G8,EXT00053,G,8,35.05,PowerSoil-Pro-HT,LIB-MJ194-G8,LIB00053,G,0.98,ILLUMINA-DNA-PREP.V2,LIB-MJ194-G8_04
MFD06829,EXT-MJ182-G9,EXT-MJ182-G9,EXT00053,G,9,45.38,PowerSoil-Pro-HT,LIB-MJ194-G9,LIB00053,G,1.74,ILLUMINA-DNA-PREP.V2,LIB-MJ194-G9_04
MFD09539,EXT-MJ182-H1,EXT-MJ182-H1,EXT00053,H,1,0.63,PowerSoil-Pro-HT,LIB-MJ194-H1,LIB00053,H,0.21,ILLUMINA-DNA-PREP.V2,LIB-MJ194-H1_04
MFD05587,EXT-MJ182-H10,EXT-MJ182-H10,EXT00053,H,10,26.37,PowerSoil-Pro-HT,LIB-MJ194-H10,LIB00053,H,0.52,ILLUMINA-DNA-PREP.V2,LIB-MJ194-H10_04
MFD09593,EXT-MJ182-H11,EXT-MJ182-H11,EXT00053,H,11,43.86,PowerSoil-Pro-HT,LIB-MJ194-H11,LIB00053,H,0.06,ILLUMINA-DNA-PREP.V2,LIB-MJ194-H11_04
MFD06826,EXT-MJ182-H2,EXT-MJ182-H2,EXT00053,H,2,0.01,PowerSoil-Pro-HT,LIB-MJ194-H2,LIB00053,H,0.01,ILLUMINA-DNA-PREP.V2,LIB-MJ194-H2_04
MFD09628,EXT-MJ182-H3,EXT-MJ182-H3,EXT00053,H,3,19.47,PowerSoil-Pro-HT,LIB-MJ194-H3,LIB00053,H,0.76,ILLUMINA-DNA-PREP.V2,LIB-MJ194-H3_04
MFD09395,EXT-MJ182-H4,EXT-MJ182-H4,EXT00053,H,4,51.59,PowerSoil-Pro-HT,LIB-MJ194-H4,LIB00053,H,1.41,ILLUMINA-DNA-PREP.V2,LIB-MJ194-H4_04
MFD03676,EXT-MJ182-H5,EXT-MJ182-H5,EXT00053,H,5,39.19,PowerSoil-Pro-HT,LIB-MJ194-H5,LIB00053,H,1.56,ILLUMINA-DNA-PREP.V2,LIB-MJ194-H5_04
MFD05050,EXT-MJ182-H6,EXT-MJ182-H6,EXT00053,H,6,43.24,PowerSoil-Pro-HT,LIB-MJ194-H6,LIB00053,H,1.48,ILLUMINA-DNA-PREP.V2,LIB-MJ194-H6_04
MFD05555,EXT-MJ182-H7,EXT-MJ182-H7,EXT00053,H,7,32.04,PowerSoil-Pro-HT,LIB-MJ194-H7,LIB00053,H,1.2,ILLUMINA-DNA-PREP.V2,LIB-MJ194-H7_04
MFD05552,EXT-MJ182-H8,EXT-MJ182-H8,EXT00053,H,8,32.21,PowerSoil-Pro-HT,LIB-MJ194-H8,LIB00053,H,1.53,ILLUMINA-DNA-PREP.V2,LIB-MJ194-H8_04
MFD01465,EXT-MJ182-H9,EXT-MJ182-H9,EXT00053,H,9,0,PowerSoil-Pro-HT,LIB-MJ194-H9,LIB00053,H,0.01,ILLUMINA-DNA-PREP.V2,LIB-MJ194-H9_04
MFD01492,EXT-MJ183-A1,EXT-MJ183-A1,EXT00054,A,1,66.72,PowerSoil-Pro-HT,LIB-MJ195-A1,LIB00054,A,0.07,ILLUMINA-DNA-PREP.V2,LIB-MJ195-A1_01
MFD09428,EXT-MJ183-A10,EXT-MJ183-A10,EXT00054,A,10,55.1,PowerSoil-Pro-HT,LIB-MJ195-A10,LIB00054,A,0.56,ILLUMINA-DNA-PREP.V2,LIB-MJ195-A10_01
MFD05675,EXT-MJ183-A11,EXT-MJ183-A11,EXT00054,A,11,27.03,PowerSoil-Pro-HT,LIB-MJ195-A11,LIB00054,A,0.22,ILLUMINA-DNA-PREP.V2,LIB-MJ195-A11_01
MFD09642,EXT-MJ183-A12,EXT-MJ183-A12,EXT00054,A,12,59.88,PowerSoil-Pro-HT,LIB-MJ195-A12,LIB00054,A,0.04,ILLUMINA-DNA-PREP.V2,LIB-MJ195-A12_01
MFD04807,EXT-MJ183-A2,EXT-MJ183-A2,EXT00054,A,2,48.01,PowerSoil-Pro-HT,LIB-MJ195-A2,LIB00054,A,0.38,ILLUMINA-DNA-PREP.V2,LIB-MJ195-A2_01
MFD04727,EXT-MJ183-A3,EXT-MJ183-A3,EXT00054,A,3,29.85,PowerSoil-Pro-HT,LIB-MJ195-A3,LIB00054,A,0.44,ILLUMINA-DNA-PREP.V2,LIB-MJ195-A3_01
MFD04610,EXT-MJ183-A4,EXT-MJ183-A4,EXT00054,A,4,47.41,PowerSoil-Pro-HT,LIB-MJ195-A4,LIB00054,A,0.49,ILLUMINA-DNA-PREP.V2,LIB-MJ195-A4_01
MFD04619,EXT-MJ183-A5,EXT-MJ183-A5,EXT00054,A,5,12.06,PowerSoil-Pro-HT,LIB-MJ195-A5,LIB00054,A,0.39,ILLUMINA-DNA-PREP.V2,LIB-MJ195-A5_01
MFD09403,EXT-MJ183-A6,EXT-MJ183-A6,EXT00054,A,6,56.36,PowerSoil-Pro-HT,LIB-MJ195-A6,LIB00054,A,0.7,ILLUMINA-DNA-PREP.V2,LIB-MJ195-A6_01
MFD04729,EXT-MJ183-A7,EXT-MJ183-A7,EXT00054,A,7,46.46,PowerSoil-Pro-HT,LIB-MJ195-A7,LIB00054,A,0.59,ILLUMINA-DNA-PREP.V2,LIB-MJ195-A7_01
MFD01441,EXT-MJ183-A8,EXT-MJ183-A8,EXT00054,A,8,9.66,PowerSoil-Pro-HT,LIB-MJ195-A8,LIB00054,A,0.41,ILLUMINA-DNA-PREP.V2,LIB-MJ195-A8_01
MFD04725,EXT-MJ183-A9,EXT-MJ183-A9,EXT00054,A,9,56.94,PowerSoil-Pro-HT,LIB-MJ195-A9,LIB00054,A,0.67,ILLUMINA-DNA-PREP.V2,LIB-MJ195-A9_01
MFD04925,EXT-MJ183-B1,EXT-MJ183-B1,EXT00054,B,1,20.57,PowerSoil-Pro-HT,LIB-MJ195-B1,LIB00054,B,0.24,ILLUMINA-DNA-PREP.V2,LIB-MJ195-B1_01
MFD04659,EXT-MJ183-B10,EXT-MJ183-B10,EXT00054,B,10,27.5,PowerSoil-Pro-HT,LIB-MJ195-B10,LIB00054,B,0.51,ILLUMINA-DNA-PREP.V2,LIB-MJ195-B10_01
MFD09540,EXT-MJ183-B11,EXT-MJ183-B11,EXT00054,B,11,59.16,PowerSoil-Pro-HT,LIB-MJ195-B11,LIB00054,B,0.48,ILLUMINA-DNA-PREP.V2,LIB-MJ195-B11_01
MFD09475,EXT-MJ183-B12,EXT-MJ183-B12,EXT00054,B,12,3.79,PowerSoil-Pro-HT,LIB-MJ195-B12,LIB00054,B,0.08,ILLUMINA-DNA-PREP.V2,LIB-MJ195-B12_01
MFD05072,EXT-MJ183-B2,EXT-MJ183-B2,EXT00054,B,2,52.94,PowerSoil-Pro-HT,LIB-MJ195-B2,LIB00054,B,0.75,ILLUMINA-DNA-PREP.V2,LIB-MJ195-B2_01
MFD04849,EXT-MJ183-B3,EXT-MJ183-B3,EXT00054,B,3,41.88,PowerSoil-Pro-HT,LIB-MJ195-B3,LIB00054,B,0.94,ILLUMINA-DNA-PREP.V2,LIB-MJ195-B3_01
MFD09384,EXT-MJ183-B4,EXT-MJ183-B4,EXT00054,B,4,47.58,PowerSoil-Pro-HT,LIB-MJ195-B4,LIB00054,B,1.03,ILLUMINA-DNA-PREP.V2,LIB-MJ195-B4_01
MFD01475,EXT-MJ183-B5,EXT-MJ183-B5,EXT00054,B,5,23.35,PowerSoil-Pro-HT,LIB-MJ195-B5,LIB00054,B,0.95,ILLUMINA-DNA-PREP.V2,LIB-MJ195-B5_01
MFD05022,EXT-MJ183-B6,EXT-MJ183-B6,EXT00054,B,6,54.78,PowerSoil-Pro-HT,LIB-MJ195-B6,LIB00054,B,1.58,ILLUMINA-DNA-PREP.V2,LIB-MJ195-B6_01
MFD04728,EXT-MJ183-B7,EXT-MJ183-B7,EXT00054,B,7,0.03,PowerSoil-Pro-HT,LIB-MJ195-B7,LIB00054,B,0.01,ILLUMINA-DNA-PREP.V2,LIB-MJ195-B7_01
MFD09447,EXT-MJ183-B8,EXT-MJ183-B8,EXT00054,B,8,45.9,PowerSoil-Pro-HT,LIB-MJ195-B8,LIB00054,B,1.07,ILLUMINA-DNA-PREP.V2,LIB-MJ195-B8_01
MFD05631,EXT-MJ183-B9,EXT-MJ183-B9,EXT00054,B,9,41.64,PowerSoil-Pro-HT,LIB-MJ195-B9,LIB00054,B,0.38,ILLUMINA-DNA-PREP.V2,LIB-MJ195-B9_01
MFD05632,EXT-MJ183-C1,EXT-MJ183-C1,EXT00054,C,1,75.68,PowerSoil-Pro-HT,LIB-MJ195-C1,LIB00054,C,0.6,ILLUMINA-DNA-PREP.V2,LIB-MJ195-C1_01
MFD01448,EXT-MJ183-C11,EXT-MJ183-C11,EXT00054,C,11,64.57,PowerSoil-Pro-HT,LIB-MJ195-C11,LIB00054,C,0.78,ILLUMINA-DNA-PREP.V2,LIB-MJ195-C11_01
MFD01827,EXT-MJ183-C12,EXT-MJ183-C12,EXT00054,C,12,51.01,PowerSoil-Pro-HT,LIB-MJ195-C12,LIB00054,C,0.08,ILLUMINA-DNA-PREP.V2,LIB-MJ195-C12_01
MFD04370,EXT-MJ183-C2,EXT-MJ183-C2,EXT00054,C,2,12.97,PowerSoil-Pro-HT,LIB-MJ195-C2,LIB00054,C,0.73,ILLUMINA-DNA-PREP.V2,LIB-MJ195-C2_01
MFD09376,EXT-MJ183-C4,EXT-MJ183-C4,EXT00054,C,4,107.57,PowerSoil-Pro-HT,LIB-MJ195-C4,LIB00054,C,1.53,ILLUMINA-DNA-PREP.V2,LIB-MJ195-C4_01
MFD06841,EXT-MJ183-C5,EXT-MJ183-C5,EXT00054,C,5,1.2,PowerSoil-Pro-HT,LIB-MJ195-C5,LIB00054,C,0.4,ILLUMINA-DNA-PREP.V2,LIB-MJ195-C5_01
MFD04854,EXT-MJ183-C6,EXT-MJ183-C6,EXT00054,C,6,4.53,PowerSoil-Pro-HT,LIB-MJ195-C6,LIB00054,C,0.54,ILLUMINA-DNA-PREP.V2,LIB-MJ195-C6_01
MFD09673,EXT-MJ183-C7,EXT-MJ183-C7,EXT00054,C,7,41.14,PowerSoil-Pro-HT,LIB-MJ195-C7,LIB00054,C,1.1,ILLUMINA-DNA-PREP.V2,LIB-MJ195-C7_01
MFD01424,EXT-MJ183-C8,EXT-MJ183-C8,EXT00054,C,8,34.75,PowerSoil-Pro-HT,LIB-MJ195-C8,LIB00054,C,0.7,ILLUMINA-DNA-PREP.V2,LIB-MJ195-C8_01
MFD09388,EXT-MJ183-C9,EXT-MJ183-C9,EXT00054,C,9,51.97,PowerSoil-Pro-HT,LIB-MJ195-C9,LIB00054,C,0.92,ILLUMINA-DNA-PREP.V2,LIB-MJ195-C9_01
MFD04685,EXT-MJ183-D1,EXT-MJ183-D1,EXT00054,D,1,0.7,PowerSoil-Pro-HT,LIB-MJ195-D1,LIB00054,D,0.22,ILLUMINA-DNA-PREP.V2,LIB-MJ195-D1_01
MFD04470,EXT-MJ183-D10,EXT-MJ183-D10,EXT00054,D,10,18.53,PowerSoil-Pro-HT,LIB-MJ195-D10,LIB00054,D,0.9,ILLUMINA-DNA-PREP.V2,LIB-MJ195-D10_01
MFD01830,EXT-MJ183-D11,EXT-MJ183-D11,EXT00054,D,11,54.27,PowerSoil-Pro-HT,LIB-MJ195-D11,LIB00054,D,1.02,ILLUMINA-DNA-PREP.V2,LIB-MJ195-D11_01
MFD09622,EXT-MJ183-D2,EXT-MJ183-D2,EXT00054,D,2,63.19,PowerSoil-Pro-HT,LIB-MJ195-D2,LIB00054,D,0.73,ILLUMINA-DNA-PREP.V2,LIB-MJ195-D2_01
MFD09595,EXT-MJ183-D3,EXT-MJ183-D3,EXT00054,D,3,65.02,PowerSoil-Pro-HT,LIB-MJ195-D3,LIB00054,D,1.17,ILLUMINA-DNA-PREP.V2,LIB-MJ195-D3_01
MFD09404,EXT-MJ183-D4,EXT-MJ183-D4,EXT00054,D,4,46.94,PowerSoil-Pro-HT,LIB-MJ195-D4,LIB00054,D,0.85,ILLUMINA-DNA-PREP.V2,LIB-MJ195-D4_01
MFD04850,EXT-MJ183-D5,EXT-MJ183-D5,EXT00054,D,5,62.03,PowerSoil-Pro-HT,LIB-MJ195-D5,LIB00054,D,1.83,ILLUMINA-DNA-PREP.V2,LIB-MJ195-D5_01
MFD05517,EXT-MJ183-D6,EXT-MJ183-D6,EXT00054,D,6,41.48,PowerSoil-Pro-HT,LIB-MJ195-D6,LIB00054,D,0.55,ILLUMINA-DNA-PREP.V2,LIB-MJ195-D6_01
MFD04958,EXT-MJ183-D7,EXT-MJ183-D7,EXT00054,D,7,4.25,PowerSoil-Pro-HT,LIB-MJ195-D7,LIB00054,D,0.38,ILLUMINA-DNA-PREP.V2,LIB-MJ195-D7_01
MFD04757,EXT-MJ183-D8,EXT-MJ183-D8,EXT00054,D,8,20.03,PowerSoil-Pro-HT,LIB-MJ195-D8,LIB00054,D,0.93,ILLUMINA-DNA-PREP.V2,LIB-MJ195-D8_01
MFD04847,EXT-MJ183-D9,EXT-MJ183-D9,EXT00054,D,9,0.95,PowerSoil-Pro-HT,LIB-MJ195-D9,LIB00054,D,0.14,ILLUMINA-DNA-PREP.V2,LIB-MJ195-D9_01
MFD09424,EXT-MJ183-E1,EXT-MJ183-E1,EXT00054,E,1,51.15,PowerSoil-Pro-HT,LIB-MJ195-E1,LIB00054,E,0.31,ILLUMINA-DNA-PREP.V2,LIB-MJ195-E1_01
MFD09546,EXT-MJ183-E10,EXT-MJ183-E10,EXT00054,E,10,42.33,PowerSoil-Pro-HT,LIB-MJ195-E10,LIB00054,E,0.65,ILLUMINA-DNA-PREP.V2,LIB-MJ195-E10_01
MFD04334,EXT-MJ183-E11,EXT-MJ183-E11,EXT00054,E,11,14.1,PowerSoil-Pro-HT,LIB-MJ195-E11,LIB00054,E,0.57,ILLUMINA-DNA-PREP.V2,LIB-MJ195-E11_01
MFD09687,EXT-MJ183-E2,EXT-MJ183-E2,EXT00054,E,2,0.73,PowerSoil-Pro-HT,LIB-MJ195-E2,LIB00054,E,0.27,ILLUMINA-DNA-PREP.V2,LIB-MJ195-E2_01
MFD04454,EXT-MJ183-E3,EXT-MJ183-E3,EXT00054,E,3,8.98,PowerSoil-Pro-HT,LIB-MJ195-E3,LIB00054,E,0.73,ILLUMINA-DNA-PREP.V2,LIB-MJ195-E3_01
MFD05018,EXT-MJ183-E4,EXT-MJ183-E4,EXT00054,E,4,55.21,PowerSoil-Pro-HT,LIB-MJ195-E4,LIB00054,E,0.55,ILLUMINA-DNA-PREP.V2,LIB-MJ195-E4_01
MFD06833,EXT-MJ183-E5,EXT-MJ183-E5,EXT00054,E,5,50.66,PowerSoil-Pro-HT,LIB-MJ195-E5,LIB00054,E,1.15,ILLUMINA-DNA-PREP.V2,LIB-MJ195-E5_01
MFD01698,EXT-MJ183-E6,EXT-MJ183-E6,EXT00054,E,6,20.09,PowerSoil-Pro-HT,LIB-MJ195-E6,LIB00054,E,0.48,ILLUMINA-DNA-PREP.V2,LIB-MJ195-E6_01
MFD09421,EXT-MJ183-E7,EXT-MJ183-E7,EXT00054,E,7,25.85,PowerSoil-Pro-HT,LIB-MJ195-E7,LIB00054,E,0.73,ILLUMINA-DNA-PREP.V2,LIB-MJ195-E7_01
MFD05041,EXT-MJ183-E8,EXT-MJ183-E8,EXT00054,E,8,66.1,PowerSoil-Pro-HT,LIB-MJ195-E8,LIB00054,E,0.96,ILLUMINA-DNA-PREP.V2,LIB-MJ195-E8_01
MFD09555,EXT-MJ183-E9,EXT-MJ183-E9,EXT00054,E,9,30.71,PowerSoil-Pro-HT,LIB-MJ195-E9,LIB00054,E,0.64,ILLUMINA-DNA-PREP.V2,LIB-MJ195-E9_01
MFD09433,EXT-MJ183-F1,EXT-MJ183-F1,EXT00054,F,1,51.07,PowerSoil-Pro-HT,LIB-MJ195-F1,LIB00054,F,0.23,ILLUMINA-DNA-PREP.V2,LIB-MJ195-F1_01
MFD01400,EXT-MJ183-F11,EXT-MJ183-F11,EXT00054,F,11,0.02,PowerSoil-Pro-HT,LIB-MJ195-F11,LIB00054,F,0.55,ILLUMINA-DNA-PREP.V2,LIB-MJ195-F11_01
MFD09402,EXT-MJ183-F2,EXT-MJ183-F2,EXT00054,F,2,60.37,PowerSoil-Pro-HT,LIB-MJ195-F2,LIB00054,F,0.62,ILLUMINA-DNA-PREP.V2,LIB-MJ195-F2_01
MFD05636,EXT-MJ183-F4,EXT-MJ183-F4,EXT00054,F,4,67.87,PowerSoil-Pro-HT,LIB-MJ195-F4,LIB00054,F,1.17,ILLUMINA-DNA-PREP.V2,LIB-MJ195-F4_01
MFD05566,EXT-MJ183-F5,EXT-MJ183-F5,EXT00054,F,5,34.08,PowerSoil-Pro-HT,LIB-MJ195-F5,LIB00054,F,0.89,ILLUMINA-DNA-PREP.V2,LIB-MJ195-F5_01
MFD09440,EXT-MJ183-F6,EXT-MJ183-F6,EXT00054,F,6,12.07,PowerSoil-Pro-HT,LIB-MJ195-F6,LIB00054,F,0.76,ILLUMINA-DNA-PREP.V2,LIB-MJ195-F6_01
MFD05465,EXT-MJ183-F7,EXT-MJ183-F7,EXT00054,F,7,59.43,PowerSoil-Pro-HT,LIB-MJ195-F7,LIB00054,F,0.99,ILLUMINA-DNA-PREP.V2,LIB-MJ195-F7_01
MFD05051,EXT-MJ183-F8,EXT-MJ183-F8,EXT00054,F,8,65.01,PowerSoil-Pro-HT,LIB-MJ195-F8,LIB00054,F,1.3,ILLUMINA-DNA-PREP.V2,LIB-MJ195-F8_01
MFD05394,EXT-MJ183-F9,EXT-MJ183-F9,EXT00054,F,9,1.78,PowerSoil-Pro-HT,LIB-MJ195-F9,LIB00054,F,0.1,ILLUMINA-DNA-PREP.V2,LIB-MJ195-F9_01
MFD04945,EXT-MJ183-G1,EXT-MJ183-G1,EXT00054,G,1,12.73,PowerSoil-Pro-HT,LIB-MJ195-G1,LIB00054,G,0.08,ILLUMINA-DNA-PREP.V2,LIB-MJ195-G1_01
MFD01933,EXT-MJ183-G10,EXT-MJ183-G10,EXT00054,G,10,58.18,PowerSoil-Pro-HT,LIB-MJ195-G10,LIB00054,G,0.72,ILLUMINA-DNA-PREP.V2,LIB-MJ195-G10_01
MFD04819,EXT-MJ183-G11,EXT-MJ183-G11,EXT00054,G,11,47.22,PowerSoil-Pro-HT,LIB-MJ195-G11,LIB00054,G,0.13,ILLUMINA-DNA-PREP.V2,LIB-MJ195-G11_01
MFD04879,EXT-MJ183-G2,EXT-MJ183-G2,EXT00054,G,2,31.41,PowerSoil-Pro-HT,LIB-MJ195-G2,LIB00054,G,0.43,ILLUMINA-DNA-PREP.V2,LIB-MJ195-G2_01
