fieldsample_barcode	BioProject	BioSample	Metagenome	Metagenome_assembly	EUK_operon	BAC_operon	UMI_16SrRNA
MFD02689	PRJNA1071982	SAMN39867371	SRX23655760	MFD02689.fa			
MFD02690	PRJNA1071982	SAMN39867372	SRX23655761	MFD02690.fa			
MFD02691	PRJNA1071982	SAMN39867373	SRX23655762	MFD02691.fa			
MFD02692	PRJNA1071982	SAMN39867374	SRX23655764	MFD02692.fa	SRX23627743	SRX23627742	SRX23662602
MFD02693	PRJNA1071982	SAMN39867375	SRX23655765	MFD02693.fa			
MFD02694	PRJNA1071982	SAMN39867376	SRX23655766	MFD02694.fa			
MFD02695	PRJNA1071982	SAMN39867377	SRX23655767	MFD02695.fa			
MFD02696	PRJNA1071982	SAMN39867378	SRX23655768	MFD02696.fa			
MFD02697	PRJNA1071982	SAMN39867379	SRX23655769	MFD02697.fa			
MFD02698	PRJNA1071982	SAMN39867380	SRX23655770	MFD02698.fa			
MFD02699	PRJNA1071982	SAMN39867381	SRX23655771	MFD02699.fa			
MFD02700	PRJNA1071982	SAMN39867382	SRX23655772	MFD02700.fa			
MFD02701	PRJNA1071982	SAMN39867383	SRX23655773	MFD02701.fa			
MFD02702	PRJNA1071982	SAMN39867384	SRX23655776	MFD02702.fa			
MFD02703	PRJNA1071982	SAMN39867385	SRX23655777	MFD02703.fa			
MFD02704	PRJNA1071982	SAMN39867386	SRX23655778	MFD02704.fa			
MFD02705	PRJNA1071982	SAMN39867387	SRX23655779	MFD02705.fa			
MFD02706	PRJNA1071982	SAMN39867388	SRX23655780	MFD02706.fa			
MFD02707	PRJNA1071982	SAMN39867389	SRX23655781	MFD02707.fa			
MFD02708	PRJNA1071982	SAMN39867390	SRX23655782	MFD02708.fa			
MFD02709	PRJNA1071982	SAMN39867391	SRX23655783	MFD02709.fa			
MFD02710	PRJNA1071982	SAMN39867392	SRX23655784	MFD02710.fa			
MFD02711	PRJNA1071982	SAMN39867393	SRX23655785	MFD02711.fa			
MFD02712	PRJNA1071982	SAMN39867394	SRX23655787	MFD02712.fa			
MFD02713	PRJNA1071982	SAMN39867395	SRX23655788	MFD02713.fa			
MFD02714	PRJNA1071982	SAMN39867396	SRX23655789	MFD02714.fa			
MFD02715	PRJNA1071982	SAMN39867397	SRX23655790	MFD02715.fa			
MFD02716	PRJNA1071982	SAMN39867398	SRX23655791	MFD02716.fa			
MFD02717	PRJNA1071982	SAMN39867399	SRX23655792	MFD02717.fa			
MFD02718	PRJNA1071982	SAMN39867400	SRX23655793	MFD02718.fa			
MFD02719	PRJNA1071982	SAMN39867401	SRX23655794	MFD02719.fa			
MFD02720	PRJNA1071982	SAMN39867402	SRX23655795	MFD02720.fa			
MFD02721	PRJNA1071982	SAMN39867403	SRX23655796	MFD02721.fa			
MFD02722	PRJNA1071982	SAMN39867404	SRX23655798	MFD02722.fa			
MFD02723	PRJNA1071982	SAMN39867405	SRX23655799	MFD02723.fa			
MFD02724	PRJNA1071982	SAMN39867406	SRX23655800	MFD02724.fa			
MFD02725	PRJNA1071982	SAMN39867407	SRX23655801	MFD02725.fa			
MFD02726	PRJNA1071982	SAMN39867408	SRX23655802	MFD02726.fa			
MFD02727	PRJNA1071982	SAMN39867409	SRX23655803	MFD02727.fa			
MFD02728	PRJNA1071982	SAMN39867410	SRX23655804	MFD02728.fa	SRX23627745	SRX23627744	SRX23662603
MFD02729	PRJNA1071982	SAMN39867411	SRX23655805	MFD02729.fa			
MFD02730	PRJNA1071982	SAMN39867412	SRX23655806	MFD02730.fa	SRX23627907	SRX23627746	SRX23662604
MFD02731	PRJNA1071982	SAMN39867413	SRX23655807	MFD02731.fa			
MFD02732	PRJNA1071982	SAMN39867414	SRX23655809	MFD02732.fa			
MFD02733	PRJNA1071982	SAMN39867415	SRX23655667	MFD02733.fa			
MFD02734	PRJNA1071982	SAMN39867416	SRX23655668	MFD02734.fa			
MFD02735	PRJNA1071982	SAMN39867417	SRX23655669	MFD02735.fa			
MFD02736	PRJNA1071982	SAMN39867418	SRX23655670	MFD02736.fa			
MFD02737	PRJNA1071982	SAMN39867419	SRX23655671	MFD02737.fa			
MFD02738	PRJNA1071982	SAMN39867420	SRX23655672	MFD02738.fa			
MFD02739	PRJNA1071982	SAMN39867421	SRX23655673	MFD02739.fa			
MFD02740	PRJNA1071982	SAMN39867422	SRX23655674	MFD02740.fa			
MFD02741	PRJNA1071982	SAMN39867423	SRX23655675	MFD02741.fa			
MFD02742	PRJNA1071982	SAMN39867424	SRX23655677	MFD02742.fa			
MFD02743	PRJNA1071982	SAMN39867425	SRX23655678	MFD02743.fa			
MFD02744	PRJNA1071982	SAMN39867426	SRX23655679	MFD02744.fa			
MFD02745	PRJNA1071982	SAMN39867427	SRX23655680	MFD02745.fa			
MFD02746	PRJNA1071982	SAMN39867428	SRX23655681	MFD02746.fa			
MFD02747	PRJNA1071982	SAMN39867429	SRX23655682	MFD02747.fa			
MFD02748	PRJNA1071982	SAMN39867430	SRX23655683	MFD02748.fa			
MFD02749	PRJNA1071982	SAMN39867431	SRX23655684	MFD02749.fa			
MFD02750	PRJNA1071982	SAMN39867432	SRX23655685	MFD02750.fa			
MFD02751	PRJNA1071982	SAMN39867433	SRX23655686	MFD02751.fa			
MFD02752	PRJNA1071982	SAMN39867434	SRX23655688	MFD02752.fa			
MFD02753	PRJNA1071982	SAMN39867435	SRX23655689	MFD02753.fa			
MFD02754	PRJNA1071982	SAMN39867436	SRX23655690	MFD02754.fa			
MFD02755	PRJNA1071982	SAMN39867437	SRX23655691	MFD02755.fa			
MFD02756	PRJNA1071982	SAMN39867438	SRX23655692	MFD02756.fa			
MFD02757	PRJNA1071982	SAMN39867439	SRX23655693	MFD02757.fa			
MFD02758	PRJNA1071982	SAMN39867440	SRX23655694	MFD02758.fa			
MFD02759	PRJNA1071982	SAMN39867441	SRX23655695	MFD02759.fa			
MFD02760	PRJNA1071982	SAMN39867442	SRX23655810	MFD02760.fa			
MFD02761	PRJNA1071982	SAMN39867443	SRX23655811	MFD02761.fa			
MFD02762	PRJNA1071982	SAMN39867444	SRX23655813	MFD02762.fa			
MFD02763	PRJNA1071982	SAMN39867445	SRX23655814	MFD02763.fa			
MFD02764	PRJNA1071982	SAMN39867446	SRX23655815	MFD02764.fa			
MFD02765	PRJNA1071982	SAMN39867447	SRX23655816	MFD02765.fa			
MFD02766	PRJNA1071982	SAMN39867448	SRX23655817	MFD02766.fa			
MFD02767	PRJNA1071982	SAMN39867449	SRX23655818	MFD02767.fa			
MFD02768	PRJNA1071982	SAMN39867450	SRX23655819	MFD02768.fa			
MFD02769	PRJNA1071982	SAMN39867451	SRX23655820	MFD02769.fa			
MFD02770	PRJNA1071982	SAMN39867452	SRX23655821	MFD02770.fa			
MFD02771	PRJNA1071982	SAMN39867453	SRX23655822	MFD02771.fa			
MFD02773	PRJNA1071982	SAMN39867454	SRX23655824	MFD02773.fa			
MFD02774	PRJNA1071982	SAMN39867455	SRX23655825	MFD02774.fa			
MFD02775	PRJNA1071982	SAMN39867456	SRX23655826	MFD02775.fa			
MFD02776	PRJNA1071982	SAMN39867457	SRX23655827	MFD02776.fa			
MFD02777	PRJNA1071982	SAMN39867458	SRX23655828	MFD02777.fa			
MFD02778	PRJNA1071982	SAMN39867459	SRX23655829	MFD02778.fa			
MFD02779	PRJNA1071982	SAMN39867460	SRX23655830	MFD02779.fa			
MFD02780	PRJNA1071982	SAMN39867461	SRX23655831	MFD02780.fa			
MFD02781	PRJNA1071982	SAMN39867462	SRX23655832	MFD02781.fa			
MFD02782	PRJNA1071982	SAMN39867463	SRX23655833	MFD02782.fa			
MFD02783	PRJNA1071982	SAMN39867464	SRX23655835	MFD02783.fa			
MFD02784	PRJNA1071982	SAMN39867465	SRX23655836	MFD02784.fa			
MFD02785	PRJNA1071982	SAMN39867466	SRX23655837	MFD02785.fa			
MFD02786	PRJNA1071982	SAMN39867467	SRX23655838	MFD02786.fa			
MFD02787	PRJNA1071982	SAMN39867468	SRX23655696	MFD02787.fa			
MFD02788	PRJNA1071982	SAMN39867469	SRX23655697	MFD02788.fa			
MFD02789	PRJNA1071982	SAMN39867470	SRX23655698	MFD02789.fa			
MFD02790	PRJNA1071982	SAMN39867471	SRX23655699	MFD02790.fa			
MFD02791	PRJNA1071982	SAMN39867472	SRX23655700	MFD02791.fa			
MFD02792	PRJNA1071982	SAMN39867473	SRX23655701	MFD02792.fa			
MFD02793	PRJNA1071982	SAMN39867474	SRX23655703	MFD02793.fa			
MFD02794	PRJNA1071982	SAMN39867475	SRX23655704	MFD02794.fa			
MFD02795	PRJNA1071982	SAMN39867476	SRX23655705	MFD02795.fa			
MFD02796	PRJNA1071982	SAMN39867477	SRX23655706	MFD02796.fa			
MFD02797	PRJNA1071982	SAMN39867478	SRX23655707	MFD02797.fa			
MFD02798	PRJNA1071982	SAMN39867479	SRX23655708	MFD02798.fa			
MFD02799	PRJNA1071982	SAMN39867480	SRX23655709	MFD02799.fa			
MFD02800	PRJNA1071982	SAMN39867481	SRX23655710	MFD02800.fa			
MFD02801	PRJNA1071982	SAMN39867482	SRX23655711	MFD02801.fa			
MFD02802	PRJNA1071982	SAMN39867483	SRX23655712	MFD02802.fa			
MFD02803	PRJNA1071982	SAMN39867484	SRX23655715	MFD02803.fa			
MFD02804	PRJNA1071982	SAMN39867485	SRX23655716	MFD02804.fa			
MFD02805	PRJNA1071982	SAMN39867486	SRX23655717	MFD02805.fa			
MFD02806	PRJNA1071982	SAMN39867487	SRX23655718	MFD02806.fa			
MFD02807	PRJNA1071982	SAMN39867488	SRX23655719	MFD02807.fa			
MFD02808	PRJNA1071982	SAMN39867489	SRX23655720	MFD02808.fa			
MFD02809	PRJNA1071982	SAMN39867490	SRX23655721	MFD02809.fa			
MFD02810	PRJNA1071982	SAMN39867491	SRX23655722	MFD02810.fa			
MFD02811	PRJNA1071982	SAMN39867492	SRX23655723	MFD02811.fa			
MFD02812	PRJNA1071982	SAMN39867493	SRX23655724	MFD02812.fa			
MFD02813	PRJNA1071982	SAMN39867494	SRX23655435	MFD02813.fa			
MFD02814	PRJNA1071982	SAMN39867495	SRX23655436	MFD02814.fa			
MFD02815	PRJNA1071982	SAMN39867496	SRX23655437	MFD02815.fa			
MFD02816	PRJNA1071982	SAMN39867497	SRX23655438	MFD02816.fa			
MFD02817	PRJNA1071982	SAMN39867498	SRX23655439	MFD02817.fa			
MFD02818	PRJNA1071982	SAMN39867499	SRX23655440	MFD02818.fa			
MFD02819	PRJNA1071982	SAMN39867500	SRX23655441	MFD02819.fa			
MFD02820	PRJNA1071982	SAMN39867501	SRX23655442	MFD02820.fa			
MFD02821	PRJNA1071982	SAMN39867502	SRX23655443	MFD02821.fa			
MFD02823	PRJNA1071982	SAMN39867503	SRX23655444	MFD02823.fa			
MFD02824	PRJNA1071982	SAMN39867504	SRX23655446	MFD02824.fa			
MFD02825	PRJNA1071982	SAMN39867505	SRX23655447	MFD02825.fa			
MFD02826	PRJNA1071982	SAMN39867506	SRX23655448	MFD02826.fa			
MFD02827	PRJNA1071982	SAMN39867507	SRX23655449	MFD02827.fa			
MFD02829	PRJNA1071982	SAMN39867508	SRX23655450	MFD02829.fa			
MFD02830	PRJNA1071982	SAMN39867509	SRX23655451	MFD02830.fa			
MFD02832	PRJNA1071982	SAMN39867510	SRX23655452	MFD02832.fa	SRX23627909	SRX23627908	
MFD02834	PRJNA1071982	SAMN39867511	SRX23655453	MFD02834.fa			
MFD02835	PRJNA1071982	SAMN39867512	SRX23655454	MFD02835.fa			
MFD02839	PRJNA1071982	SAMN39867513	SRX23655455	MFD02839.fa			
MFD02840	PRJNA1071982	SAMN39867514	SRX23655457	MFD02840.fa			
MFD02841	PRJNA1071982	SAMN39867515	SRX23655458	MFD02841.fa			
MFD02842	PRJNA1071982	SAMN39867516	SRX23655459	MFD02842.fa			
MFD02845	PRJNA1071982	SAMN39867517	SRX23655460	MFD02845.fa			
MFD02846	PRJNA1071982	SAMN39867518	SRX23655461	MFD02846.fa			
MFD02847	PRJNA1071982	SAMN39867519	SRX23655839	MFD02847.fa			
MFD02848	PRJNA1071982	SAMN39867520	SRX23655840	MFD02848.fa			
MFD02849	PRJNA1071982	SAMN39867521	SRX23655841	MFD02849.fa			
MFD02850	PRJNA1071982	SAMN39867522	SRX23655842	MFD02850.fa			
MFD02851	PRJNA1071982	SAMN39867523	SRX23655843	MFD02851.fa	SRX23627911	SRX23627910	SRX23662605
MFD02852	PRJNA1071982	SAMN39867524	SRX23655845	MFD02852.fa			
MFD02853	PRJNA1071982	SAMN39867525	SRX23655846	MFD02853.fa			
MFD02854	PRJNA1071982	SAMN39867526	SRX23655847	MFD02854.fa			
MFD02855	PRJNA1071982	SAMN39867527	SRX23655848	MFD02855.fa			
MFD02856	PRJNA1071982	SAMN39867528	SRX23655849	MFD02856.fa			
MFD02857	PRJNA1071982	SAMN39867529	SRX23655850	MFD02857.fa			
MFD02858	PRJNA1071982	SAMN39867530	SRX23655851	MFD02858.fa			
MFD02859	PRJNA1071982	SAMN39867531	SRX23655852	MFD02859.fa			
MFD02860	PRJNA1071982	SAMN39867532	SRX23655853	MFD02860.fa			
MFD02861	PRJNA1071982	SAMN39867533	SRX23655854	MFD02861.fa			
MFD02862	PRJNA1071982	SAMN39867534	SRX23655856	MFD02862.fa			
MFD02863	PRJNA1071982	SAMN39867535	SRX23655857	MFD02863.fa			
MFD02864	PRJNA1071982	SAMN39867536	SRX23655858	MFD02864.fa			
MFD02865	PRJNA1071982	SAMN39867537	SRX23655859	MFD02865.fa			
MFD02866	PRJNA1071982	SAMN39867538	SRX23655860	MFD02866.fa			
MFD02867	PRJNA1071982	SAMN39867539	SRX23655861	MFD02867.fa			
MFD02868	PRJNA1071982	SAMN39867540	SRX23655862	MFD02868.fa			
MFD02869	PRJNA1071982	SAMN39867541	SRX23655863	MFD02869.fa			
MFD02874	PRJNA1071982	SAMN39867542	SRX23655864	MFD02874.fa			
MFD02875	PRJNA1071982	SAMN39867543	SRX23655865	MFD02875.fa			
MFD02876	PRJNA1071982	SAMN39867544	SRX23655867	MFD02876.fa			
MFD02877	PRJNA1071982	SAMN39867545	SRX23655725	MFD02877.fa			
MFD02878	PRJNA1071982	SAMN39867546	SRX23655726	MFD02878.fa			
MFD02879	PRJNA1071982	SAMN39867547	SRX23655727	MFD02879.fa			
MFD02880	PRJNA1071982	SAMN39867548	SRX23655728	MFD02880.fa			
MFD02881	PRJNA1071982	SAMN39867549	SRX23655729	MFD02881.fa			
MFD02882	PRJNA1071982	SAMN39867550	SRX23655730	MFD02882.fa			
MFD02883	PRJNA1071982	SAMN39867551	SRX23655731	MFD02883.fa			
MFD02884	PRJNA1071982	SAMN39867552	SRX23655732	MFD02884.fa			
MFD02885	PRJNA1071982	SAMN39867553	SRX23655733	MFD02885.fa			
MFD02886	PRJNA1071982	SAMN39867554	SRX23655735	MFD02886.fa			
MFD02887	PRJNA1071982	SAMN39867555	SRX23655736	MFD02887.fa			
MFD02888	PRJNA1071982	SAMN39867556	SRX23655737	MFD02888.fa			
MFD02889	PRJNA1071982	SAMN39867557	SRX23655738	MFD02889.fa	SRX23627914	SRX23627913	SRX23662606
MFD02890	PRJNA1071982	SAMN39867558	SRX23655739	MFD02890.fa			
MFD02891	PRJNA1071982	SAMN39867559	SRX23655740	MFD02891.fa			
MFD02892	PRJNA1071982	SAMN39867560	SRX23655741	MFD02892.fa			
MFD02893	PRJNA1071982	SAMN39867561	SRX23655742	MFD02893.fa			
MFD02894	PRJNA1071982	SAMN39867562	SRX23655743	MFD02894.fa			
MFD02895	PRJNA1071982	SAMN39867563	SRX23655744	MFD02895.fa			
MFD02896	PRJNA1071982	SAMN39867564	SRX23655746	MFD02896.fa			
MFD02897	PRJNA1071982	SAMN39867565	SRX23655747	MFD02897.fa			
MFD02898	PRJNA1071982	SAMN39867566	SRX23655748	MFD02898.fa			
MFD02899	PRJNA1071982	SAMN39867567	SRX23655749	MFD02899.fa			
MFD02900	PRJNA1071982	SAMN39874932	SRX23655750	MFD02900.fa			
MFD02901	PRJNA1071982	SAMN39867568	SRX23655751	MFD02901.fa			
MFD02902	PRJNA1071982	SAMN39867569	SRX23655752	MFD02902.fa			
MFD02903	PRJNA1071982	SAMN39867570	SRX23655868	MFD02903.fa			
MFD02904	PRJNA1071982	SAMN39867571	SRX23655869	MFD02904.fa			
MFD02905	PRJNA1071982	SAMN39867572	SRX23655870	MFD02905.fa			
MFD02906	PRJNA1071982	SAMN39867573	SRX23655872	MFD02906.fa			
MFD02907	PRJNA1071982	SAMN39867574	SRX23655873	MFD02907.fa			
MFD02908	PRJNA1071982	SAMN39874933	SRX23655874	MFD02908.fa			
MFD02909	PRJNA1071982	SAMN39867575	SRX23655875	MFD02909.fa			
MFD02910	PRJNA1071982	SAMN39867576	SRX23655876	MFD02910.fa			
MFD02911	PRJNA1071982	SAMN39867577	SRX23655877	MFD02911.fa			
MFD02912	PRJNA1071982	SAMN39867578	SRX23655878	MFD02912.fa			
MFD02913	PRJNA1071982	SAMN39867579	SRX23655879	MFD02913.fa	SRX23627916	SRX23627915	SRX23662607
MFD02914	PRJNA1071982	SAMN39867580	SRX23655880	MFD02914.fa			
MFD02915	PRJNA1071982	SAMN39867581	SRX23655881	MFD02915.fa			
MFD02916	PRJNA1071982	SAMN39867582	SRX23655884	MFD02916.fa			
MFD02917	PRJNA1071982	SAMN39867583	SRX23655885	MFD02917.fa			
MFD02918	PRJNA1071982	SAMN39867584	SRX23655886	MFD02918.fa			
MFD02919	PRJNA1071982	SAMN39867585	SRX23655887	MFD02919.fa			
MFD02920	PRJNA1071982	SAMN39867586	SRX23655888	MFD02920.fa			
MFD02921	PRJNA1071982	SAMN39867587	SRX23655889	MFD02921.fa			
MFD02922	PRJNA1071982	SAMN39867588	SRX23655890	MFD02922.fa			
MFD02923	PRJNA1071982	SAMN39867589	SRX23655891	MFD02923.fa			
MFD02924	PRJNA1071982	SAMN39867590	SRX23655892	MFD02924.fa			
MFD02925	PRJNA1071982	SAMN39867591	SRX23655893	MFD02925.fa			
MFD02926	PRJNA1071982	SAMN39867592	SRX23655895	MFD02926.fa			
MFD02927	PRJNA1071982	SAMN39867593	SRX23655896	MFD02927.fa			
MFD02928	PRJNA1071982	SAMN39867594	SRX23655897	MFD02928.fa			
MFD02929	PRJNA1071982	SAMN39867595	SRX23655898	MFD02929.fa			
MFD02930	PRJNA1071982	SAMN39867596	SRX23655899	MFD02930.fa			
MFD02931	PRJNA1071982	SAMN39867597	SRX23655900	MFD02931.fa			
MFD02932	PRJNA1071982	SAMN39867598	SRX23655901	MFD02932.fa			
MFD02933	PRJNA1071982	SAMN39867599	SRX23655902	MFD02933.fa			
MFD02934	PRJNA1071982	SAMN39867600	SRX23655903	MFD02934.fa			
MFD02935	PRJNA1071982	SAMN39867601	SRX23655904	MFD02935.fa			
MFD02936	PRJNA1071982	SAMN39867602	SRX23655906	MFD02936.fa			
MFD02937	PRJNA1071982	SAMN39867603	SRX23655907	MFD02937.fa			
MFD02938	PRJNA1071982	SAMN39867604	SRX23655908	MFD02938.fa			
MFD02939	PRJNA1071982	SAMN39867605	SRX23655909	MFD02939.fa			
MFD02940	PRJNA1071982	SAMN39867606	SRX23655910	MFD02940.fa			
MFD02941	PRJNA1071982	SAMN39867607	SRX23655911	MFD02941.fa			
MFD02942	PRJNA1071982	SAMN39867608	SRX23655912	MFD02942.fa			
MFD02943	PRJNA1071982	SAMN39867609	SRX23655913	MFD02943.fa			
MFD02944	PRJNA1071982	SAMN39867610	SRX23655914	MFD02944.fa			
MFD02945	PRJNA1071982	SAMN39867611	SRX23655915	MFD02945.fa			
MFD02946	PRJNA1071982	SAMN39867612	SRX23655917	MFD02946.fa			
MFD02947	PRJNA1071982	SAMN39867613	SRX23655918	MFD02947.fa			
MFD02948	PRJNA1071982	SAMN39867614	SRX23655919	MFD02948.fa			
MFD02949	PRJNA1071982	SAMN39867615	SRX23655920	MFD02949.fa			
MFD02950	PRJNA1071982	SAMN39867616	SRX23655921	MFD02950.fa			
MFD02951	PRJNA1071982	SAMN39867617	SRX23655922	MFD02951.fa			
MFD02952	PRJNA1071982	SAMN39867618	SRX23655923	MFD02952.fa			
MFD02953	PRJNA1071982	SAMN39867619	SRX23655924	MFD02953.fa			
MFD02954	PRJNA1071982	SAMN39867620	SRX23655925	MFD02954.fa			
MFD02955	PRJNA1071982	SAMN39867621	SRX23655926	MFD02955.fa			
MFD02956	PRJNA1071982	SAMN39867622	SRX23655928	MFD02956.fa			
MFD02957	PRJNA1071982	SAMN39867623	SRX23655929	MFD02957.fa			
MFD02958	PRJNA1071982	SAMN39867624	SRX23655930	MFD02958.fa			
MFD02959	PRJNA1071982	SAMN39867625	SRX23655931	MFD02959.fa			
MFD02960	PRJNA1071982	SAMN39867626	SRX23655932	MFD02960.fa			
MFD02961	PRJNA1071982	SAMN39867627	SRX23655933	MFD02961.fa			
MFD02962	PRJNA1071982	SAMN39867628	SRX23655934	MFD02962.fa			
MFD02963	PRJNA1071982	SAMN39867629	SRX23655935	MFD02963.fa			
MFD02964	PRJNA1071982	SAMN39867630	SRX23655936	MFD02964.fa			
MFD02965	PRJNA1071982	SAMN39867631	SRX23655937	MFD02965.fa			
MFD02966	PRJNA1071982	SAMN39867632	SRX23655939	MFD02966.fa			
MFD02967	PRJNA1071982	SAMN39867633	SRX23655940	MFD02967.fa			
MFD02968	PRJNA1071982	SAMN39867634	SRX23655941	MFD02968.fa			
MFD02969	PRJNA1071982	SAMN39867635	SRX23655942	MFD02969.fa			
MFD02970	PRJNA1071982	SAMN39867636	SRX23655943	MFD02970.fa			
MFD02971	PRJNA1071982	SAMN39867637	SRX23655944	MFD02971.fa			
MFD02972	PRJNA1071982	SAMN39867638	SRX23655945	MFD02972.fa			
MFD02973	PRJNA1071982	SAMN39867639	SRX23655946	MFD02973.fa			
MFD02974	PRJNA1071982	SAMN39867640	SRX23655947	MFD02974.fa			
MFD02975	PRJNA1071982	SAMN39867641	SRX23655948	MFD02975.fa			
MFD02976	PRJNA1071982	SAMN39867642	SRX23655950	MFD02976.fa			
MFD02977	PRJNA1071982	SAMN39867643	SRX23655951	MFD02977.fa	SRX23627918	SRX23627917	SRX23662608
MFD02978	PRJNA1071982	SAMN39867644	SRX23655462	MFD02978.fa			
MFD02979	PRJNA1071982	SAMN39867645	SRX23655463	MFD02979.fa			
MFD02980	PRJNA1071982	SAMN39867646	SRX23655464	MFD02980.fa			
MFD02981	PRJNA1071982	SAMN39867647	SRX23655465	MFD02981.fa			
MFD02982	PRJNA1071982	SAMN39867648	SRX23655466	MFD02982.fa			
MFD02983	PRJNA1071982	SAMN39867649	SRX23655467	MFD02983.fa	SRX23627920	SRX23627919	SRX23662609
MFD02984	PRJNA1071982	SAMN39867650	SRX23655468	MFD02984.fa			
MFD02985	PRJNA1071982	SAMN39867651	SRX23655469	MFD02985.fa			
MFD02986	PRJNA1071982	SAMN39867652	SRX23655471	MFD02986.fa			
MFD02987	PRJNA1071982	SAMN39867653	SRX23655472	MFD02987.fa			
MFD02988	PRJNA1071982	SAMN39867654	SRX23655473	MFD02988.fa			
MFD02989	PRJNA1071982	SAMN39867655	SRX23655474	MFD02989.fa			
MFD02990	PRJNA1071982	SAMN39867656	SRX23655475	MFD02990.fa	SRX23627922	SRX23627921	SRX23662610
MFD02991	PRJNA1071982	SAMN39867657	SRX23655476	MFD02991.fa			
MFD02992	PRJNA1071982	SAMN39867658	SRX23655477	MFD02992.fa			
MFD02993	PRJNA1071982	SAMN39867659	SRX23655478	MFD02993.fa			
MFD02994	PRJNA1071982	SAMN39867660	SRX23655479	MFD02994.fa			
MFD02995	PRJNA1071982	SAMN39867661	SRX23655480	MFD02995.fa			
MFD02996	PRJNA1071982	SAMN39867662	SRX23655482	MFD02996.fa			
MFD02997	PRJNA1071982	SAMN39867663	SRX23655483	MFD02997.fa			
MFD02998	PRJNA1071982	SAMN39867664	SRX23655484	MFD02998.fa			
MFD02999	PRJNA1071982	SAMN39867665	SRX23655485	MFD02999.fa			
MFD03000	PRJNA1071982	SAMN39867666	SRX23655486	MFD03000.fa			
MFD03001	PRJNA1071982	SAMN39867667	SRX23655487	MFD03001.fa			
MFD03002	PRJNA1071982	SAMN39867668	SRX23655488	MFD03002.fa			
MFD03003	PRJNA1071982	SAMN39867669	SRX23655489	MFD03003.fa			
MFD03004	PRJNA1071982	SAMN39867670	SRX23655952	MFD03004.fa			
MFD03005	PRJNA1071982	SAMN39867671	SRX23655953	MFD03005.fa			
MFD03006	PRJNA1071982	SAMN39867672	SRX23655955	MFD03006.fa			
MFD03007	PRJNA1071982	SAMN39867673	SRX23655956	MFD03007.fa			
MFD03008	PRJNA1071982	SAMN39867674	SRX23655957	MFD03008.fa			
MFD03009	PRJNA1071982	SAMN39867675	SRX23655958	MFD03009.fa			
MFD03010	PRJNA1071982	SAMN39867676	SRX23655959	MFD03010.fa			
MFD03011	PRJNA1071982	SAMN39867677	SRX23655960	MFD03011.fa			
MFD03012	PRJNA1071982	SAMN39867678	SRX23655961	MFD03012.fa			
MFD03013	PRJNA1071982	SAMN39867679	SRX23655962	MFD03013.fa			
MFD03014	PRJNA1071982	SAMN39867680	SRX23655963	MFD03014.fa			
MFD03015	PRJNA1071982	SAMN39867681	SRX23655964	MFD03015.fa			
MFD03016	PRJNA1071982	SAMN39867682	SRX23655967	MFD03016.fa			
MFD03017	PRJNA1071982	SAMN39867683	SRX23655968	MFD03017.fa			
MFD03018	PRJNA1071982	SAMN39867684	SRX23655969	MFD03018.fa			
MFD03019	PRJNA1071982	SAMN39867685	SRX23655970	MFD03019.fa			
MFD03020	PRJNA1071982	SAMN39867686	SRX23655971	MFD03020.fa	SRX23627925	SRX23627924	SRX23662612
MFD03021	PRJNA1071982	SAMN39867687	SRX23655972	MFD03021.fa			
MFD03022	PRJNA1071982	SAMN39867688	SRX23655973	MFD03022.fa			
MFD03023	PRJNA1071982	SAMN39867689	SRX23655974	MFD03023.fa			
MFD03024	PRJNA1071982	SAMN39867690	SRX23655975	MFD03024.fa			
MFD03025	PRJNA1071982	SAMN39867691	SRX23655976	MFD03025.fa			
MFD03026	PRJNA1071982	SAMN39867692	SRX23655978	MFD03026.fa			
MFD03027	PRJNA1071982	SAMN39867693	SRX23655979	MFD03027.fa			
MFD03028	PRJNA1071982	SAMN39867694	SRX23655292	MFD03028.fa			
MFD03029	PRJNA1071982	SAMN39867695	SRX23655293	MFD03029.fa			
MFD03030	PRJNA1071982	SAMN39867696	SRX23655294	MFD03030.fa	SRX23627927	SRX23627926	SRX23662613
MFD03031	PRJNA1071982	SAMN39867697	SRX23655295	MFD03031.fa			
MFD03032	PRJNA1071982	SAMN39867698	SRX23655296	MFD03032.fa			
MFD03033	PRJNA1071982	SAMN39867699	SRX23655297	MFD03033.fa			
MFD03034	PRJNA1071982	SAMN39867700	SRX23655298	MFD03034.fa			
MFD03035	PRJNA1071982	SAMN39867701	SRX23655299	MFD03035.fa			
MFD03036	PRJNA1071982	SAMN39867702	SRX23655301	MFD03036.fa			
MFD03037	PRJNA1071982	SAMN39867703	SRX23655302	MFD03037.fa			
MFD03038	PRJNA1071982	SAMN39867704	SRX23655303	MFD03038.fa			
MFD03039	PRJNA1071982	SAMN39867705	SRX23655304	MFD03039.fa			
MFD03040	PRJNA1071982	SAMN39867706	SRX23655305	MFD03040.fa			
MFD03041	PRJNA1071982	SAMN39867707	SRX23655306	MFD03041.fa			
MFD03042	PRJNA1071982	SAMN39867708	SRX23655307	MFD03042.fa			
MFD03043	PRJNA1071982	SAMN39867709	SRX23655308	MFD03043.fa			
MFD03044	PRJNA1071982	SAMN39867710	SRX23655309	MFD03044.fa			
