fieldsample_barcode	BioProject	BioSample	Metagenome	Metagenome_assembly	EUK_operon	BAC_operon	UMI_16SrRNA
MFD03045	PRJNA1071982	SAMN39867711	SRX23655310	MFD03045.fa			
MFD03046	PRJNA1071982	SAMN39867712	SRX23655312	MFD03046.fa			
MFD03047	PRJNA1071982	SAMN39867713	SRX23655313	MFD03047.fa			
MFD03048	PRJNA1071982	SAMN39867714	SRX23655314	MFD03048.fa			
MFD03049	PRJNA1071982	SAMN39867715	SRX23655315	MFD03049.fa			
MFD03050	PRJNA1071982	SAMN39867716	SRX23655316	MFD03050.fa			
MFD03051	PRJNA1071982	SAMN39867717	SRX23655317	MFD03051.fa			
MFD03052	PRJNA1071982	SAMN39867718	SRX23655318	MFD03052.fa			
MFD03053	PRJNA1071982	SAMN39867719	SRX23655319	MFD03053.fa			
MFD03054	PRJNA1071982	SAMN39867720	SRX23655490	MFD03054.fa			
MFD03055	PRJNA1071982	SAMN39867721	SRX23655491	MFD03055.fa			
MFD03056	PRJNA1071982	SAMN39867722	SRX23655493	MFD03056.fa			
MFD03057	PRJNA1071982	SAMN39867723	SRX23655494	MFD03057.fa			
MFD03058	PRJNA1071982	SAMN39867724	SRX23655495	MFD03058.fa			
MFD03059	PRJNA1071982	SAMN39867725	SRX23655496	MFD03059.fa			
MFD03060	PRJNA1071982	SAMN39867726	SRX23655497	MFD03060.fa			
MFD03061	PRJNA1071982	SAMN39867727	SRX23655498	MFD03061.fa			
MFD03062	PRJNA1071982	SAMN39867728	SRX23655499	MFD03062.fa			
MFD03063	PRJNA1071982	SAMN39867729	SRX23655500	MFD03063.fa			
MFD03064	PRJNA1071982	SAMN39867730	SRX23655501	MFD03064.fa			
MFD03065	PRJNA1071982	SAMN39867731	SRX23655502	MFD03065.fa			
MFD03066	PRJNA1071982	SAMN39867732	SRX23655504	MFD03066.fa			
MFD03067	PRJNA1071982	SAMN39867733	SRX23655505	MFD03067.fa			
MFD03069	PRJNA1071982	SAMN39867734	SRX23655506	MFD03069.fa			
MFD03070	PRJNA1071982	SAMN39867735	SRX23655507	MFD03070.fa			
MFD03071	PRJNA1071982	SAMN39867736	SRX23655508	MFD03071.fa			
MFD03072	PRJNA1071982	SAMN39867737	SRX23655509	MFD03072.fa			
MFD03073	PRJNA1071982	SAMN39867738	SRX23655510	MFD03073.fa			
MFD03074	PRJNA1071982	SAMN39867739	SRX23655511	MFD03074.fa			
MFD03075	PRJNA1071982	SAMN39867740	SRX23655512	MFD03075.fa			
MFD03076	PRJNA1071982	SAMN39867741	SRX23655513	MFD03076.fa			
MFD03077	PRJNA1071982	SAMN39867742	SRX23655515	MFD03077.fa			
MFD03078	PRJNA1071982	SAMN39867743	SRX23655516	MFD03078.fa			
MFD03079	PRJNA1071982	SAMN39867744	SRX23655517	MFD03079.fa			
MFD03080	PRJNA1071982	SAMN39867745	SRX23655320	MFD03080.fa			
MFD03081	PRJNA1071982	SAMN39867746	SRX23655321	MFD03081.fa			
MFD03082	PRJNA1071982	SAMN39867747	SRX23655322	MFD03082.fa			
MFD03083	PRJNA1071982	SAMN39867748	SRX23655323	MFD03083.fa			
MFD03084	PRJNA1071982	SAMN39867749	SRX23655324	MFD03084.fa			
MFD03085	PRJNA1071982	SAMN39867750	SRX23655325	MFD03085.fa			
MFD03086	PRJNA1071982	SAMN39867751	SRX23655326	MFD03086.fa			
MFD03087	PRJNA1071982	SAMN39867752	SRX23655328	MFD03087.fa			
MFD03088	PRJNA1071982	SAMN39867753	SRX23655329	MFD03088.fa			
MFD03089	PRJNA1071982	SAMN39867754	SRX23655330	MFD03089.fa			
MFD03090	PRJNA1071982	SAMN39867755	SRX23655331	MFD03090.fa			
MFD03091	PRJNA1071982	SAMN39867756	SRX23655332	MFD03091.fa			
MFD03092	PRJNA1071982	SAMN39867757	SRX23655333	MFD03092.fa			
MFD03093	PRJNA1071982	SAMN39867758	SRX23655334	MFD03093.fa			
MFD03094	PRJNA1071982	SAMN39867759	SRX23655335	MFD03094.fa			
MFD03095	PRJNA1071982	SAMN39867760	SRX23655336	MFD03095.fa			
MFD03096	PRJNA1071982	SAMN39867761	SRX23655337	MFD03096.fa			
MFD03097	PRJNA1071982	SAMN39867762	SRX23655339	MFD03097.fa			
MFD03098	PRJNA1071982	SAMN39867763	SRX23655340	MFD03098.fa			
MFD03099	PRJNA1071982	SAMN39867764	SRX23655341	MFD03099.fa			
MFD03101	PRJNA1071982	SAMN39867765	SRX23655342	MFD03101.fa			
MFD03102	PRJNA1071982	SAMN39867766	SRX23655343	MFD03102.fa			
MFD03107	PRJNA1071982	SAMN39867767	SRX23655344	MFD03107.fa			
MFD03114	PRJNA1071982	SAMN39867768	SRX23655345	MFD03114.fa			
MFD03115	PRJNA1071982	SAMN39867769	SRX23655346	MFD03115.fa			
MFD03231	PRJNA1071982	SAMN39867770	SRX23655347	MFD03231.fa			
MFD03232	PRJNA1071982	SAMN39867771	SRX23655518	MFD03232.fa			
MFD03233	PRJNA1071982	SAMN39867772	SRX23655520	MFD03233.fa	SRX23627929	SRX23627928	
MFD03234	PRJNA1071982	SAMN39867773	SRX23655521	MFD03234.fa	SRX23627931	SRX23627930	
MFD03235	PRJNA1071982	SAMN39867774	SRX23655522	MFD03235.fa			
MFD03236	PRJNA1071982	SAMN39867775	SRX23655523	MFD03236.fa	SRX23627933	SRX23627932	
MFD03237	PRJNA1071982	SAMN39867776	SRX23655524	MFD03237.fa			
MFD03245	PRJNA1071982	SAMN39867777	SRX23655525	MFD03245.fa			
MFD03246	PRJNA1071982	SAMN39867778	SRX23655526	MFD03246.fa			
MFD03247	PRJNA1071982	SAMN39867779	SRX23655527	MFD03247.fa			
MFD03248	PRJNA1071982	SAMN39867780	SRX23655528	MFD03248.fa			
MFD03249	PRJNA1071982	SAMN39867781	SRX23655529	MFD03249.fa			
MFD03250	PRJNA1071982	SAMN39867782	SRX23655532	MFD03250.fa			
MFD03251	PRJNA1071982	SAMN39867783	SRX23655533	MFD03251.fa			
MFD03252	PRJNA1071982	SAMN39867784	SRX23655534	MFD03252.fa			
MFD03253	PRJNA1071982	SAMN39867785	SRX23655535	MFD03253.fa			
MFD03254	PRJNA1071982	SAMN39867786	SRX23655536	MFD03254.fa			
MFD03255	PRJNA1071982	SAMN39867787	SRX23655537	MFD03255.fa			
MFD03256	PRJNA1071982	SAMN39867788	SRX23655538	MFD03256.fa			
MFD03257	PRJNA1071982	SAMN39867789	SRX23655539	MFD03257.fa			
MFD03258	PRJNA1071982	SAMN39867790	SRX23655540	MFD03258.fa			
MFD03259	PRJNA1071982	SAMN39867791	SRX23655541	MFD03259.fa			
MFD03260	PRJNA1071982	SAMN39867792	SRX23655543	MFD03260.fa			
MFD03261	PRJNA1071982	SAMN39867793	SRX23655544	MFD03261.fa	SRX23627936	SRX23627935	
MFD03262	PRJNA1071982	SAMN39867794	SRX23655545	MFD03262.fa	SRX23627938	SRX23627937	
MFD03263	PRJNA1071982	SAMN39867795	SRX23663770	MFD03263.fa			
MFD03264	PRJNA1071982	SAMN39867796	SRX23663771	MFD03264.fa			
MFD03265	PRJNA1071982	SAMN39867797	SRX23663885	MFD03265.fa			
MFD03266	PRJNA1071982	SAMN39867798	SRX23664367	MFD03266.fa			
MFD03267	PRJNA1071982	SAMN39867799	SRX23663964	MFD03267.fa			
MFD03268	PRJNA1071982	SAMN39867800	SRX23664448	MFD03268.fa			
MFD03269	PRJNA1071982	SAMN39867801	SRX23664243	MFD03269.fa			
MFD03270	PRJNA1071982	SAMN39867802	SRX23664263	MFD03270.fa			
MFD03271	PRJNA1071982	SAMN39867803	SRX23664573	MFD03271.fa			
MFD03272	PRJNA1071982	SAMN39867804	SRX23664188	MFD03272.fa	SRX23627748	SRX23627747	
MFD03273	PRJNA1071982	SAMN39867805	SRX23663772	MFD03273.fa			
MFD03274	PRJNA1071982	SAMN39867806	SRX23663783	MFD03274.fa			
MFD03275	PRJNA1071982	SAMN39867807	SRX23663794	MFD03275.fa			
MFD03276	PRJNA1071982	SAMN39867808	SRX23663980	MFD03276.fa			
MFD03278	PRJNA1071982	SAMN39867809	SRX23663991	MFD03278.fa			
MFD03279	PRJNA1071982	SAMN39867810	SRX23664290	MFD03279.fa			
MFD03280	PRJNA1071982	SAMN39867811	SRX23664301	MFD03280.fa			
MFD03281	PRJNA1071982	SAMN39867812	SRX23664312	MFD03281.fa			
MFD03282	PRJNA1071982	SAMN39867813	SRX23663863	MFD03282.fa			
MFD03283	PRJNA1071982	SAMN39867814	SRX23663874	MFD03283.fa			
MFD03284	PRJNA1071982	SAMN39867815	SRX23663886	MFD03284.fa			
MFD03285	PRJNA1071982	SAMN39867816	SRX23664326	MFD03285.fa			
MFD03286	PRJNA1071982	SAMN39867817	SRX23664337	MFD03286.fa			
MFD03287	PRJNA1071982	SAMN39867818	SRX23663890	MFD03287.fa			
MFD03288	PRJNA1071982	SAMN39867819	SRX23663901	MFD03288.fa			
MFD03289	PRJNA1071982	SAMN39867820	SRX23663912	MFD03289.fa			
MFD03290	PRJNA1071982	SAMN39867821	SRX23664007	MFD03290.fa			
MFD03291	PRJNA1071982	SAMN39867822	SRX23664018	MFD03291.fa			
MFD03292	PRJNA1071982	SAMN39867823	SRX23664345	MFD03292.fa			
MFD03293	PRJNA1071982	SAMN39867824	SRX23664356	MFD03293.fa			
MFD03294	PRJNA1071982	SAMN39867825	SRX23664368	MFD03294.fa			
MFD03295	PRJNA1071982	SAMN39867826	SRX23663921	MFD03295.fa			
MFD03296	PRJNA1071982	SAMN39867827	SRX23663932	MFD03296.fa			
MFD03297	PRJNA1071982	SAMN39867828	SRX23663943	MFD03297.fa			
MFD03298	PRJNA1071982	SAMN39867829	SRX23664039	MFD03298.fa			
MFD03299	PRJNA1071982	SAMN39867830	SRX23664050	MFD03299.fa			
MFD03300	PRJNA1071982	SAMN39867831	SRX23664378	MFD03300.fa			
MFD03301	PRJNA1071982	SAMN39867832	SRX23664389	MFD03301.fa			
MFD03302	PRJNA1071982	SAMN39867833	SRX23664400	MFD03302.fa			
MFD03303	PRJNA1071982	SAMN39867834	SRX23663953	MFD03303.fa			
MFD03304	PRJNA1071982	SAMN39867835	SRX23663965	MFD03304.fa			
MFD03305	PRJNA1071982	SAMN39867836	SRX23664405	MFD03305.fa			
MFD03306	PRJNA1071982	SAMN39867837	SRX23664416	MFD03306.fa			
MFD03307	PRJNA1071982	SAMN39867838	SRX23664427	MFD03307.fa			
MFD03308	PRJNA1071982	SAMN39867839	SRX23664065	MFD03308.fa			
MFD03309	PRJNA1071982	SAMN39867840	SRX23664076	MFD03309.fa			
MFD03310	PRJNA1071982	SAMN39867841	SRX23664201	MFD03310.fa			
MFD03311	PRJNA1071982	SAMN39867842	SRX23664212	MFD03311.fa			
MFD03312	PRJNA1071982	SAMN39867843	SRX23664223	MFD03312.fa			
MFD03313	PRJNA1071982	SAMN39867844	SRX23664437	MFD03313.fa			
MFD03314	PRJNA1071982	SAMN39867845	SRX23664449	MFD03314.fa			
MFD03315	PRJNA1071982	SAMN39867846	SRX23664460	MFD03315.fa			
MFD03316	PRJNA1071982	SAMN39867847	SRX23664471	MFD03316.fa			
MFD03317	PRJNA1071982	SAMN39867848	SRX23664482	MFD03317.fa			
MFD03318	PRJNA1071982	SAMN39867849	SRX23664493	MFD03318.fa			
MFD03319	PRJNA1071982	SAMN39867850	SRX23664504	MFD03319.fa			
MFD03320	PRJNA1071982	SAMN39867851	SRX23664086	MFD03320.fa			
MFD03321	PRJNA1071982	SAMN39867852	SRX23664097	MFD03321.fa			
MFD03322	PRJNA1071982	SAMN39867853	SRX23664108	MFD03322.fa			
MFD03323	PRJNA1071982	SAMN39867854	SRX23664232	MFD03323.fa			
MFD03324	PRJNA1071982	SAMN39867855	SRX23664244	MFD03324.fa			
MFD03325	PRJNA1071982	SAMN39867856	SRX23664255	MFD03325.fa			
MFD03326	PRJNA1071982	SAMN39867857	SRX23663750	MFD03326.fa			
MFD03327	PRJNA1071982	SAMN39867858	SRX23663761	MFD03327.fa			
MFD03328	PRJNA1071982	SAMN39867859	SRX23664116	MFD03328.fa			
MFD03329	PRJNA1071982	SAMN39867860	SRX23664127	MFD03329.fa			
MFD03330	PRJNA1071982	SAMN39867861	SRX23664138	MFD03330.fa			
MFD03331	PRJNA1071982	SAMN39867862	SRX23664518	MFD03331.fa			
MFD03332	PRJNA1071982	SAMN39867863	SRX23664529	MFD03332.fa			
MFD03333	PRJNA1071982	SAMN39867864	SRX23664540	MFD03333.fa			
MFD03334	PRJNA1071982	SAMN39867865	SRX23664264	MFD03334.fa			
MFD03335	PRJNA1071982	SAMN39867866	SRX23664275	MFD03335.fa			
MFD03336	PRJNA1071982	SAMN39867867	SRX23664286	MFD03336.fa			
MFD03337	PRJNA1071982	SAMN39867868	SRX23663807	MFD03337.fa			
MFD03338	PRJNA1071982	SAMN39867869	SRX23663818	MFD03338.fa			
MFD03339	PRJNA1071982	SAMN39867870	SRX23664546	MFD03339.fa			
MFD03340	PRJNA1071982	SAMN39867871	SRX23664557	MFD03340.fa			
MFD03341	PRJNA1071982	SAMN39867872	SRX23664568	MFD03341.fa			
MFD03342	PRJNA1071982	SAMN39867873	SRX23664151	MFD03342.fa			
MFD03343	PRJNA1071982	SAMN39867874	SRX23664162	MFD03343.fa			
MFD03344	PRJNA1071982	SAMN39867875	SRX23664574	MFD03344.fa			
MFD03345	PRJNA1071982	SAMN39867876	SRX23664585	MFD03345.fa			
MFD03346	PRJNA1071982	SAMN39867877	SRX23664596	MFD03346.fa			
MFD03347	PRJNA1071982	SAMN39867878	SRX23663834	MFD03347.fa			
MFD03348	PRJNA1071982	SAMN39867879	SRX23663845	MFD03348.fa			
MFD03349	PRJNA1071982	SAMN39867880	SRX23664601	MFD03349.fa			
MFD03350	PRJNA1071982	SAMN39867881	SRX23664612	MFD03350.fa			
MFD03351	PRJNA1071982	SAMN39867882	SRX23664623	MFD03351.fa			
MFD03352	PRJNA1071982	SAMN39867883	SRX23664178	MFD03352.fa			
MFD03353	PRJNA1071982	SAMN39867884	SRX23664187	MFD03353.fa			
MFD03354	PRJNA1071982	SAMN39867885	SRX23664189	MFD03354.fa			
MFD03355	PRJNA1071982	SAMN39867886	SRX23664190	MFD03355.fa			
MFD03356	PRJNA1071982	SAMN39867887	SRX23664191	MFD03356.fa			
MFD03357	PRJNA1071982	SAMN39867888	SRX23664192	MFD03357.fa			
MFD03358	PRJNA1071982	SAMN39867889	SRX23664193	MFD03358.fa			
MFD03359	PRJNA1071982	SAMN39867890	SRX23664194	MFD03359.fa			
MFD03360	PRJNA1071982	SAMN39867891	SRX23664195	MFD03360.fa			
MFD03361	PRJNA1071982	SAMN39867892	SRX23664196	MFD03361.fa			
MFD03362	PRJNA1071982	SAMN39867893	SRX23664197	MFD03362.fa			
MFD03363	PRJNA1071982	SAMN39867894	SRX23664198	MFD03363.fa			
MFD03365	PRJNA1071982	SAMN39867895	SRX23663773	MFD03365.fa			
MFD03382	PRJNA1071982	SAMN39867896	SRX23663774	MFD03382.fa			
MFD03383	PRJNA1071982	SAMN39867897	SRX23663775	MFD03383.fa			
MFD03384	PRJNA1071982	SAMN39867898	SRX23663776	MFD03384.fa			
MFD03388	PRJNA1071982	SAMN39867899	SRX23663777	MFD03388.fa			
MFD03389	PRJNA1071982	SAMN39867900	SRX23663778	MFD03389.fa			
MFD03390	PRJNA1071982	SAMN39867901	SRX23663779	MFD03390.fa			
MFD03391	PRJNA1071982	SAMN39867902	SRX23663780	MFD03391.fa			
MFD03392	PRJNA1071982	SAMN39867903	SRX23663781	MFD03392.fa			
MFD03393	PRJNA1071982	SAMN39867904	SRX23663782	MFD03393.fa			
MFD03394	PRJNA1071982	SAMN39867905	SRX23663784	MFD03394.fa			
MFD03395	PRJNA1071982	SAMN39867906	SRX23663785	MFD03395.fa			
MFD03396	PRJNA1071982	SAMN39867907	SRX23663786	MFD03396.fa			
MFD03398	PRJNA1071982	SAMN39867908	SRX23663787	MFD03398.fa			
MFD03399	PRJNA1071982	SAMN39867909	SRX23663788	MFD03399.fa			
MFD03400	PRJNA1071982	SAMN39867910	SRX23663789	MFD03400.fa			
MFD03401	PRJNA1071982	SAMN39867911	SRX23663790	MFD03401.fa			
MFD03402	PRJNA1071982	SAMN39867912	SRX23663791	MFD03402.fa			
MFD03403	PRJNA1071982	SAMN39867913	SRX23663792	MFD03403.fa			
MFD03404	PRJNA1071982	SAMN39867914	SRX23663793	MFD03404.fa			
MFD03405	PRJNA1071982	SAMN39867915	SRX23663795	MFD03405.fa			
MFD03406	PRJNA1071982	SAMN39867916	SRX23663796	MFD03406.fa			
MFD03407	PRJNA1071982	SAMN39867917	SRX23663797	MFD03407.fa			
MFD03408	PRJNA1071982	SAMN39867918	SRX23663973	MFD03408.fa			
MFD03409	PRJNA1071982	SAMN39867919	SRX23663974	MFD03409.fa			
MFD03410	PRJNA1071982	SAMN39867920	SRX23663975	MFD03410.fa			
MFD03411	PRJNA1071982	SAMN39867921	SRX23663976	MFD03411.fa			
MFD03412	PRJNA1071982	SAMN39867922	SRX23663977	MFD03412.fa			
MFD03413	PRJNA1071982	SAMN39867923	SRX23663978	MFD03413.fa			
MFD03414	PRJNA1071982	SAMN39867924	SRX23663979	MFD03414.fa			
MFD03415	PRJNA1071982	SAMN39867925	SRX23663981	MFD03415.fa			
MFD03416	PRJNA1071982	SAMN39867926	SRX23663982	MFD03416.fa			
MFD03417	PRJNA1071982	SAMN39867927	SRX23663983	MFD03417.fa			
MFD03420	PRJNA1071982	SAMN39867928	SRX23663984	MFD03420.fa			
MFD03421	PRJNA1071982	SAMN39867929	SRX23663985	MFD03421.fa			
MFD03422	PRJNA1071982	SAMN39867930	SRX23663986	MFD03422.fa			
MFD03432	PRJNA1071982	SAMN39867931	SRX23663987	MFD03432.fa			
MFD03435	PRJNA1071982	SAMN39867932	SRX23663988	MFD03435.fa			
MFD03438	PRJNA1071982	SAMN39867933	SRX23663989	MFD03438.fa			
MFD03439	PRJNA1071982	SAMN39867934	SRX23663990	MFD03439.fa			
MFD03442	PRJNA1071982	SAMN39867935	SRX23663992	MFD03442.fa			
MFD03443	PRJNA1071982	SAMN39867936	SRX23663993	MFD03443.fa			
MFD03445	PRJNA1071982	SAMN39867937	SRX23663994	MFD03445.fa			
MFD03448	PRJNA1071982	SAMN39867938	SRX23663995	MFD03448.fa			
MFD03466	PRJNA1071982	SAMN39867939	SRX23663996	MFD03466.fa			
MFD03474	PRJNA1071982	SAMN39867940	SRX23663997	MFD03474.fa			
MFD03496	PRJNA1071982	SAMN39867941	SRX23663998	MFD03496.fa			
MFD03500	PRJNA1071982	SAMN39867942	SRX23663999	MFD03500.fa			
MFD03501	PRJNA1071982	SAMN39867943	SRX23664288	MFD03501.fa			
MFD03531	PRJNA1071982	SAMN39867944	SRX23664289	MFD03531.fa			
MFD03532	PRJNA1071982	SAMN39867945	SRX23664291	MFD03532.fa			
MFD03533	PRJNA1071982	SAMN39867946	SRX23664292	MFD03533.fa			
MFD03534	PRJNA1071982	SAMN39867947	SRX23664293	MFD03534.fa			
MFD03535	PRJNA1071982	SAMN39867948	SRX23664294	MFD03535.fa			
MFD03536	PRJNA1071982	SAMN39867949	SRX23664295	MFD03536.fa			
MFD03537	PRJNA1071982	SAMN39867950	SRX23664296	MFD03537.fa			
MFD03538	PRJNA1071982	SAMN39867951	SRX23664297	MFD03538.fa			
MFD03539	PRJNA1071982	SAMN39867952	SRX23664298	MFD03539.fa			
MFD03540	PRJNA1071982	SAMN39867953	SRX23664299	MFD03540.fa			
MFD03542	PRJNA1071982	SAMN39867954	SRX23664300	MFD03542.fa			
MFD03543	PRJNA1071982	SAMN39867955	SRX23664302	MFD03543.fa			
MFD03544	PRJNA1071982	SAMN39867956	SRX23664303	MFD03544.fa			
MFD03545	PRJNA1071982	SAMN39867957	SRX23664304	MFD03545.fa			
MFD03546	PRJNA1071982	SAMN39867958	SRX23664305	MFD03546.fa			
MFD03547	PRJNA1071982	SAMN39867959	SRX23664306	MFD03547.fa			
MFD03548	PRJNA1071982	SAMN39867960	SRX23664307	MFD03548.fa			
MFD03549	PRJNA1071982	SAMN39867961	SRX23664308	MFD03549.fa			
MFD03550	PRJNA1071982	SAMN39867962	SRX23664309	MFD03550.fa			
MFD03551	PRJNA1071982	SAMN39867963	SRX23664310	MFD03551.fa			
MFD03553	PRJNA1071982	SAMN39867964	SRX23664311	MFD03553.fa			
MFD03554	PRJNA1071982	SAMN39867965	SRX23664313	MFD03554.fa			
MFD03556	PRJNA1071982	SAMN39867966	SRX23664314	MFD03556.fa			
MFD03558	PRJNA1071982	SAMN39867967	SRX23664315	MFD03558.fa			
MFD03559	PRJNA1071982	SAMN39867968	SRX23663856	MFD03559.fa			
MFD03563	PRJNA1071982	SAMN39867969	SRX23663857	MFD03563.fa			
MFD03565	PRJNA1071982	SAMN39867970	SRX23663858	MFD03565.fa			
MFD03566	PRJNA1071982	SAMN39867971	SRX23663859	MFD03566.fa			
MFD03567	PRJNA1071982	SAMN39867972	SRX23663860	MFD03567.fa			
MFD03568	PRJNA1071982	SAMN39867973	SRX23663861	MFD03568.fa			
MFD03569	PRJNA1071982	SAMN39867974	SRX23663862	MFD03569.fa			
MFD03570	PRJNA1071982	SAMN39867975	SRX23663864	MFD03570.fa			
MFD03571	PRJNA1071982	SAMN39867976	SRX23663865	MFD03571.fa			
MFD03572	PRJNA1071982	SAMN39867977	SRX23663866	MFD03572.fa			
MFD03573	PRJNA1071982	SAMN39867978	SRX23663867	MFD03573.fa			
MFD03574	PRJNA1071982	SAMN39867979	SRX23663868	MFD03574.fa			
MFD03575	PRJNA1071982	SAMN39867980	SRX23663869	MFD03575.fa			
MFD03576	PRJNA1071982	SAMN39867981	SRX23663870	MFD03576.fa			
MFD03577	PRJNA1071982	SAMN39867982	SRX23663871	MFD03577.fa			
MFD03579	PRJNA1071982	SAMN39867983	SRX23663872	MFD03579.fa			
MFD03580	PRJNA1071982	SAMN39867984	SRX23663873	MFD03580.fa			
MFD03581	PRJNA1071982	SAMN39867985	SRX23663875	MFD03581.fa			
MFD03582	PRJNA1071982	SAMN39867986	SRX23663876	MFD03582.fa			
MFD03583	PRJNA1071982	SAMN39867987	SRX23663877	MFD03583.fa			
MFD03584	PRJNA1071982	SAMN39867988	SRX23663878	MFD03584.fa			
MFD03585	PRJNA1071982	SAMN39867989	SRX23663879	MFD03585.fa			
MFD03588	PRJNA1071982	SAMN39867990	SRX23663880	MFD03588.fa			
MFD03589	PRJNA1071982	SAMN39867991	SRX23663881	MFD03589.fa			
MFD03590	PRJNA1071982	SAMN39867992	SRX23663882	MFD03590.fa			
MFD03591	PRJNA1071982	SAMN39867993	SRX23663883	MFD03591.fa			
MFD03592	PRJNA1071982	SAMN39867994	SRX23663884	MFD03592.fa			
MFD03593	PRJNA1071982	SAMN39867995	SRX23664316	MFD03593.fa			
MFD03594	PRJNA1071982	SAMN39867996	SRX23664317	MFD03594.fa			
MFD03595	PRJNA1071982	SAMN39867997	SRX23664318	MFD03595.fa			
MFD03596	PRJNA1071982	SAMN39867998	SRX23664319	MFD03596.fa			
MFD03598	PRJNA1071982	SAMN39867999	SRX23664320	MFD03598.fa			
MFD03599	PRJNA1071982	SAMN39868000	SRX23664321	MFD03599.fa			
MFD03600	PRJNA1071982	SAMN39868001	SRX23664322	MFD03600.fa			
MFD03601	PRJNA1071982	SAMN39868002	SRX23664323	MFD03601.fa			
MFD03602	PRJNA1071982	SAMN39868003	SRX23664324	MFD03602.fa	SRX23627750	SRX23627749	SRX23662614
MFD03603	PRJNA1071982	SAMN39868004	SRX23664325	MFD03603.fa			
MFD03604	PRJNA1071982	SAMN39868005	SRX23664327	MFD03604.fa			
MFD03605	PRJNA1071982	SAMN39868006	SRX23664328	MFD03605.fa			
MFD03606	PRJNA1071982	SAMN39868007	SRX23664329	MFD03606.fa			
MFD03607	PRJNA1071982	SAMN39868008	SRX23664330	MFD03607.fa			
MFD03608	PRJNA1071982	SAMN39868009	SRX23664331	MFD03608.fa			
MFD03609	PRJNA1071982	SAMN39868010	SRX23664332	MFD03609.fa			
MFD03610	PRJNA1071982	SAMN39868011	SRX23664333	MFD03610.fa			
MFD03611	PRJNA1071982	SAMN39868012	SRX23664334	MFD03611.fa			
MFD03612	PRJNA1071982	SAMN39868013	SRX23664335	MFD03612.fa			
MFD03613	PRJNA1071982	SAMN39868014	SRX23664336	MFD03613.fa			
MFD03614	PRJNA1071982	SAMN39868015	SRX23664338	MFD03614.fa			
MFD03615	PRJNA1071982	SAMN39868016	SRX23664339	MFD03615.fa			
MFD03616	PRJNA1071982	SAMN39868017	SRX23664340	MFD03616.fa			
MFD03617	PRJNA1071982	SAMN39868018	SRX23664341	MFD03617.fa			
MFD03618	PRJNA1071982	SAMN39868019	SRX23664342	MFD03618.fa			
MFD03621	PRJNA1071982	SAMN39868020	SRX23664343	MFD03621.fa			
MFD03622	PRJNA1071982	SAMN39868021	SRX23664344	MFD03622.fa			
MFD03623	PRJNA1071982	SAMN39868022	SRX23663887	MFD03623.fa			
MFD03624	PRJNA1071982	SAMN39868023	SRX23663888	MFD03624.fa			
MFD03625	PRJNA1071982	SAMN39868024	SRX23663889	MFD03625.fa			
MFD03626	PRJNA1071982	SAMN39868025	SRX23663891	MFD03626.fa			
MFD03627	PRJNA1071982	SAMN39868026	SRX23663892	MFD03627.fa			
MFD03628	PRJNA1071982	SAMN39868027	SRX23663893	MFD03628.fa			
MFD03629	PRJNA1071982	SAMN39868028	SRX23663894	MFD03629.fa			
MFD03631	PRJNA1071982	SAMN39868029	SRX23663895	MFD03631.fa			
MFD03632	PRJNA1071982	SAMN39868030	SRX23663896	MFD03632.fa			
MFD03633	PRJNA1071982	SAMN39868031	SRX23663897	MFD03633.fa			
MFD03634	PRJNA1071982	SAMN39868032	SRX23663898	MFD03634.fa			
MFD03635	PRJNA1071982	SAMN39868033	SRX23663899	MFD03635.fa			
MFD03636	PRJNA1071982	SAMN39868034	SRX23663900	MFD03636.fa	SRX23627752	SRX23627751	SRX23662615
MFD03637	PRJNA1071982	SAMN39868035	SRX23663902	MFD03637.fa			
MFD03638	PRJNA1071982	SAMN39868036	SRX23663903	MFD03638.fa			
MFD03639	PRJNA1071982	SAMN39868037	SRX23663904	MFD03639.fa			
MFD03640	PRJNA1071982	SAMN39868038	SRX23663905	MFD03640.fa	SRX23627755	SRX23627754	SRX23662616
MFD03641	PRJNA1071982	SAMN39868039	SRX23663906	MFD03641.fa			
MFD03642	PRJNA1071982	SAMN39868040	SRX23663907	MFD03642.fa			
MFD03645	PRJNA1071982	SAMN39868041	SRX23663908	MFD03645.fa			
MFD03647	PRJNA1071982	SAMN39868042	SRX23663909	MFD03647.fa	SRX23627757	SRX23627756	SRX23662617
MFD03648	PRJNA1071982	SAMN39868043	SRX23663910	MFD03648.fa			
MFD03649	PRJNA1071982	SAMN39868044	SRX23663911	MFD03649.fa			
MFD03650	PRJNA1071982	SAMN39868045	SRX23663913	MFD03650.fa			
MFD03651	PRJNA1071982	SAMN39868046	SRX23663914	MFD03651.fa			
MFD03653	PRJNA1071982	SAMN39868047	SRX23663915	MFD03653.fa			
MFD03654	PRJNA1071982	SAMN39868048	SRX23664000	MFD03654.fa			
MFD03655	PRJNA1071982	SAMN39868049	SRX23664001	MFD03655.fa			
MFD03656	PRJNA1071982	SAMN39868050	SRX23664002	MFD03656.fa			
MFD03657	PRJNA1071982	SAMN39868051	SRX23664003	MFD03657.fa			
MFD03658	PRJNA1071982	SAMN39874934	SRX23664004	MFD03658.fa			
MFD03659	PRJNA1071982	SAMN39868052	SRX23664005	MFD03659.fa			
MFD03660	PRJNA1071982	SAMN39868053	SRX23664006	MFD03660.fa			
