sample_name	accession
MFD09157	SAMN39873215
MFD09158	SAMN39873216
MFD09159	SAMN39873217
MFD09160	SAMN39873218
MFD09161	SAMN39873219
MFD09162	SAMN39873220
MFD09163	SAMN39873221
MFD09164	SAMN39873222
MFD09165	SAMN39873223
MFD09166	SAMN39873224
MFD09167	SAMN39873225
MFD09168	SAMN39873226
MFD09169	SAMN39873227
MFD09170	SAMN39873228
MFD09171	SAMN39873229
MFD09172	SAMN39873230
MFD09173	SAMN39873231
MFD09174	SAMN39873232
MFD09175	SAMN39873233
MFD09176	SAMN39873234
MFD09177	SAMN39873235
MFD09178	SAMN39873236
MFD09179	SAMN39873237
MFD09180	SAMN39873238
MFD09181	SAMN39873239
MFD09182	SAMN39873240
MFD09183	SAMN39873241
MFD09184	SAMN39873242
MFD09185	SAMN39873243
MFD09186	SAMN39873244
MFD09187	SAMN39873245
MFD09188	SAMN39873246
MFD09189	SAMN39873247
MFD09190	SAMN39873248
MFD09191	SAMN39873249
MFD09192	SAMN39873250
MFD09193	SAMN39873251
MFD09194	SAMN39873252
MFD09195	SAMN39873253
MFD09196	SAMN39873254
MFD09197	SAMN39873255
MFD09198	SAMN39873256
MFD09199	SAMN39873257
MFD09200	SAMN39873258
MFD09201	SAMN39873259
MFD09202	SAMN39873260
MFD09203	SAMN39873261
MFD09204	SAMN39873262
MFD09205	SAMN39873263
MFD09206	SAMN39873264
MFD09207	SAMN39873265
MFD09208	SAMN39873266
MFD09209	SAMN39873267
MFD09210	SAMN39873268
MFD09211	SAMN39873269
MFD09212	SAMN39873270
MFD09213	SAMN39873271
MFD09214	SAMN39873272
MFD09215	SAMN39873273
MFD09216	SAMN39873274
MFD09217	SAMN39873275
MFD09218	SAMN39873276
MFD09219	SAMN39873277
MFD09220	SAMN39873278
MFD09222	SAMN39873279
MFD09223	SAMN39873280
MFD09224	SAMN39873281
MFD09225	SAMN39873282
MFD09226	SAMN39873283
MFD09227	SAMN39873284
MFD09228	SAMN39873285
MFD09229	SAMN39873286
MFD09230	SAMN39873287
MFD09231	SAMN39873288
MFD09232	SAMN39873289
MFD09233	SAMN39873290
MFD09234	SAMN39873291
MFD09235	SAMN39873292
MFD09236	SAMN39873293
MFD09237	SAMN39873294
MFD09238	SAMN39873295
MFD09239	SAMN39873296
MFD09240	SAMN39873297
MFD09241	SAMN39873298
MFD09242	SAMN39873299
MFD09243	SAMN39873300
MFD09244	SAMN39873301
MFD09245	SAMN39873302
MFD09246	SAMN39873303
MFD09247	SAMN39873304
MFD09248	SAMN39873305
MFD09249	SAMN39873306
MFD09250	SAMN39873307
MFD09251	SAMN39873308
MFD09252	SAMN39873309
MFD09253	SAMN39873310
MFD09254	SAMN39873311
MFD09255	SAMN39873312
MFD09256	SAMN39873313
MFD09257	SAMN39873314
MFD09258	SAMN39873315
MFD09259	SAMN39873316
MFD09260	SAMN39873317
MFD09261	SAMN39873318
MFD09262	SAMN39873319
MFD09263	SAMN39873320
MFD09264	SAMN39873321
MFD09265	SAMN39873322
MFD09266	SAMN39873323
MFD09267	SAMN39873324
MFD09269	SAMN39873325
MFD09270	SAMN39873326
MFD09271	SAMN39873327
MFD09272	SAMN39873328
MFD09273	SAMN39873329
MFD09274	SAMN39873330
MFD09275	SAMN39873331
MFD09276	SAMN39873332
MFD09277	SAMN39873333
MFD09278	SAMN39873334
MFD09279	SAMN39873335
MFD09280	SAMN39873336
MFD09281	SAMN39873337
MFD09282	SAMN39873338
MFD09283	SAMN39873339
MFD09284	SAMN39873340
MFD09285	SAMN39873341
MFD09286	SAMN39873342
MFD09287	SAMN39873343
MFD09288	SAMN39873344
MFD09289	SAMN39873345
MFD09290	SAMN39873346
MFD09291	SAMN39873347
MFD09292	SAMN39873348
MFD09293	SAMN39873349
MFD09294	SAMN39873350
MFD09295	SAMN39873351
MFD09297	SAMN39873352
MFD09299	SAMN39873353
MFD09300	SAMN39873354
MFD09301	SAMN39873355
MFD09302	SAMN39873356
MFD09303	SAMN39873357
MFD09304	SAMN39873358
MFD09305	SAMN39873359
MFD09306	SAMN39873360
MFD09307	SAMN39873361
MFD09308	SAMN39873362
MFD09309	SAMN39873363
MFD09310	SAMN39873364
MFD09311	SAMN39873365
MFD09312	SAMN39873366
MFD09313	SAMN39873367
MFD09314	SAMN39873368
MFD09315	SAMN39873369
MFD09316	SAMN39873370
MFD09317	SAMN39873371
MFD09319	SAMN39873372
MFD09320	SAMN39873373
MFD09321	SAMN39873374
MFD09323	SAMN39873375
MFD09325	SAMN39873376
MFD09326	SAMN39873377
MFD09328	SAMN39873378
MFD09329	SAMN39873379
MFD09330	SAMN39873380
MFD09331	SAMN39873381
MFD09332	SAMN39873382
MFD09333	SAMN39873383
MFD09334	SAMN39873384
MFD09335	SAMN39873385
MFD09336	SAMN39873386
MFD09337	SAMN39873387
MFD09338	SAMN39873388
MFD09339	SAMN39873389
MFD09340	SAMN39873390
MFD09341	SAMN39873391
MFD09342	SAMN39873392
MFD09345	SAMN39873393
MFD09346	SAMN39873394
MFD09347	SAMN39873395
MFD09348	SAMN39873396
MFD09349	SAMN39873397
MFD09350	SAMN39873398
MFD09351	SAMN39873399
MFD09352	SAMN39873400
MFD09353	SAMN39873401
MFD09354	SAMN39873402
MFD09355	SAMN39873403
MFD09356	SAMN39873404
MFD09357	SAMN39873405
MFD09358	SAMN39873406
MFD09359	SAMN39873407
MFD09360	SAMN39873408
MFD09361	SAMN39873409
MFD09362	SAMN39873410
MFD09363	SAMN39873411
MFD09364	SAMN39873412
MFD09366	SAMN39873413
MFD09367	SAMN39873414
MFD09368	SAMN39873415
MFD09369	SAMN39873416
MFD09370	SAMN39873417
MFD09371	SAMN39873418
MFD09372	SAMN39873419
MFD09373	SAMN39873420
MFD09374	SAMN39873421
MFD09375	SAMN39873422
MFD09376	SAMN39873423
MFD09377	SAMN39873424
MFD09378	SAMN39873425
MFD09379	SAMN39873426
MFD09380	SAMN39873427
MFD09382	SAMN39873428
MFD09383	SAMN39873429
MFD09384	SAMN39873430
MFD09385	SAMN39873431
MFD09386	SAMN39873432
MFD09387	SAMN39873433
MFD09388	SAMN39873434
MFD09389	SAMN39873435
MFD09390	SAMN39873436
MFD09391	SAMN39873437
MFD09392	SAMN39873438
MFD09394	SAMN39873439
MFD09395	SAMN39873440
MFD09396	SAMN39873441
MFD09397	SAMN39873442
MFD09398	SAMN39873443
MFD09399	SAMN39873444
MFD09400	SAMN39873445
MFD09401	SAMN39873446
MFD09402	SAMN39873447
MFD09403	SAMN39873448
MFD09404	SAMN39873449
MFD09405	SAMN39873450
MFD09406	SAMN39873451
MFD09408	SAMN39873452
MFD09409	SAMN39873453
MFD09410	SAMN39873454
MFD09411	SAMN39873455
MFD09412	SAMN39873456
MFD09413	SAMN39873457
MFD09414	SAMN39873458
MFD09415	SAMN39873459
MFD09416	SAMN39873460
MFD09417	SAMN39873461
MFD09418	SAMN39873462
MFD09419	SAMN39873463
MFD09420	SAMN39873464
MFD09421	SAMN39873465
MFD09422	SAMN39873466
MFD09423	SAMN39873467
MFD09424	SAMN39873468
MFD09425	SAMN39873469
MFD09426	SAMN39873470
MFD09427	SAMN39873471
MFD09428	SAMN39873472
MFD09429	SAMN39873473
MFD09430	SAMN39873474
MFD09431	SAMN39873475
MFD09432	SAMN39873476
MFD09433	SAMN39873477
MFD09434	SAMN39873478
MFD09435	SAMN39873479
MFD09436	SAMN39873480
MFD09437	SAMN39873481
MFD09438	SAMN39873482
MFD09439	SAMN39873483
MFD09440	SAMN39873484
MFD09441	SAMN39873485
MFD09442	SAMN39873486
MFD09443	SAMN39873487
MFD09444	SAMN39873488
MFD09445	SAMN39873489
MFD09446	SAMN39873490
MFD09447	SAMN39873491
MFD09448	SAMN39873492
MFD09449	SAMN39873493
MFD09450	SAMN39873494
MFD09451	SAMN39873495
MFD09452	SAMN39873496
MFD09453	SAMN39873497
MFD09454	SAMN39873498
MFD09455	SAMN39873499
MFD09456	SAMN39873500
MFD09457	SAMN39873501
MFD09458	SAMN39873502
MFD09459	SAMN39873503
MFD09460	SAMN39873504
MFD09461	SAMN39873505
MFD09462	SAMN39873506
MFD09463	SAMN39873507
MFD09464	SAMN39873508
MFD09465	SAMN39873509
MFD09466	SAMN39873510
MFD09467	SAMN39873511
MFD09468	SAMN39873512
MFD09469	SAMN39873513
MFD09470	SAMN39873514
MFD09471	SAMN39873515
MFD09472	SAMN39873516
MFD09473	SAMN39873517
MFD09474	SAMN39873518
MFD09475	SAMN39873519
MFD09476	SAMN39873520
MFD09477	SAMN39873521
MFD09478	SAMN39873522
MFD09479	SAMN39873523
MFD09480	SAMN39873524
MFD09481	SAMN39873525
MFD09482	SAMN39873526
MFD09483	SAMN39873527
MFD09484	SAMN39873528
MFD09485	SAMN39873529
MFD09486	SAMN39873530
MFD09487	SAMN39873531
MFD09488	SAMN39873532
MFD09489	SAMN39873533
MFD09490	SAMN39873534
MFD09491	SAMN39873535
MFD09492	SAMN39873536
MFD09493	SAMN39873537
MFD09494	SAMN39873538
MFD09495	SAMN39873539
MFD09496	SAMN39873540
MFD09497	SAMN39873541
MFD09498	SAMN39873542
MFD09499	SAMN39873543
MFD09500	SAMN39873544
MFD09501	SAMN39873545
MFD09502	SAMN39873546
MFD09503	SAMN39873547
MFD09504	SAMN39873548
MFD09506	SAMN39873549
MFD09507	SAMN39873550
MFD09508	SAMN39873551
MFD09509	SAMN39873552
MFD09510	SAMN39873553
MFD09511	SAMN39873554
MFD09512	SAMN39873555
MFD09513	SAMN39873556
MFD09514	SAMN39873557
MFD09515	SAMN39873558
MFD09516	SAMN39873559
MFD09517	SAMN39873560
MFD09518	SAMN39873561
MFD09519	SAMN39873562
MFD09520	SAMN39873563
MFD09521	SAMN39873564
MFD09522	SAMN39873565
MFD09523	SAMN39873566
MFD09524	SAMN39873567
MFD09525	SAMN39873568
MFD09526	SAMN39873569
MFD09527	SAMN39873570
MFD09528	SAMN39873571
MFD09529	SAMN39873572
MFD09530	SAMN39873573
MFD09531	SAMN39873574
MFD09532	SAMN39873575
MFD09533	SAMN39873576
MFD09534	SAMN39873577
MFD09536	SAMN39873578
MFD09537	SAMN39873579
MFD09539	SAMN39873580
MFD09540	SAMN39873581
MFD09541	SAMN39873582
MFD09542	SAMN39873583
MFD09543	SAMN39873584
MFD09544	SAMN39873585
MFD09546	SAMN39873586
MFD09547	SAMN39873587
MFD09548	SAMN39873588
MFD09549	SAMN39873589
MFD09550	SAMN39873590
MFD09551	SAMN39873591
MFD09553	SAMN39873592
MFD09554	SAMN39873593
MFD09555	SAMN39873594
MFD09556	SAMN39873595
MFD09557	SAMN39873596
MFD09558	SAMN39873597
MFD09559	SAMN39873598
MFD09560	SAMN39873599
MFD09561	SAMN39873600
MFD09562	SAMN39873601
MFD09563	SAMN39873602
MFD09564	SAMN39873603
MFD09565	SAMN39873604
MFD09566	SAMN39873605
MFD09567	SAMN39873606
MFD09568	SAMN39873607
MFD09569	SAMN39873608
MFD09570	SAMN39873609
MFD09571	SAMN39873610
MFD09572	SAMN39873611
MFD09573	SAMN39873612
MFD09574	SAMN39873613
MFD09575	SAMN39873614
MFD09576	SAMN39873615
MFD09577	SAMN39873616
MFD09578	SAMN39873617
MFD09579	SAMN39873618
MFD09580	SAMN39873619
MFD09581	SAMN39873620
MFD09582	SAMN39873621
MFD09583	SAMN39873622
MFD09584	SAMN39873623
MFD09585	SAMN39873624
MFD09586	SAMN39873625
MFD09587	SAMN39873626
MFD09588	SAMN39873627
MFD09589	SAMN39873628
MFD09590	SAMN39873629
MFD09591	SAMN39873630
MFD09592	SAMN39873631
MFD09593	SAMN39873632
MFD09594	SAMN39873633
MFD09595	SAMN39873634
MFD09596	SAMN39873635
MFD09597	SAMN39873636
MFD09598	SAMN39873637
MFD09599	SAMN39873638
MFD09600	SAMN39873639
MFD09601	SAMN39873640
MFD09602	SAMN39873641
MFD09603	SAMN39873642
MFD09605	SAMN39873643
MFD09606	SAMN39873644
MFD09607	SAMN39873645
MFD09608	SAMN39873646
MFD09609	SAMN39873647
MFD09610	SAMN39873648
MFD09611	SAMN39873649
MFD09612	SAMN39873650
MFD09613	SAMN39873651
MFD09614	SAMN39873652
MFD09615	SAMN39873653
MFD09616	SAMN39873654
MFD09617	SAMN39873655
MFD09618	SAMN39873656
MFD09619	SAMN39873657
MFD09620	SAMN39873658
MFD09621	SAMN39873659
MFD09622	SAMN39873660
MFD09623	SAMN39873661
MFD09624	SAMN39873662
MFD09625	SAMN39873663
MFD09626	SAMN39873664
MFD09627	SAMN39873665
MFD09628	SAMN39873666
MFD09629	SAMN39873667
MFD09630	SAMN39873668
MFD09631	SAMN39873669
MFD09632	SAMN39873670
MFD09633	SAMN39873671
MFD09635	SAMN39873672
MFD09637	SAMN39873673
MFD09638	SAMN39873674
MFD09639	SAMN39873675
MFD09640	SAMN39873676
MFD09641	SAMN39873677
MFD09642	SAMN39873678
MFD09643	SAMN39873679
MFD09644	SAMN39873680
MFD09645	SAMN39873681
MFD09646	SAMN39873682
MFD09647	SAMN39873683
MFD09648	SAMN39873684
MFD09649	SAMN39873685
MFD09650	SAMN39873686
MFD09651	SAMN39873687
MFD09652	SAMN39873688
MFD09654	SAMN39873689
MFD09655	SAMN39873690
MFD09656	SAMN39873691
MFD09657	SAMN39873692
MFD09659	SAMN39873693
MFD09660	SAMN39873694
MFD09661	SAMN39873695
MFD09662	SAMN39873696
MFD09663	SAMN39873697
MFD09665	SAMN39873698
MFD09666	SAMN39873699
MFD09667	SAMN39873700
MFD09668	SAMN39873701
MFD09669	SAMN39873702
MFD09670	SAMN39873703
MFD09671	SAMN39873704
MFD09672	SAMN39873705
MFD09673	SAMN39873706
MFD09674	SAMN39873707
MFD09675	SAMN39873708
MFD09676	SAMN39873709
MFD09677	SAMN39873710
MFD09678	SAMN39873711
MFD09679	SAMN39873712
MFD09680	SAMN39873713
MFD09682	SAMN39873714
MFD09683	SAMN39873715
MFD09684	SAMN39873716
MFD09685	SAMN39873717
MFD09686	SAMN39873718
MFD09687	SAMN39873719
MFD09688	SAMN39873720
MFD09689	SAMN39873721
MFD09690	SAMN39873722
MFD09692	SAMN39873723
MFD09693	SAMN39873724
MFD09696	SAMN39873725
MFD09697	SAMN39873726
MFD09698	SAMN39873727
MFD09699	SAMN39873728
MFD09700	SAMN39873729
MFD09701	SAMN39873730
MFD09702	SAMN39873731
MFD09703	SAMN39873732
MFD09704	SAMN39873733
MFD09705	SAMN39873734
MFD09706	SAMN39873735
MFD09707	SAMN39873736
MFD09708	SAMN39873737
MFD09709	SAMN39873738
MFD09710	SAMN39873739
MFD09711	SAMN39873740
MFD09712	SAMN39873741
MFD09715	SAMN39873742
MFD09716	SAMN39873743
MFD09717	SAMN39873744
MFD09718	SAMN39873745
MFD09719	SAMN39873746
MFD09720	SAMN39873747
MFD09721	SAMN39873748
MFD09722	SAMN39873749
MFD09723	SAMN39873750
MFD09724	SAMN39873751
MFD09725	SAMN39873752
MFD09726	SAMN39873753
MFD09727	SAMN39873754
MFD09728	SAMN39873755
MFD09729	SAMN39873756
MFD09730	SAMN39873757
MFD09731	SAMN39873758
MFD09732	SAMN39873759
MFD09733	SAMN39873760
MFD09734	SAMN39873761
MFD09735	SAMN39873762
MFD09736	SAMN39873763
MFD09737	SAMN39873764
MFD09738	SAMN39873765
MFD09739	SAMN39873766
MFD09740	SAMN39873767
MFD09741	SAMN39873768
MFD09742	SAMN39873769
MFD09743	SAMN39873770
MFD09744	SAMN39873771
MFD09745	SAMN39873772
MFD09746	SAMN39873773
MFD09747	SAMN39873774
MFD09748	SAMN39873775
MFD09749	SAMN39873776
MFD09750	SAMN39873777
MFD09751	SAMN39873778
MFD09753	SAMN39873779
MFD09754	SAMN39873780
MFD09755	SAMN39873781
MFD09756	SAMN39873782
MFD09757	SAMN39873783
MFD09758	SAMN39873784
MFD09759	SAMN39873785
MFD09760	SAMN39873786
MFD09761	SAMN39873787
MFD09762	SAMN39873788
MFD09763	SAMN39873789
MFD09764	SAMN39873790
MFD09765	SAMN39873791
MFD09766	SAMN39873792
MFD09767	SAMN39873793
MFD09768	SAMN39873794
MFD09769	SAMN39873795
MFD09771	SAMN39873796
MFD09772	SAMN39873797
MFD09773	SAMN39873798
MFD09774	SAMN39873799
MFD09776	SAMN39873800
MFD09777	SAMN39873801
MFD09778	SAMN39873802
MFD09779	SAMN39873803
MFD09780	SAMN39873804
MFD09781	SAMN39873805
MFD09782	SAMN39873806
MFD09783	SAMN39873807
MFD09784	SAMN39873808
MFD09785	SAMN39873809
MFD09786	SAMN39873810
MFD09787	SAMN39873811
MFD09788	SAMN39873812
MFD09789	SAMN39873813
MFD09790	SAMN39873814
MFD09791	SAMN39873815
MFD09792	SAMN39873816
MFD09793	SAMN39873817
MFD09794	SAMN39873818
MFD09795	SAMN39873819
MFD09796	SAMN39873820
MFD09797	SAMN39873821
MFD09798	SAMN39873822
MFD09799	SAMN39873823
MFD09802	SAMN39873824
MFD09803	SAMN39873825
MFD09804	SAMN39873826
MFD09805	SAMN39873827
MFD09807	SAMN39873828
MFD09808	SAMN39873829
MFD09809	SAMN39873830
MFD09810	SAMN39873831
MFD09811	SAMN39873832
MFD09812	SAMN39873833
MFD09813	SAMN39873834
MFD09814	SAMN39873835
MFD09815	SAMN39873836
MFD09816	SAMN39873837
MFD09817	SAMN39873838
MFD09818	SAMN39873839
MFD09819	SAMN39873840
MFD09820	SAMN39873841
MFD09821	SAMN39873842
MFD09822	SAMN39873843
MFD09823	SAMN39873844
MFD09824	SAMN39873845
MFD09825	SAMN39873846
MFD09826	SAMN39873847
MFD09827	SAMN39873848
MFD09828	SAMN39873849
MFD09829	SAMN39873850
MFD09830	SAMN39873851
MFD09831	SAMN39873852
MFD09832	SAMN39873853
MFD09833	SAMN39873854
MFD09834	SAMN39873855
MFD09835	SAMN39873856
MFD09836	SAMN39873857
MFD09838	SAMN39873858
MFD09839	SAMN39873859
MFD09840	SAMN39873860
MFD09841	SAMN39873861
MFD09842	SAMN39873862
MFD09843	SAMN39873863
MFD09844	SAMN39873864
MFD09845	SAMN39873865
MFD09846	SAMN39873866
MFD09847	SAMN39873867
MFD09848	SAMN39873868
MFD09850	SAMN39873869
MFD09851	SAMN39873870
MFD09852	SAMN39873871
MFD09853	SAMN39873872
MFD09854	SAMN39873873
MFD09855	SAMN39873874
MFD09856	SAMN39873875
MFD09857	SAMN39873876
MFD09859	SAMN39873877
MFD09860	SAMN39873878
MFD09861	SAMN39873879
MFD09863	SAMN39873880
MFD09864	SAMN39873881
MFD09865	SAMN39873882
MFD09866	SAMN39873883
MFD09867	SAMN39873884
MFD09868	SAMN39873885
MFD09869	SAMN39873886
MFD09870	SAMN39873887
MFD09871	SAMN39873888
MFD09872	SAMN39873889
MFD09873	SAMN39873890
MFD09875	SAMN39873891
MFD09876	SAMN39873892
MFD09877	SAMN39873893
MFD09878	SAMN39873894
MFD09879	SAMN39873895
MFD09881	SAMN39873896
MFD09882	SAMN39873897
MFD09883	SAMN39873898
MFD09884	SAMN39873899
MFD09885	SAMN39873900
MFD09886	SAMN39873901
MFD09887	SAMN39873902
MFD09888	SAMN39873903
MFD09889	SAMN39873904
MFD09890	SAMN39873905
MFD09891	SAMN39873906
MFD09892	SAMN39873907
MFD09893	SAMN39873908
MFD09894	SAMN39873909
MFD09895	SAMN39873910
MFD09896	SAMN39873911
MFD09897	SAMN39873912
MFD09898	SAMN39873913
MFD09899	SAMN39873914
MFD09900	SAMN39873915
MFD09901	SAMN39873916
MFD09902	SAMN39873917
MFD09903	SAMN39873918
MFD09904	SAMN39873919
MFD09905	SAMN39873920
MFD09906	SAMN39873921
MFD09908	SAMN39873922
MFD09909	SAMN39873923
MFD09910	SAMN39873924
MFD09911	SAMN39873925
MFD09912	SAMN39873926
MFD09913	SAMN39873927
MFD09914	SAMN39873928
MFD09915	SAMN39873929
MFD09916	SAMN39873930
MFD09917	SAMN39873931
MFD09918	SAMN39873932
MFD09919	SAMN39873933
MFD09921	SAMN39873934
MFD09922	SAMN39873935
MFD09924	SAMN39873936
MFD09925	SAMN39873937
MFD09926	SAMN39873938
MFD09927	SAMN39873939
MFD09928	SAMN39873940
MFD09929	SAMN39873941
MFD09930	SAMN39873942
MFD09931	SAMN39873943
MFD09933	SAMN39873944
MFD09934	SAMN39873945
MFD09935	SAMN39873946
MFD09936	SAMN39873947
MFD09937	SAMN39873948
MFD09938	SAMN39873949
MFD09939	SAMN39873950
MFD09940	SAMN39873951
MFD09941	SAMN39873952
MFD09942	SAMN39873953
MFD09943	SAMN39873954
MFD09944	SAMN39873955
MFD09945	SAMN39873956
MFD09946	SAMN39873957
MFD09947	SAMN39873958
MFD09948	SAMN39873959
MFD09949	SAMN39873960
MFD09950	SAMN39873961
MFD09951	SAMN39873962
MFD09952	SAMN39873963
MFD09953	SAMN39873964
MFD09955	SAMN39873965
MFD09956	SAMN39873966
MFD09958	SAMN39873967
MFD09959	SAMN39873968
MFD09960	SAMN39873969
MFD09961	SAMN39873970
MFD09962	SAMN39873971
MFD09963	SAMN39873972
MFD09964	SAMN39873973
MFD09965	SAMN39873974
MFD09966	SAMN39873975
MFD09967	SAMN39873976
MFD09970	SAMN39873977
MFD09971	SAMN39873978
MFD09972	SAMN39873979
MFD09973	SAMN39873980
MFD09974	SAMN39873981
MFD09975	SAMN39873982
MFD09976	SAMN39873983
MFD09977	SAMN39873984
MFD09978	SAMN39873985
MFD09979	SAMN39873986
MFD09980	SAMN39873987
MFD09981	SAMN39873988
MFD09982	SAMN39873989
MFD09983	SAMN39873990
MFD09985	SAMN39873991
MFD09986	SAMN39873992
MFD09987	SAMN39873993
MFD09988	SAMN39873994
MFD09989	SAMN39873995
MFD09990	SAMN39873996
MFD09993	SAMN39873997
MFD09994	SAMN39873998
MFD09995	SAMN39873999
MFD09996	SAMN39874000
MFD09997	SAMN39874001
MFD09998	SAMN39874002
MFD09999	SAMN39874003
MFD10000	SAMN39874004
MFD10001	SAMN39874005
MFD10002	SAMN39874006
MFD10003	SAMN39874007
MFD10004	SAMN39874008
MFD10005	SAMN39874009
MFD10006	SAMN39874010
MFD10007	SAMN39874011
MFD10008	SAMN39874012
MFD10009	SAMN39874013
MFD10010	SAMN39874014
MFD10011	SAMN39874015
MFD10012	SAMN39874016
MFD10013	SAMN39874017
MFD10014	SAMN39874018
MFD10015	SAMN39874019
MFD10016	SAMN39874020
MFD10017	SAMN39874021
MFD10018	SAMN39874022
MFD10019	SAMN39874023
MFD10020	SAMN39874024
MFD10021	SAMN39874025
MFD10022	SAMN39874026
MFD10023	SAMN39874027
MFD10024	SAMN39874028
MFD10025	SAMN39874029
MFD10026	SAMN39874030
MFD10027	SAMN39874031
MFD10028	SAMN39874032
MFD10029	SAMN39874033
MFD10030	SAMN39874034
MFD10031	SAMN39874035
MFD10032	SAMN39874036
MFD10033	SAMN39874037
MFD10034	SAMN39874038
MFD10036	SAMN39874039
MFD10037	SAMN39874040
MFD10039	SAMN39874041
MFD10040	SAMN39874042
MFD10041	SAMN39874043
MFD10042	SAMN39874044
MFD10043	SAMN39874045
MFD10044	SAMN39874046
MFD10045	SAMN39874047
MFD10046	SAMN39874048
MFD10048	SAMN39874049
MFD10049	SAMN39874050
MFD10051	SAMN39874051
MFD10052	SAMN39874052
MFD10053	SAMN39874053
MFD10054	SAMN39874054
MFD10055	SAMN39874055
MFD10056	SAMN39874056
MFD10057	SAMN39874057
MFD10058	SAMN39874058
MFD10059	SAMN39874059
MFD10060	SAMN39874060
MFD10061	SAMN39874061
MFD10062	SAMN39874062
MFD10063	SAMN39874063
MFD10064	SAMN39874064
MFD10065	SAMN39874065
MFD10066	SAMN39874066
MFD10067	SAMN39874067
MFD10068	SAMN39874068
MFD10069	SAMN39874069
MFD10070	SAMN39874070
MFD10071	SAMN39874071
MFD10072	SAMN39874072
MFD10073	SAMN39874073
MFD10074	SAMN39874074
MFD10075	SAMN39874075
MFD10076	SAMN39874076
MFD10077	SAMN39874077
MFD10078	SAMN39874078
MFD10079	SAMN39874079
MFD10080	SAMN39874080
MFD10081	SAMN39874081
MFD10082	SAMN39874082
MFD10083	SAMN39874083
MFD10084	SAMN39874084
MFD10090	SAMN39874085
MFD10091	SAMN39874086
MFD10092	SAMN39874087
MFD10093	SAMN39874088
MFD10094	SAMN39874089
MFD10095	SAMN39874090
MFD10096	SAMN39874091
MFD10097	SAMN39874092
MFD10098	SAMN39874093
MFD10099	SAMN39874094
MFD10100	SAMN39874095
MFD10101	SAMN39874096
MFD10102	SAMN39874097
MFD10103	SAMN39874098
MFD10104	SAMN39874099
MFD10105	SAMN39874100
MFD10106	SAMN39874101
MFD10107	SAMN39874102
MFD10108	SAMN39874103
MFD10109	SAMN39874104
MFD10110	SAMN39874105
MFD10111	SAMN39874106
MFD10112	SAMN39874107
MFD10113	SAMN39874108
MFD10114	SAMN39874109
MFD10116	SAMN39874110
MFD10117	SAMN39874111
MFD10118	SAMN39874112
MFD10119	SAMN39874113
MFD10120	SAMN39874114
MFD10121	SAMN39874115
MFD10122	SAMN39874116
MFD10124	SAMN39874117
MFD10125	SAMN39874118
MFD10128	SAMN39874119
MFD10132	SAMN39874120
MFD10133	SAMN39874121
MFD10135	SAMN39874122
MFD10136	SAMN39874123
MFD10138	SAMN39874124
MFD10139	SAMN39874125
MFD10140	SAMN39874126
MFD10142	SAMN39874127
MFD10143	SAMN39874128
MFD10144	SAMN39874129
MFD10145	SAMN39874130
MFD10146	SAMN39874131
MFD10147	SAMN39874132
MFD10148	SAMN39874133
MFD10150	SAMN39874134
MFD10152	SAMN39874135
MFD10153	SAMN39874136
MFD10154	SAMN39874137
MFD10155	SAMN39874138
MFD10157	SAMN39874139
MFD10159	SAMN39874140
MFD10162	SAMN39874141
MFD10165	SAMN39874142
MFD10166	SAMN39874143
MFD10167	SAMN39874144
MFD10168	SAMN39874145
MFD10169	SAMN39874146
MFD10175	SAMN39874147
MFD10178	SAMN39874148
MFD10179	SAMN39874149
MFD10182	SAMN39874150
MFD10183	SAMN39874151
MFD10184	SAMN39874152
MFD10186	SAMN39874153
MFD10187	SAMN39874154
MFD10188	SAMN39874155
MFD10190	SAMN39874156
MFD10193	SAMN39874157
MFD10194	SAMN39874158
MFD10196	SAMN39874159
MFD10197	SAMN39874160
MFD10198	SAMN39874161
MFD10199	SAMN39874162
MFD10200	SAMN39874163
MFD10201	SAMN39874164
MFD10203	SAMN39874165
MFD10204	SAMN39874166
MFD10205	SAMN39874167
MFD10206	SAMN39874168
MFD10207	SAMN39874169
MFD10208	SAMN39874170
MFD10209	SAMN39874171
MFD10210	SAMN39874172
MFD10211	SAMN39874173
MFD10212	SAMN39874174
MFD10213	SAMN39874175
MFD10215	SAMN39874176
MFD10216	SAMN39874177
MFD10217	SAMN39874178
MFD10219	SAMN39874179
MFD10220	SAMN39874180
MFD10221	SAMN39874181
MFD10222	SAMN39874182
MFD10223	SAMN39874183
MFD10224	SAMN39874184
MFD10225	SAMN39874185
MFD10226	SAMN39874186
MFD10227	SAMN39874187
MFD10228	SAMN39874188
MFD10229	SAMN39874189
MFD10230	SAMN39874190
MFD10231	SAMN39874191
MFD10232	SAMN39874192
MFD10233	SAMN39874193
MFD10234	SAMN39874194
MFD10235	SAMN39874195
MFD10236	SAMN39874196
MFD10237	SAMN39874197
MFD10238	SAMN39874198
MFD10239	SAMN39874199
MFD10240	SAMN39874200
MFD10241	SAMN39874201
MFD10242	SAMN39874202
MFD10243	SAMN39874203
MFD10244	SAMN39874204
MFD10245	SAMN39874205
MFD10246	SAMN39874206
MFD10247	SAMN39874207
MFD10248	SAMN39874208
MFD10249	SAMN39874209
MFD10250	SAMN39874210
MFD10251	SAMN39874211
MFD10252	SAMN39874212
MFD10253	SAMN39874213
