sample_name	accession
MFD08153	SAMN39872216
MFD08154	SAMN39872217
MFD08155	SAMN39872218
MFD08156	SAMN39872219
MFD08157	SAMN39872220
MFD08158	SAMN39872221
MFD08159	SAMN39872222
MFD08160	SAMN39872223
MFD08161	SAMN39872224
MFD08162	SAMN39872225
MFD08163	SAMN39872226
MFD08164	SAMN39872227
MFD08165	SAMN39872228
MFD08166	SAMN39872229
MFD08167	SAMN39872230
MFD08168	SAMN39872231
MFD08169	SAMN39872232
MFD08170	SAMN39872233
MFD08171	SAMN39872234
MFD08172	SAMN39872235
MFD08173	SAMN39872236
MFD08174	SAMN39872237
MFD08175	SAMN39872238
MFD08176	SAMN39872239
MFD08177	SAMN39872240
MFD08178	SAMN39872241
MFD08179	SAMN39872242
MFD08180	SAMN39872243
MFD08181	SAMN39872244
MFD08182	SAMN39872245
MFD08183	SAMN39872246
MFD08184	SAMN39872247
MFD08185	SAMN39872248
MFD08186	SAMN39872249
MFD08187	SAMN39872250
MFD08188	SAMN39872251
MFD08189	SAMN39872252
MFD08190	SAMN39872253
MFD08191	SAMN39872254
MFD08192	SAMN39872255
MFD08193	SAMN39872256
MFD08194	SAMN39872257
MFD08195	SAMN39872258
MFD08196	SAMN39872259
MFD08197	SAMN39872260
MFD08198	SAMN39872261
MFD08199	SAMN39872262
MFD08200	SAMN39872263
MFD08201	SAMN39872264
MFD08202	SAMN39872265
MFD08203	SAMN39872266
MFD08204	SAMN39872267
MFD08205	SAMN39872268
MFD08206	SAMN39872269
MFD08207	SAMN39872270
MFD08208	SAMN39872271
MFD08209	SAMN39872272
MFD08210	SAMN39872273
MFD08211	SAMN39872274
MFD08212	SAMN39872275
MFD08213	SAMN39872276
MFD08214	SAMN39872277
MFD08215	SAMN39872278
MFD08216	SAMN39872279
MFD08217	SAMN39872280
MFD08218	SAMN39872281
MFD08219	SAMN39872282
MFD08220	SAMN39872283
MFD08221	SAMN39872284
MFD08222	SAMN39872285
MFD08223	SAMN39872286
MFD08224	SAMN39872287
MFD08225	SAMN39872288
MFD08226	SAMN39872289
MFD08227	SAMN39872290
MFD08228	SAMN39872291
MFD08229	SAMN39872292
MFD08230	SAMN39872293
MFD08231	SAMN39872294
MFD08232	SAMN39872295
MFD08233	SAMN39872296
MFD08234	SAMN39872297
MFD08235	SAMN39872298
MFD08236	SAMN39872299
MFD08237	SAMN39872300
MFD08238	SAMN39872301
MFD08239	SAMN39872302
MFD08240	SAMN39872303
MFD08241	SAMN39872304
MFD08242	SAMN39872305
MFD08243	SAMN39872306
MFD08244	SAMN39872307
MFD08245	SAMN39872308
MFD08246	SAMN39872309
MFD08247	SAMN39872310
MFD08248	SAMN39872311
MFD08249	SAMN39872312
MFD08250	SAMN39872313
MFD08251	SAMN39872314
MFD08252	SAMN39872315
MFD08253	SAMN39872316
MFD08254	SAMN39872317
MFD08255	SAMN39872318
MFD08256	SAMN39872319
MFD08257	SAMN39872320
MFD08258	SAMN39872321
MFD08259	SAMN39872322
MFD08260	SAMN39872323
MFD08261	SAMN39872324
MFD08262	SAMN39872325
MFD08263	SAMN39872326
MFD08264	SAMN39872327
MFD08265	SAMN39872328
MFD08266	SAMN39872329
MFD08267	SAMN39872330
MFD08268	SAMN39872331
MFD08269	SAMN39872332
MFD08270	SAMN39872333
MFD08271	SAMN39872334
MFD08272	SAMN39872335
MFD08273	SAMN39872336
MFD08274	SAMN39872337
MFD08275	SAMN39872338
MFD08276	SAMN39872339
MFD08277	SAMN39872340
MFD08278	SAMN39872341
MFD08279	SAMN39872342
MFD08280	SAMN39872343
MFD08281	SAMN39872344
MFD08282	SAMN39872345
MFD08283	SAMN39872346
MFD08284	SAMN39872347
MFD08285	SAMN39872348
MFD08286	SAMN39872349
MFD08287	SAMN39872350
MFD08288	SAMN39872351
MFD08289	SAMN39872352
MFD08290	SAMN39872353
MFD08291	SAMN39872354
MFD08292	SAMN39872355
MFD08293	SAMN39872356
MFD08294	SAMN39872357
MFD08295	SAMN39872358
MFD08296	SAMN39872359
MFD08297	SAMN39872360
MFD08298	SAMN39872361
MFD08299	SAMN39872362
MFD08300	SAMN39872363
MFD08301	SAMN39872364
MFD08302	SAMN39872365
MFD08303	SAMN39872366
MFD08304	SAMN39872367
MFD08305	SAMN39872368
MFD08306	SAMN39872369
MFD08307	SAMN39872370
MFD08308	SAMN39872371
MFD08309	SAMN39872372
MFD08310	SAMN39872373
MFD08311	SAMN39872374
MFD08312	SAMN39872375
MFD08313	SAMN39872376
MFD08314	SAMN39872377
MFD08315	SAMN39872378
MFD08316	SAMN39872379
MFD08317	SAMN39872380
MFD08318	SAMN39872381
MFD08319	SAMN39872382
MFD08320	SAMN39872383
MFD08321	SAMN39872384
MFD08322	SAMN39872385
MFD08323	SAMN39872386
MFD08324	SAMN39872387
MFD08325	SAMN39872388
MFD08326	SAMN39872389
MFD08327	SAMN39872390
MFD08328	SAMN39872391
MFD08330	SAMN39872392
MFD08331	SAMN39872393
MFD08332	SAMN39872394
MFD08333	SAMN39872395
MFD08334	SAMN39872396
MFD08335	SAMN39872397
MFD08336	SAMN39872398
MFD08337	SAMN39872399
MFD08338	SAMN39872400
MFD08339	SAMN39872401
MFD08340	SAMN39872402
MFD08342	SAMN39872403
MFD08343	SAMN39872404
MFD08344	SAMN39872405
MFD08345	SAMN39872406
MFD08346	SAMN39872407
MFD08347	SAMN39872408
MFD08348	SAMN39872409
MFD08349	SAMN39872410
MFD08350	SAMN39872411
MFD08351	SAMN39872412
MFD08352	SAMN39872413
MFD08353	SAMN39872414
MFD08354	SAMN39872415
MFD08355	SAMN39872416
MFD08356	SAMN39872417
MFD08357	SAMN39872418
MFD08358	SAMN39872419
MFD08359	SAMN39872420
MFD08360	SAMN39872421
MFD08361	SAMN39872422
MFD08362	SAMN39872423
MFD08363	SAMN39872424
MFD08364	SAMN39872425
MFD08365	SAMN39872426
MFD08366	SAMN39872427
MFD08367	SAMN39872428
MFD08368	SAMN39872429
MFD08369	SAMN39872430
MFD08370	SAMN39872431
MFD08371	SAMN39872432
MFD08372	SAMN39872433
MFD08373	SAMN39872434
MFD08374	SAMN39872435
MFD08375	SAMN39872436
MFD08376	SAMN39872437
MFD08377	SAMN39872438
MFD08378	SAMN39872439
MFD08379	SAMN39872440
MFD08380	SAMN39872441
MFD08381	SAMN39872442
MFD08382	SAMN39872443
MFD08383	SAMN39872444
MFD08384	SAMN39872445
MFD08385	SAMN39872446
MFD08386	SAMN39872447
MFD08387	SAMN39872448
MFD08388	SAMN39872449
MFD08389	SAMN39872450
MFD08390	SAMN39872451
MFD08391	SAMN39872452
MFD08392	SAMN39872453
MFD08393	SAMN39872454
MFD08394	SAMN39872455
MFD08395	SAMN39872456
MFD08396	SAMN39872457
MFD08397	SAMN39872458
MFD08398	SAMN39872459
MFD08399	SAMN39872460
MFD08400	SAMN39872461
MFD08401	SAMN39872462
MFD08402	SAMN39872463
MFD08403	SAMN39872464
MFD08404	SAMN39872465
MFD08405	SAMN39872466
MFD08406	SAMN39872467
MFD08407	SAMN39872468
MFD08408	SAMN39872469
MFD08409	SAMN39872470
MFD08410	SAMN39872471
MFD08411	SAMN39872472
MFD08412	SAMN39872473
MFD08413	SAMN39872474
MFD08414	SAMN39872475
MFD08415	SAMN39872476
MFD08416	SAMN39872477
MFD08417	SAMN39872478
MFD08418	SAMN39872479
MFD08419	SAMN39872480
MFD08420	SAMN39872481
MFD08421	SAMN39872482
MFD08422	SAMN39872483
MFD08423	SAMN39872484
MFD08424	SAMN39872485
MFD08425	SAMN39872486
MFD08426	SAMN39872487
MFD08427	SAMN39872488
MFD08428	SAMN39872489
MFD08429	SAMN39872490
MFD08430	SAMN39872491
MFD08431	SAMN39872492
MFD08432	SAMN39872493
MFD08433	SAMN39872494
MFD08434	SAMN39872495
MFD08435	SAMN39872496
MFD08436	SAMN39872497
MFD08437	SAMN39872498
MFD08438	SAMN39872499
MFD08439	SAMN39872500
MFD08440	SAMN39872501
MFD08441	SAMN39872502
MFD08442	SAMN39872503
MFD08443	SAMN39872504
MFD08444	SAMN39872505
MFD08445	SAMN39872506
MFD08446	SAMN39872507
MFD08447	SAMN39872508
MFD08448	SAMN39872509
MFD08449	SAMN39872510
MFD08450	SAMN39872511
MFD08451	SAMN39872512
MFD08452	SAMN39872513
MFD08453	SAMN39872514
MFD08454	SAMN39872515
MFD08455	SAMN39872516
MFD08456	SAMN39872517
MFD08457	SAMN39872518
MFD08458	SAMN39872519
MFD08459	SAMN39872520
MFD08460	SAMN39872521
MFD08461	SAMN39872522
MFD08462	SAMN39872523
MFD08463	SAMN39872524
MFD08464	SAMN39872525
MFD08465	SAMN39872526
MFD08466	SAMN39872527
MFD08467	SAMN39872528
MFD08468	SAMN39872529
MFD08469	SAMN39872530
MFD08470	SAMN39872531
MFD08471	SAMN39872532
MFD08472	SAMN39872533
MFD08473	SAMN39872534
MFD08474	SAMN39872535
MFD08475	SAMN39872536
MFD08476	SAMN39872537
MFD08477	SAMN39872538
MFD08478	SAMN39872539
MFD08479	SAMN39872540
MFD08480	SAMN39872541
MFD08481	SAMN39872542
MFD08482	SAMN39872543
MFD08483	SAMN39872544
MFD08484	SAMN39872545
MFD08485	SAMN39872546
MFD08486	SAMN39872547
MFD08487	SAMN39872548
MFD08488	SAMN39872549
MFD08489	SAMN39872550
MFD08490	SAMN39872551
MFD08491	SAMN39872552
MFD08492	SAMN39872553
MFD08493	SAMN39872554
MFD08494	SAMN39872555
MFD08495	SAMN39872556
MFD08496	SAMN39872557
MFD08497	SAMN39872558
MFD08498	SAMN39872559
MFD08499	SAMN39872560
MFD08500	SAMN39872561
MFD08501	SAMN39872562
MFD08502	SAMN39872563
MFD08503	SAMN39872564
MFD08504	SAMN39872565
MFD08505	SAMN39872566
MFD08506	SAMN39872567
MFD08507	SAMN39872568
MFD08508	SAMN39872569
MFD08509	SAMN39872570
MFD08510	SAMN39872571
MFD08511	SAMN39872572
MFD08512	SAMN39872573
MFD08513	SAMN39872574
MFD08514	SAMN39872575
MFD08515	SAMN39872576
MFD08516	SAMN39872577
MFD08517	SAMN39872578
MFD08518	SAMN39872579
MFD08519	SAMN39872580
MFD08520	SAMN39872581
MFD08521	SAMN39872582
MFD08522	SAMN39872583
MFD08523	SAMN39872584
MFD08524	SAMN39872585
MFD08525	SAMN39872586
MFD08526	SAMN39872587
MFD08527	SAMN39872588
MFD08528	SAMN39872589
MFD08529	SAMN39872590
MFD08530	SAMN39872591
MFD08531	SAMN39872592
MFD08532	SAMN39872593
MFD08533	SAMN39872594
MFD08534	SAMN39872595
MFD08535	SAMN39872596
MFD08536	SAMN39872597
MFD08537	SAMN39872598
MFD08538	SAMN39872599
MFD08539	SAMN39872600
MFD08540	SAMN39872601
MFD08541	SAMN39872602
MFD08542	SAMN39872603
MFD08543	SAMN39872604
MFD08544	SAMN39872605
MFD08546	SAMN39872606
MFD08547	SAMN39872607
MFD08548	SAMN39872608
MFD08549	SAMN39872609
MFD08550	SAMN39872610
MFD08551	SAMN39872611
MFD08552	SAMN39872612
MFD08553	SAMN39872613
MFD08554	SAMN39872614
MFD08555	SAMN39872615
MFD08556	SAMN39872616
MFD08557	SAMN39872617
MFD08558	SAMN39872618
MFD08559	SAMN39872619
MFD08560	SAMN39872620
MFD08561	SAMN39872621
MFD08562	SAMN39872622
MFD08563	SAMN39872623
MFD08564	SAMN39872624
MFD08565	SAMN39872625
MFD08566	SAMN39872626
MFD08567	SAMN39872627
MFD08568	SAMN39872628
MFD08569	SAMN39872629
MFD08570	SAMN39872630
MFD08571	SAMN39872631
MFD08572	SAMN39872632
MFD08573	SAMN39872633
MFD08574	SAMN39872634
MFD08575	SAMN39872635
MFD08576	SAMN39872636
MFD08577	SAMN39872637
MFD08578	SAMN39872638
MFD08579	SAMN39872639
MFD08580	SAMN39872640
MFD08581	SAMN39872641
MFD08582	SAMN39872642
MFD08583	SAMN39872643
MFD08584	SAMN39872644
MFD08585	SAMN39872645
MFD08586	SAMN39872646
MFD08587	SAMN39872647
MFD08588	SAMN39872648
MFD08589	SAMN39872649
MFD08590	SAMN39872650
MFD08591	SAMN39872651
MFD08592	SAMN39872652
MFD08593	SAMN39872653
MFD08594	SAMN39872654
MFD08595	SAMN39872655
MFD08596	SAMN39872656
MFD08597	SAMN39872657
MFD08598	SAMN39872658
MFD08599	SAMN39872659
MFD08600	SAMN39872660
MFD08601	SAMN39872661
MFD08602	SAMN39872662
MFD08603	SAMN39872663
MFD08604	SAMN39872664
MFD08605	SAMN39872665
MFD08606	SAMN39872666
MFD08607	SAMN39872667
MFD08608	SAMN39872668
MFD08609	SAMN39872669
MFD08610	SAMN39872670
MFD08611	SAMN39872671
MFD08612	SAMN39872672
MFD08613	SAMN39872673
MFD08614	SAMN39872674
MFD08615	SAMN39872675
MFD08616	SAMN39872676
MFD08617	SAMN39872677
MFD08618	SAMN39872678
MFD08619	SAMN39872679
MFD08620	SAMN39872680
MFD08621	SAMN39872681
MFD08622	SAMN39872682
MFD08623	SAMN39872683
MFD08624	SAMN39872684
MFD08625	SAMN39872685
MFD08626	SAMN39872686
MFD08627	SAMN39872687
MFD08628	SAMN39872688
MFD08629	SAMN39872689
MFD08630	SAMN39872690
MFD08631	SAMN39872691
MFD08632	SAMN39872692
MFD08633	SAMN39872693
MFD08634	SAMN39872694
MFD08635	SAMN39872695
MFD08636	SAMN39872696
MFD08637	SAMN39872697
MFD08638	SAMN39872698
MFD08639	SAMN39872699
MFD08640	SAMN39872700
MFD08641	SAMN39872701
MFD08642	SAMN39872702
MFD08643	SAMN39872703
MFD08644	SAMN39872704
MFD08645	SAMN39872705
MFD08646	SAMN39872706
MFD08647	SAMN39872707
MFD08648	SAMN39872708
MFD08649	SAMN39872709
MFD08650	SAMN39872710
MFD08651	SAMN39872711
MFD08652	SAMN39872712
MFD08653	SAMN39872713
MFD08654	SAMN39872714
MFD08655	SAMN39872715
MFD08656	SAMN39872716
MFD08657	SAMN39872717
MFD08658	SAMN39872718
MFD08659	SAMN39872719
MFD08660	SAMN39872720
MFD08661	SAMN39872721
MFD08662	SAMN39872722
MFD08663	SAMN39872723
MFD08664	SAMN39872724
MFD08665	SAMN39872725
MFD08666	SAMN39872726
MFD08667	SAMN39872727
MFD08668	SAMN39872728
MFD08669	SAMN39872729
MFD08670	SAMN39872730
MFD08671	SAMN39872731
MFD08672	SAMN39872732
MFD08673	SAMN39872733
MFD08674	SAMN39872734
MFD08675	SAMN39872735
MFD08676	SAMN39872736
MFD08677	SAMN39872737
MFD08678	SAMN39872738
MFD08679	SAMN39872739
MFD08680	SAMN39872740
MFD08681	SAMN39872741
MFD08682	SAMN39872742
MFD08683	SAMN39872743
MFD08684	SAMN39872744
MFD08685	SAMN39872745
MFD08686	SAMN39872746
MFD08687	SAMN39872747
MFD08688	SAMN39872748
MFD08689	SAMN39872749
MFD08690	SAMN39872750
MFD08691	SAMN39872751
MFD08692	SAMN39872752
MFD08693	SAMN39872753
MFD08694	SAMN39872754
MFD08695	SAMN39872755
MFD08696	SAMN39872756
MFD08697	SAMN39872757
MFD08698	SAMN39872758
MFD08699	SAMN39872759
MFD08700	SAMN39872760
MFD08701	SAMN39872761
MFD08702	SAMN39872762
MFD08703	SAMN39872763
MFD08704	SAMN39872764
MFD08705	SAMN39872765
MFD08706	SAMN39872766
MFD08707	SAMN39872767
MFD08708	SAMN39872768
MFD08709	SAMN39872769
MFD08710	SAMN39872770
MFD08711	SAMN39872771
MFD08712	SAMN39872772
MFD08713	SAMN39872773
MFD08714	SAMN39872774
MFD08715	SAMN39872775
MFD08716	SAMN39872776
MFD08717	SAMN39872777
MFD08718	SAMN39872778
MFD08719	SAMN39872779
MFD08720	SAMN39872780
MFD08721	SAMN39872781
MFD08722	SAMN39872782
MFD08723	SAMN39872783
MFD08724	SAMN39872784
MFD08725	SAMN39872785
MFD08726	SAMN39872786
MFD08727	SAMN39872787
MFD08728	SAMN39872788
MFD08729	SAMN39872789
MFD08730	SAMN39872790
MFD08731	SAMN39872791
MFD08732	SAMN39872792
MFD08733	SAMN39872793
MFD08734	SAMN39872794
MFD08735	SAMN39872795
MFD08736	SAMN39872796
MFD08737	SAMN39872797
MFD08738	SAMN39872798
MFD08739	SAMN39872799
MFD08740	SAMN39872800
MFD08741	SAMN39872801
MFD08742	SAMN39872802
MFD08743	SAMN39872803
MFD08744	SAMN39872804
MFD08745	SAMN39872805
MFD08746	SAMN39872806
MFD08747	SAMN39872807
MFD08748	SAMN39872808
MFD08749	SAMN39872809
MFD08750	SAMN39872810
MFD08751	SAMN39872811
MFD08752	SAMN39872812
MFD08753	SAMN39872813
MFD08754	SAMN39872814
MFD08755	SAMN39872815
MFD08756	SAMN39872816
MFD08757	SAMN39872817
MFD08758	SAMN39872818
MFD08759	SAMN39872819
MFD08760	SAMN39872820
MFD08761	SAMN39872821
MFD08762	SAMN39872822
MFD08763	SAMN39872823
MFD08764	SAMN39872824
MFD08765	SAMN39872825
MFD08766	SAMN39872826
MFD08767	SAMN39872827
MFD08768	SAMN39872828
MFD08769	SAMN39872829
MFD08770	SAMN39872830
MFD08771	SAMN39872831
MFD08772	SAMN39872832
MFD08773	SAMN39872833
MFD08774	SAMN39872834
MFD08775	SAMN39872835
MFD08776	SAMN39872836
MFD08777	SAMN39872837
MFD08778	SAMN39872838
MFD08779	SAMN39872839
MFD08780	SAMN39872840
MFD08781	SAMN39872841
MFD08782	SAMN39872842
MFD08783	SAMN39872843
MFD08784	SAMN39872844
MFD08785	SAMN39872845
MFD08786	SAMN39872846
MFD08787	SAMN39872847
MFD08788	SAMN39872848
MFD08789	SAMN39872849
MFD08790	SAMN39872850
MFD08791	SAMN39872851
MFD08792	SAMN39872852
MFD08793	SAMN39872853
MFD08794	SAMN39872854
MFD08795	SAMN39872855
MFD08796	SAMN39872856
MFD08797	SAMN39872857
MFD08798	SAMN39872858
MFD08799	SAMN39872859
MFD08800	SAMN39872860
MFD08801	SAMN39872861
MFD08802	SAMN39872862
MFD08803	SAMN39872863
MFD08804	SAMN39872864
MFD08805	SAMN39872865
MFD08806	SAMN39872866
MFD08807	SAMN39872867
MFD08808	SAMN39872868
MFD08809	SAMN39872869
MFD08810	SAMN39872870
MFD08811	SAMN39872871
MFD08812	SAMN39872872
MFD08813	SAMN39872873
MFD08814	SAMN39872874
MFD08815	SAMN39872875
MFD08816	SAMN39872876
MFD08817	SAMN39872877
MFD08818	SAMN39872878
MFD08819	SAMN39872879
MFD08820	SAMN39872880
MFD08821	SAMN39872881
MFD08822	SAMN39872882
MFD08823	SAMN39872883
MFD08824	SAMN39872884
MFD08825	SAMN39872885
MFD08826	SAMN39872886
MFD08827	SAMN39872887
MFD08828	SAMN39872888
MFD08829	SAMN39872889
MFD08830	SAMN39872890
MFD08831	SAMN39872891
MFD08832	SAMN39872892
MFD08833	SAMN39872893
MFD08834	SAMN39872894
MFD08835	SAMN39872895
MFD08836	SAMN39872896
MFD08837	SAMN39872897
MFD08838	SAMN39872898
MFD08839	SAMN39872899
MFD08840	SAMN39872900
MFD08841	SAMN39872901
MFD08842	SAMN39872902
MFD08843	SAMN39872903
MFD08844	SAMN39872904
MFD08845	SAMN39872905
MFD08846	SAMN39872906
MFD08847	SAMN39872907
MFD08848	SAMN39872908
MFD08849	SAMN39872909
MFD08850	SAMN39872910
MFD08851	SAMN39872911
MFD08852	SAMN39872912
MFD08853	SAMN39872913
MFD08854	SAMN39872914
MFD08855	SAMN39872915
MFD08856	SAMN39872916
MFD08857	SAMN39872917
MFD08858	SAMN39872918
MFD08859	SAMN39872919
MFD08860	SAMN39872920
MFD08861	SAMN39872921
MFD08862	SAMN39872922
MFD08863	SAMN39872923
MFD08864	SAMN39872924
MFD08865	SAMN39872925
MFD08866	SAMN39872926
MFD08867	SAMN39872927
MFD08868	SAMN39872928
MFD08869	SAMN39872929
MFD08870	SAMN39872930
MFD08871	SAMN39872931
MFD08872	SAMN39872932
MFD08873	SAMN39872933
MFD08874	SAMN39872934
MFD08875	SAMN39872935
MFD08876	SAMN39872936
MFD08877	SAMN39872937
MFD08878	SAMN39872938
MFD08879	SAMN39872939
MFD08880	SAMN39872940
MFD08881	SAMN39872941
MFD08882	SAMN39872942
MFD08883	SAMN39872943
MFD08884	SAMN39872944
MFD08885	SAMN39872945
MFD08886	SAMN39872946
MFD08887	SAMN39872947
MFD08888	SAMN39872948
MFD08889	SAMN39872949
MFD08890	SAMN39872950
MFD08891	SAMN39872951
MFD08892	SAMN39872952
MFD08893	SAMN39872953
MFD08894	SAMN39872954
MFD08895	SAMN39872955
MFD08896	SAMN39872956
MFD08897	SAMN39872957
MFD08898	SAMN39872958
MFD08899	SAMN39872959
MFD08900	SAMN39872960
MFD08901	SAMN39872961
MFD08902	SAMN39872962
MFD08903	SAMN39872963
MFD08904	SAMN39872964
MFD08905	SAMN39872965
MFD08906	SAMN39872966
MFD08907	SAMN39872967
MFD08908	SAMN39872968
MFD08909	SAMN39872969
MFD08910	SAMN39872970
MFD08911	SAMN39872971
MFD08912	SAMN39872972
MFD08913	SAMN39872973
MFD08914	SAMN39872974
MFD08915	SAMN39872975
MFD08916	SAMN39872976
MFD08917	SAMN39872977
MFD08918	SAMN39872978
MFD08919	SAMN39872979
MFD08920	SAMN39872980
MFD08921	SAMN39872981
MFD08922	SAMN39872982
MFD08923	SAMN39872983
MFD08924	SAMN39872984
MFD08925	SAMN39872985
MFD08926	SAMN39872986
MFD08927	SAMN39872987
MFD08928	SAMN39872988
MFD08929	SAMN39872989
MFD08930	SAMN39872990
MFD08931	SAMN39872991
MFD08932	SAMN39872992
MFD08933	SAMN39872993
MFD08934	SAMN39872994
MFD08935	SAMN39872995
MFD08936	SAMN39872996
MFD08937	SAMN39872997
MFD08938	SAMN39872998
MFD08939	SAMN39872999
MFD08940	SAMN39873000
MFD08941	SAMN39873001
MFD08942	SAMN39873002
MFD08943	SAMN39873003
MFD08944	SAMN39873004
MFD08945	SAMN39873005
MFD08946	SAMN39873006
MFD08947	SAMN39873007
MFD08948	SAMN39873008
MFD08949	SAMN39873009
MFD08950	SAMN39873010
MFD08951	SAMN39873011
MFD08952	SAMN39873012
MFD08953	SAMN39873013
MFD08954	SAMN39873014
MFD08955	SAMN39873015
MFD08956	SAMN39873016
MFD08957	SAMN39873017
MFD08958	SAMN39873018
MFD08959	SAMN39873019
MFD08960	SAMN39873020
MFD08961	SAMN39873021
MFD08962	SAMN39873022
MFD08963	SAMN39873023
MFD08964	SAMN39873024
MFD08965	SAMN39873025
MFD08966	SAMN39873026
MFD08967	SAMN39873027
MFD08968	SAMN39873028
MFD08969	SAMN39873029
MFD08970	SAMN39873030
MFD08971	SAMN39873031
MFD08972	SAMN39873032
MFD08973	SAMN39873033
MFD08974	SAMN39873034
MFD08975	SAMN39873035
MFD08976	SAMN39873036
MFD08977	SAMN39873037
MFD08978	SAMN39873038
MFD08979	SAMN39873039
MFD08980	SAMN39873040
MFD08981	SAMN39873041
MFD08982	SAMN39873042
MFD08983	SAMN39873043
MFD08984	SAMN39873044
MFD08985	SAMN39873045
MFD08986	SAMN39873046
MFD08987	SAMN39873047
MFD08988	SAMN39873048
MFD08989	SAMN39873049
MFD08990	SAMN39873050
MFD08991	SAMN39873051
MFD08992	SAMN39873052
MFD08993	SAMN39873053
MFD08994	SAMN39873054
MFD08995	SAMN39873055
MFD08996	SAMN39873056
MFD08997	SAMN39873057
MFD08998	SAMN39873058
MFD08999	SAMN39873059
MFD09000	SAMN39873060
MFD09001	SAMN39873061
MFD09002	SAMN39873062
MFD09003	SAMN39873063
MFD09004	SAMN39873064
MFD09005	SAMN39873065
MFD09006	SAMN39873066
MFD09007	SAMN39873067
MFD09008	SAMN39873068
MFD09009	SAMN39873069
MFD09010	SAMN39873070
MFD09011	SAMN39873071
MFD09012	SAMN39873072
MFD09014	SAMN39873073
MFD09015	SAMN39873074
MFD09016	SAMN39873075
MFD09017	SAMN39873076
MFD09018	SAMN39873077
MFD09019	SAMN39873078
MFD09020	SAMN39873079
MFD09021	SAMN39873080
MFD09022	SAMN39873081
MFD09023	SAMN39873082
MFD09024	SAMN39873083
MFD09025	SAMN39873084
MFD09026	SAMN39873085
MFD09027	SAMN39873086
MFD09028	SAMN39873087
MFD09029	SAMN39873088
MFD09030	SAMN39873089
MFD09031	SAMN39873090
MFD09032	SAMN39873091
MFD09033	SAMN39873092
MFD09034	SAMN39873093
MFD09035	SAMN39873094
MFD09036	SAMN39873095
MFD09037	SAMN39873096
MFD09038	SAMN39873097
MFD09039	SAMN39873098
MFD09040	SAMN39873099
MFD09041	SAMN39873100
MFD09042	SAMN39873101
MFD09043	SAMN39873102
MFD09044	SAMN39873103
MFD09045	SAMN39873104
MFD09046	SAMN39873105
MFD09047	SAMN39873106
MFD09048	SAMN39873107
MFD09049	SAMN39873108
MFD09050	SAMN39873109
MFD09051	SAMN39873110
MFD09052	SAMN39873111
MFD09053	SAMN39873112
MFD09054	SAMN39873113
MFD09055	SAMN39873114
MFD09056	SAMN39873115
MFD09057	SAMN39873116
MFD09058	SAMN39873117
MFD09059	SAMN39873118
MFD09060	SAMN39873119
MFD09061	SAMN39873120
MFD09062	SAMN39873121
MFD09063	SAMN39873122
MFD09064	SAMN39873123
MFD09065	SAMN39873124
MFD09067	SAMN39873125
MFD09068	SAMN39873126
MFD09069	SAMN39873127
MFD09070	SAMN39873128
MFD09071	SAMN39873129
MFD09072	SAMN39873130
MFD09073	SAMN39873131
MFD09074	SAMN39873132
MFD09075	SAMN39873133
MFD09076	SAMN39873134
MFD09077	SAMN39873135
MFD09078	SAMN39873136
MFD09079	SAMN39873137
MFD09080	SAMN39873138
MFD09081	SAMN39873139
MFD09082	SAMN39873140
MFD09083	SAMN39873141
MFD09084	SAMN39873142
MFD09085	SAMN39873143
MFD09086	SAMN39873144
MFD09087	SAMN39873145
MFD09088	SAMN39873146
MFD09089	SAMN39873147
MFD09090	SAMN39873148
MFD09091	SAMN39873149
MFD09092	SAMN39873150
MFD09093	SAMN39873151
MFD09094	SAMN39873152
MFD09095	SAMN39873153
MFD09096	SAMN39873154
MFD09097	SAMN39873155
MFD09098	SAMN39873156
MFD09099	SAMN39873157
MFD09100	SAMN39873158
MFD09101	SAMN39873159
MFD09102	SAMN39873160
MFD09103	SAMN39873161
MFD09104	SAMN39873162
MFD09105	SAMN39873163
MFD09106	SAMN39873164
MFD09107	SAMN39873165
MFD09108	SAMN39873166
MFD09109	SAMN39873167
MFD09110	SAMN39873168
MFD09111	SAMN39873169
MFD09112	SAMN39873170
MFD09113	SAMN39873171
MFD09114	SAMN39873172
MFD09115	SAMN39873173
MFD09116	SAMN39873174
MFD09117	SAMN39873175
MFD09118	SAMN39873176
MFD09119	SAMN39873177
MFD09120	SAMN39873178
MFD09121	SAMN39873179
MFD09122	SAMN39873180
MFD09123	SAMN39873181
MFD09124	SAMN39873182
MFD09125	SAMN39873183
MFD09126	SAMN39873184
MFD09127	SAMN39873185
MFD09128	SAMN39873186
MFD09129	SAMN39873187
MFD09130	SAMN39873188
MFD09131	SAMN39873189
MFD09132	SAMN39873190
MFD09133	SAMN39873191
MFD09134	SAMN39873192
MFD09135	SAMN39873193
MFD09136	SAMN39873194
MFD09137	SAMN39873195
MFD09138	SAMN39873196
MFD09139	SAMN39873197
MFD09140	SAMN39873198
MFD09141	SAMN39873199
MFD09142	SAMN39873200
MFD09143	SAMN39873201
MFD09144	SAMN39873202
MFD09145	SAMN39873203
MFD09146	SAMN39873204
MFD09147	SAMN39873205
MFD09148	SAMN39873206
MFD09149	SAMN39873207
MFD09150	SAMN39873208
MFD09151	SAMN39873209
MFD09152	SAMN39873210
MFD09153	SAMN39873211
MFD09154	SAMN39873212
MFD09155	SAMN39873213
MFD09156	SAMN39873214
